structure, operation, time(ns)
bst, put, 264413
bst, delete, 136941
avl, put, 39234622
avl, delete, 13398439
splay, put, 737900
splay, delete, 814125
veb, put, 5356760
veb, delete, 25540
bst, put, 292623
bst, delete, 176238
avl, put, 42325743
avl, delete, 12780874
splay, put, 743608
splay, delete, 932164
veb, put, 6069149
veb, delete, 19413
bst, put, 296009
bst, delete, 211434
avl, put, 39582012
avl, delete, 17600511
splay, put, 742839
splay, delete, 878583
veb, put, 5529851
veb, delete, 16176
bst, put, 262347
bst, delete, 186927
avl, put, 42646868
avl, delete, 13720863
splay, put, 740395
splay, delete, 765227
veb, put, 5657742
veb, delete, 27487
bst, put, 314000
bst, delete, 207958
avl, put, 39436897
avl, delete, 9178420
splay, put, 740946
splay, delete, 917251
veb, put, 5399360
veb, delete, 20536
bst, put, 285913
bst, delete, 154999
avl, put, 40006061
avl, delete, 11494850
splay, put, 625192
splay, delete, 778474
veb, put, 6070285
veb, delete, 19443
bst, put, 291223
bst, delete, 100727
avl, put, 39735041
avl, delete, 18351180
splay, put, 619255
splay, delete, 766215
veb, put, 5436217
veb, delete, 27927
bst, put, 275641
bst, delete, 124369
avl, put, 40395926
avl, delete, 8693124
splay, put, 742124
splay, delete, 920438
veb, put, 6088596
veb, delete, 26370
bst, put, 309107
bst, delete, 135800
avl, put, 39656871
avl, delete, 13335326
splay, put, 755536
splay, delete, 890999
veb, put, 5682968
veb, delete, 25783
bst, put, 266208
bst, delete, 139644
avl, put, 39493158
avl, delete, 14115503
splay, put, 649689
splay, delete, 764807
veb, put, 5980139
veb, delete, 16511
bst, put, 306704
bst, delete, 240067
avl, put, 38702550
avl, delete, 16124008
splay, put, 759295
splay, delete, 920993
veb, put, 6073839
veb, delete, 19363
bst, put, 319637
bst, delete, 191087
avl, put, 41376363
avl, delete, 14329413
splay, put, 630926
splay, delete, 874273
veb, put, 5468785
veb, delete, 16463
bst, put, 250374
bst, delete, 114193
avl, put, 38482994
avl, delete, 11538787
splay, put, 717997
splay, delete, 850240
veb, put, 5666080
veb, delete, 23740
bst, put, 255289
bst, delete, 138731
avl, put, 39313569
avl, delete, 10113094
splay, put, 667930
splay, delete, 800038
veb, put, 5405673
veb, delete, 22098
bst, put, 316145
bst, delete, 157256
avl, put, 40565074
avl, delete, 23036053
splay, put, 938601
splay, delete, 1512200
veb, put, 6276680
veb, delete, 23193
bst, put, 325573
bst, delete, 159782
avl, put, 41437546
avl, delete, 14044496
splay, put, 677305
splay, delete, 906547
veb, put, 5445454
veb, delete, 42134
bst, put, 305222
bst, delete, 121471
avl, put, 40274458
avl, delete, 12668746
splay, put, 745493
splay, delete, 910295
veb, put, 6315819
veb, delete, 24628
bst, put, 320460
bst, delete, 165742
avl, put, 42786776
avl, delete, 15799040
splay, put, 752568
splay, delete, 808379
veb, put, 5630961
veb, delete, 18911
bst, put, 256956
bst, delete, 130114
avl, put, 38691739
avl, delete, 10057140
splay, put, 735599
splay, delete, 920077
veb, put, 6058789
veb, delete, 33932
bst, put, 304877
bst, delete, 165102
avl, put, 40639394
avl, delete, 17566269
splay, put, 671360
splay, delete, 757864
veb, put, 5432846
veb, delete, 16185
bst, put, 274342
bst, delete, 164526
avl, put, 40864087
avl, delete, 16335355
splay, put, 648717
splay, delete, 857973
veb, put, 5496040
veb, delete, 25794
bst, put, 309282
bst, delete, 137195
avl, put, 37678194
avl, delete, 12601866
splay, put, 689645
splay, delete, 858317
veb, put, 5275105
veb, delete, 21619
bst, put, 260300
bst, delete, 82745
avl, put, 38437043
avl, delete, 15890090
splay, put, 737476
splay, delete, 769226
veb, put, 5640429
veb, delete, 25267
bst, put, 302183
bst, delete, 141433
avl, put, 41779950
avl, delete, 16411453
splay, put, 736729
splay, delete, 873064
veb, put, 5720709
veb, delete, 26225
