structure, size, time(ns)
avl, 2^8, 79738
avl, 2^9, 92539
splay, 2^6, 296971
splay, 2^7, 351864
splay, 2^8, 393716
splay, 2^9, 412548
veb, 2^6, 1699882
veb, 2^7, 1497673
veb, 2^8, 1887616
veb, 2^9, 1940259
bst, 2^6, 66098
bst, 2^7, 75583
bst, 2^8, 89146
bst, 2^9, 97881
avl, 2^6, 51718
avl, 2^7, 62669
avl, 2^8, 81433
avl, 2^9, 77640
splay, 2^6, 250357
splay, 2^7, 293370
splay, 2^8, 400299
splay, 2^9, 408797
veb, 2^6, 1612450
veb, 2^7, 1755445
veb, 2^8, 1900761
veb, 2^9, 1882228
bst, 2^6, 53192
bst, 2^7, 61884
bst, 2^8, 72107
bst, 2^9, 97138
avl, 2^6, 58933
avl, 2^7, 69185
avl, 2^8, 79421
avl, 2^9, 76074
splay, 2^6, 244604
splay, 2^7, 290374
splay, 2^8, 332962
splay, 2^9, 406920
veb, 2^6, 1741083
veb, 2^7, 1502248
veb, 2^8, 1799910
veb, 2^9, 1689678
bst, 2^6, 53795
bst, 2^7, 61824
bst, 2^8, 73812
bst, 2^9, 97885
avl, 2^6, 58466
avl, 2^7, 67683
avl, 2^8, 79396
avl, 2^9, 78255
splay, 2^6, 246697
splay, 2^7, 297979
splay, 2^8, 331595
splay, 2^9, 350554
veb, 2^6, 1632704
veb, 2^7, 1580454
veb, 2^8, 1720045
veb, 2^9, 1859514
bst, 2^6, 53163
bst, 2^7, 63447
bst, 2^8, 73908
bst, 2^9, 84379
avl, 2^6, 49691
avl, 2^7, 57793
avl, 2^8, 78396
avl, 2^9, 91349
splay, 2^6, 296272
splay, 2^7, 350723
splay, 2^8, 333980
splay, 2^9, 351460
veb, 2^6, 1603800
veb, 2^7, 1668183
veb, 2^8, 1666961
veb, 2^9, 1783847
bst, 2^6, 54022
bst, 2^7, 62029
bst, 2^8, 71812
bst, 2^9, 82818
avl, 2^6, 49179
avl, 2^7, 64696
avl, 2^8, 64243
avl, 2^9, 90717
splay, 2^6, 290946
splay, 2^7, 297684
splay, 2^8, 333758
splay, 2^9, 350612
veb, 2^6, 1713893
veb, 2^7, 1684430
veb, 2^8, 1597273
veb, 2^9, 1860912
bst, 2^6, 53384
bst, 2^7, 62013
bst, 2^8, 73035
bst, 2^9, 100925
avl, 2^6, 60259
avl, 2^7, 69749
avl, 2^8, 79040
avl, 2^9, 93093
splay, 2^6, 296865
splay, 2^7, 293164
splay, 2^8, 331427
splay, 2^9, 348212
veb, 2^6, 1487108
veb, 2^7, 1687349
veb, 2^8, 1650108
veb, 2^9, 1857390
bst, 2^6, 55568
bst, 2^7, 65725
bst, 2^8, 83573
bst, 2^9, 82675
avl, 2^6, 50611
avl, 2^7, 58344
avl, 2^8, 67440
avl, 2^9, 78423
splay, 2^6, 266545
splay, 2^7, 353177
splay, 2^8, 396745
splay, 2^9, 348311
veb, 2^6, 1519058
veb, 2^7, 1732022
veb, 2^8, 1596759
veb, 2^9, 1912539
bst, 2^6, 67765
bst, 2^7, 64403
bst, 2^8, 73890
bst, 2^9, 82694
avl, 2^6, 49907
avl, 2^7, 58110
avl, 2^8, 67037
avl, 2^9, 93512
splay, 2^6, 274176
splay, 2^7, 291515
splay, 2^8, 390910
splay, 2^9, 413383
veb, 2^6, 1444406
veb, 2^7, 1669448
veb, 2^8, 1621448
veb, 2^9, 1912456
bst, 2^6, 63878
bst, 2^7, 83159
bst, 2^8, 85217
bst, 2^9, 97038
avl, 2^6, 63609
avl, 2^7, 60032
avl, 2^8, 68610
avl, 2^9, 93177
splay, 2^6, 299934
splay, 2^7, 345451
splay, 2^8, 349447
splay, 2^9, 384735
veb, 2^6, 1536803
veb, 2^7, 1676482
veb, 2^8, 1762693
veb, 2^9, 1834374
bst, 2^6, 53833
bst, 2^7, 61844
bst, 2^8, 73942
bst, 2^9, 98855
avl, 2^6, 59267
avl, 2^7, 69665
avl, 2^8, 66501
avl, 2^9, 77230
splay, 2^6, 248100
splay, 2^7, 346784
splay, 2^8, 392533
splay, 2^9, 347223
veb, 2^6, 1610619
veb, 2^7, 1502251
veb, 2^8, 1790773
veb, 2^9, 2000504
bst, 2^6, 53145
bst, 2^7, 61889
bst, 2^8, 72598
bst, 2^9, 83384
avl, 2^6, 52127
avl, 2^7, 69150
avl, 2^8, 80059
avl, 2^9, 77526
splay, 2^6, 247883
splay, 2^7, 292920
splay, 2^8, 389900
splay, 2^9, 412221
veb, 2^6, 1615356
veb, 2^7, 1772622
veb, 2^8, 1800371
veb, 2^9, 1979766
bst, 2^6, 62952
bst, 2^7, 69615
bst, 2^8, 73198
bst, 2^9, 89093
avl, 2^6, 50001
avl, 2^7, 59929
avl, 2^8, 79769
avl, 2^9, 77830
splay, 2^6, 280314
splay, 2^7, 367836
splay, 2^8, 405725
splay, 2^9, 351913
veb, 2^6, 1611169
veb, 2^7, 1504147
veb, 2^8, 1794423
veb, 2^9, 1755450
bst, 2^6, 64252
bst, 2^7, 73282
bst, 2^8, 85814
bst, 2^9, 97548
avl, 2^6, 61961
avl, 2^7, 59486
avl, 2^8, 78763
avl, 2^9, 78285
splay, 2^6, 244901
splay, 2^7, 297353
splay, 2^8, 337195
splay, 2^9, 367761
veb, 2^6, 1621421
veb, 2^7, 1532766
veb, 2^8, 1756856
veb, 2^9, 1689083
bst, 2^6, 53909
bst, 2^7, 62506
bst, 2^8, 74997
bst, 2^9, 83359
avl, 2^6, 51241
avl, 2^7, 69987
avl, 2^8, 78806
avl, 2^9, 77653
splay, 2^6, 244173
splay, 2^7, 291163
splay, 2^8, 332749
splay, 2^9, 345104
veb, 2^6, 1612192
veb, 2^7, 1671035
veb, 2^8, 1660006
veb, 2^9, 1780632
bst, 2^6, 56477
bst, 2^7, 66796
bst, 2^8, 76093
bst, 2^9, 86863
avl, 2^6, 51970
avl, 2^7, 60829
avl, 2^8, 69864
avl, 2^9, 93199
splay, 2^6, 288194
splay, 2^7, 289758
splay, 2^8, 330577
splay, 2^9, 344804
veb, 2^6, 1496831
veb, 2^7, 1696098
veb, 2^8, 1601562
veb, 2^9, 2016684
bst, 2^6, 67005
bst, 2^7, 77729
bst, 2^8, 90463
bst, 2^9, 104170
avl, 2^6, 60357
avl, 2^7, 68448
avl, 2^8, 79884
avl, 2^9, 91762
splay, 2^6, 295933
splay, 2^7, 292998
splay, 2^8, 351400
splay, 2^9, 414270
veb, 2^6, 1503468
veb, 2^7, 1728579
veb, 2^8, 1745938
veb, 2^9, 1935052
bst, 2^6, 65191
bst, 2^7, 73848
bst, 2^8, 72472
bst, 2^9, 83459
avl, 2^6, 50501
avl, 2^7, 59228
avl, 2^8, 68452
avl, 2^9, 91488
splay, 2^6, 293021
splay, 2^7, 346670
splay, 2^8, 327424
splay, 2^9, 348915
veb, 2^6, 1453912
veb, 2^7, 1774091
veb, 2^8, 1735650
veb, 2^9, 2002990
bst, 2^6, 63833
bst, 2^7, 73815
bst, 2^8, 86840
bst, 2^9, 106665
avl, 2^6, 63455
avl, 2^7, 68455
avl, 2^8, 78217
avl, 2^9, 91102
splay, 2^6, 305289
splay, 2^7, 346185
splay, 2^8, 390365
splay, 2^9, 413994
veb, 2^6, 1716368
veb, 2^7, 1776287
veb, 2^8, 1883936
veb, 2^9, 2007423
bst, 2^6, 67433
bst, 2^7, 77930
bst, 2^8, 90734
bst, 2^9, 102719
avl, 2^6, 59562
avl, 2^7, 71721
avl, 2^8, 76471
avl, 2^9, 90894
splay, 2^6, 294426
splay, 2^7, 345218
splay, 2^8, 391684
splay, 2^9, 405745
veb, 2^6, 1724218
veb, 2^7, 1708728
veb, 2^8, 1769211
veb, 2^9, 1868660
bst, 2^6, 53856
bst, 2^7, 62414
bst, 2^8, 76340
bst, 2^9, 98891
avl, 2^6, 59606
avl, 2^7, 69125
avl, 2^8, 72923
avl, 2^9, 76002
splay, 2^6, 244924
splay, 2^7, 289074
splay, 2^8, 331707
splay, 2^9, 360068
veb, 2^6, 1576326
veb, 2^7, 1732840
veb, 2^8, 1756383
veb, 2^9, 1717054
bst, 2^6, 66908
bst, 2^7, 77999
bst, 2^8, 90142
bst, 2^9, 102807
avl, 2^6, 59311
avl, 2^7, 68967
avl, 2^8, 68417
avl, 2^9, 92204
splay, 2^6, 295065
splay, 2^7, 322502
splay, 2^8, 331391
splay, 2^9, 350267
veb, 2^6, 1711536
veb, 2^7, 1499102
veb, 2^8, 1858718
veb, 2^9, 1690629
bst, 2^6, 52922
bst, 2^7, 61818
bst, 2^8, 72211
bst, 2^9, 83814
avl, 2^6, 50094
avl, 2^7, 56663
avl, 2^8, 86332
avl, 2^9, 77006
splay, 2^6, 245895
splay, 2^7, 287233
splay, 2^8, 327666
splay, 2^9, 345731
veb, 2^6, 1529693
veb, 2^7, 1686367
veb, 2^8, 1670981
veb, 2^9, 1831232
bst, 2^6, 55320
bst, 2^7, 62350
bst, 2^8, 71726
bst, 2^9, 83469
avl, 2^6, 51554
avl, 2^7, 59199
avl, 2^8, 70693
avl, 2^9, 90513
splay, 2^6, 294697
splay, 2^7, 345530
splay, 2^8, 384235
splay, 2^9, 357265
veb, 2^6, 1548494
veb, 2^7, 1612313
veb, 2^8, 1593221
veb, 2^9, 1890040
bst, 2^6, 53700
bst, 2^7, 64009
bst, 2^8, 85863
bst, 2^9, 109657
avl, 2^6, 58464
avl, 2^7, 67059
avl, 2^8, 77531
avl, 2^9, 76305
splay, 2^6, 270981
splay, 2^7, 349440
splay, 2^8, 400335
splay, 2^9, 344097
veb, 2^6, 1444987
veb, 2^7, 1669621
veb, 2^8, 1813600
veb, 2^9, 1933034
bst, 2^6, 54317
bst, 2^7, 61759
bst, 2^8, 72184
bst, 2^9, 82556
avl, 2^6, 49513
avl, 2^7, 58333
avl, 2^8, 66409
avl, 2^9, 91077
splay, 2^6, 267826
splay, 2^7, 294909
splay, 2^8, 393983
splay, 2^9, 401407
veb, 2^6, 1523161
veb, 2^7, 1688905
veb, 2^8, 1695173
veb, 2^9, 1946483
bst, 2^6, 66227
bst, 2^7, 75441
bst, 2^8, 95848
bst, 2^9, 90912
avl, 2^6, 49721
avl, 2^7, 58122
avl, 2^8, 66098
avl, 2^9, 90215
splay, 2^6, 291962
splay, 2^7, 346326
splay, 2^8, 348635
splay, 2^9, 411187
veb, 2^6, 1474525
veb, 2^7, 1577265
veb, 2^8, 1765451
veb, 2^9, 1883763
bst, 2^6, 62733
bst, 2^7, 73862
bst, 2^8, 85456
bst, 2^9, 98127
avl, 2^6, 61149
avl, 2^7, 76877
avl, 2^8, 67560
avl, 2^9, 91537
splay, 2^6, 290205
splay, 2^7, 347420
splay, 2^8, 395319
splay, 2^9, 410362
veb, 2^6, 1541457
veb, 2^7, 1578858
veb, 2^8, 1758082
veb, 2^9, 1891778
bst, 2^6, 67120
bst, 2^7, 78471
bst, 2^8, 87481
bst, 2^9, 100464
avl, 2^6, 66644
avl, 2^7, 71464
avl, 2^8, 67358
avl, 2^9, 78005
splay, 2^6, 246883
splay, 2^7, 344462
splay, 2^8, 387454
splay, 2^9, 366956
veb, 2^6, 1594887
veb, 2^7, 1499022
veb, 2^8, 1828715
veb, 2^9, 1824347
bst, 2^6, 62575
bst, 2^7, 73981
bst, 2^8, 72615
bst, 2^9, 83230
avl, 2^6, 50085
avl, 2^7, 68906
avl, 2^8, 81970
avl, 2^9, 77796
splay, 2^6, 246453
splay, 2^7, 291559
splay, 2^8, 332942
splay, 2^9, 416806
veb, 2^6, 1672036
veb, 2^7, 1583785
veb, 2^8, 1823994
veb, 2^9, 1709383
bst, 2^6, 67168
bst, 2^7, 74774
bst, 2^8, 86322
bst, 2^9, 99188
avl, 2^6, 69885
avl, 2^7, 70016
avl, 2^8, 87254
avl, 2^9, 77879
splay, 2^6, 255966
splay, 2^7, 294369
splay, 2^8, 328834
splay, 2^9, 345332
veb, 2^6, 1649320
veb, 2^7, 1512371
veb, 2^8, 1797750
veb, 2^9, 2006806
bst, 2^6, 67350
bst, 2^7, 77984
bst, 2^8, 90677
bst, 2^9, 102490
avl, 2^6, 60742
avl, 2^7, 73691
avl, 2^8, 65943
avl, 2^9, 76852
splay, 2^6, 245274
splay, 2^7, 292109
splay, 2^8, 373055
splay, 2^9, 422873
veb, 2^6, 1538042
veb, 2^7, 1654716
veb, 2^8, 1757245
veb, 2^9, 1691927
bst, 2^6, 60200
bst, 2^7, 61724
bst, 2^8, 81202
bst, 2^9, 82235
avl, 2^6, 52672
avl, 2^7, 70209
avl, 2^8, 78500
avl, 2^9, 77319
splay, 2^6, 244146
splay, 2^7, 292518
splay, 2^8, 367329
splay, 2^9, 407724
veb, 2^6, 1634967
veb, 2^7, 1621757
veb, 2^8, 1712400
veb, 2^9, 1692596
bst, 2^6, 52225
bst, 2^7, 61157
bst, 2^8, 71548
bst, 2^9, 82594
avl, 2^6, 51785
avl, 2^7, 59857
avl, 2^8, 80005
avl, 2^9, 84847
splay, 2^6, 247841
splay, 2^7, 293478
splay, 2^8, 330165
splay, 2^9, 352217
veb, 2^6, 1528800
veb, 2^7, 1686491
veb, 2^8, 1590031
veb, 2^9, 1952003
bst, 2^6, 70446
bst, 2^7, 85617
bst, 2^8, 79041
bst, 2^9, 83204
avl, 2^6, 50508
avl, 2^7, 64126
avl, 2^8, 67069
avl, 2^9, 91334
splay, 2^6, 292838
splay, 2^7, 344806
splay, 2^8, 391168
splay, 2^9, 363824
veb, 2^6, 1600428
veb, 2^7, 1707634
veb, 2^8, 1647398
veb, 2^9, 1855328
bst, 2^6, 52533
bst, 2^7, 60608
bst, 2^8, 72154
bst, 2^9, 82536
avl, 2^6, 51501
avl, 2^7, 58513
avl, 2^8, 67512
avl, 2^9, 93029
splay, 2^6, 291515
splay, 2^7, 345683
splay, 2^8, 359776
splay, 2^9, 353762
veb, 2^6, 1444820
veb, 2^7, 1707081
veb, 2^8, 1593721
veb, 2^9, 1867458
bst, 2^6, 54447
bst, 2^7, 62612
bst, 2^8, 72090
bst, 2^9, 92500
avl, 2^6, 51915
avl, 2^7, 58789
avl, 2^8, 66853
avl, 2^9, 76225
splay, 2^6, 258778
splay, 2^7, 347140
splay, 2^8, 390358
splay, 2^9, 344676
veb, 2^6, 1448972
veb, 2^7, 1665583
veb, 2^8, 1629558
veb, 2^9, 1838119
bst, 2^6, 67673
bst, 2^7, 75051
bst, 2^8, 73973
bst, 2^9, 84050
avl, 2^6, 50592
avl, 2^7, 58013
avl, 2^8, 82375
avl, 2^9, 91230
splay, 2^6, 287193
splay, 2^7, 331602
splay, 2^8, 401799
splay, 2^9, 368979
veb, 2^6, 1516903
veb, 2^7, 1691567
veb, 2^8, 1712212
veb, 2^9, 1984831
bst, 2^6, 64580
bst, 2^7, 74207
bst, 2^8, 96469
bst, 2^9, 98725
avl, 2^6, 59567
avl, 2^7, 58258
avl, 2^8, 64135
avl, 2^9, 91241
splay, 2^6, 269530
splay, 2^7, 287635
splay, 2^8, 330334
splay, 2^9, 360945
veb, 2^6, 1558560
veb, 2^7, 1556181
veb, 2^8, 1757490
veb, 2^9, 1992812
bst, 2^6, 63304
bst, 2^7, 73927
bst, 2^8, 72641
bst, 2^9, 96163
avl, 2^6, 59291
avl, 2^7, 68454
avl, 2^8, 77324
avl, 2^9, 77253
splay, 2^6, 243651
splay, 2^7, 374252
splay, 2^8, 403545
splay, 2^9, 342808
veb, 2^6, 1611064
veb, 2^7, 1639242
veb, 2^8, 1733744
veb, 2^9, 1845676
bst, 2^6, 67467
bst, 2^7, 65793
bst, 2^8, 72510
bst, 2^9, 83590
avl, 2^6, 52202
avl, 2^7, 61365
avl, 2^8, 78383
avl, 2^9, 90132
splay, 2^6, 290790
splay, 2^7, 340779
splay, 2^8, 393743
splay, 2^9, 408846
veb, 2^6, 1621718
veb, 2^7, 1499099
veb, 2^8, 1675946
veb, 2^9, 1925322
bst, 2^6, 62412
bst, 2^7, 73925
bst, 2^8, 86942
bst, 2^9, 103290
avl, 2^6, 63496
avl, 2^7, 59315
avl, 2^8, 70086
avl, 2^9, 78021
splay, 2^6, 247223
splay, 2^7, 347276
splay, 2^8, 401676
splay, 2^9, 418551
veb, 2^6, 1604579
veb, 2^7, 1594058
veb, 2^8, 1761898
veb, 2^9, 1696014
bst, 2^6, 57398
bst, 2^7, 77909
bst, 2^8, 86014
bst, 2^9, 102280
avl, 2^6, 61479
avl, 2^7, 69887
avl, 2^8, 67352
avl, 2^9, 192679
splay, 2^6, 578707
splay, 2^7, 620494
splay, 2^8, 352936
splay, 2^9, 346500
veb, 2^6, 1446519
veb, 2^7, 1704430
veb, 2^8, 1596926
veb, 2^9, 1762581
bst, 2^6, 57577
bst, 2^7, 65596
bst, 2^8, 76756
bst, 2^9, 86670
avl, 2^6, 50586
avl, 2^7, 58578
avl, 2^8, 66571
avl, 2^9, 92295
splay, 2^6, 294460
splay, 2^7, 316955
splay, 2^8, 394158
splay, 2^9, 416516
veb, 2^6, 1455493
veb, 2^7, 1610504
veb, 2^8, 1669243
veb, 2^9, 1955371
bst, 2^6, 68139
bst, 2^7, 78105
bst, 2^8, 98895
bst, 2^9, 93529
avl, 2^6, 50720
avl, 2^7, 57899
avl, 2^8, 66419
avl, 2^9, 77689
splay, 2^6, 248855
splay, 2^7, 344278
splay, 2^8, 410587
splay, 2^9, 361579
veb, 2^6, 1448681
veb, 2^7, 1507805
veb, 2^8, 1664387
veb, 2^9, 1754571
bst, 2^6, 65782
bst, 2^7, 78549
bst, 2^8, 87020
bst, 2^9, 98326
avl, 2^6, 63274
avl, 2^7, 61404
avl, 2^8, 66261
avl, 2^9, 77858
splay, 2^6, 253837
splay, 2^7, 290592
splay, 2^8, 333038
splay, 2^9, 349501
veb, 2^6, 1570729
veb, 2^7, 1498059
veb, 2^8, 1763387
veb, 2^9, 1692702
bst, 2^6, 55406
bst, 2^7, 65843
bst, 2^8, 74231
bst, 2^9, 84887
avl, 2^6, 50063
avl, 2^7, 59838
avl, 2^8, 78517
avl, 2^9, 76340
splay, 2^6, 249315
splay, 2^7, 293295
splay, 2^8, 331837
splay, 2^9, 347680
veb, 2^6, 1578929
veb, 2^7, 1502351
veb, 2^8, 1590373
veb, 2^9, 1790697
bst, 2^6, 54629
bst, 2^7, 64040
bst, 2^8, 74391
bst, 2^9, 84814
avl, 2^6, 49545
avl, 2^7, 56627
avl, 2^8, 80434
avl, 2^9, 77072
splay, 2^6, 311819
splay, 2^7, 346971
splay, 2^8, 391159
splay, 2^9, 346764
veb, 2^6, 1444464
veb, 2^7, 1615863
veb, 2^8, 1599916
veb, 2^9, 1784720
bst, 2^6, 65696
bst, 2^7, 75335
bst, 2^8, 87662
bst, 2^9, 111804
avl, 2^6, 52096
avl, 2^7, 59120
avl, 2^8, 66197
avl, 2^9, 76558
splay, 2^6, 249573
splay, 2^7, 293948
splay, 2^8, 330796
splay, 2^9, 402958
veb, 2^6, 1697101
veb, 2^7, 1670004
veb, 2^8, 1909961
veb, 2^9, 1712958
bst, 2^6, 56100
bst, 2^7, 80799
bst, 2^8, 86358
bst, 2^9, 97709
avl, 2^6, 60972
avl, 2^7, 69124
avl, 2^8, 67067
avl, 2^9, 94209
splay, 2^6, 249637
splay, 2^7, 294740
splay, 2^8, 342836
splay, 2^9, 345559
veb, 2^6, 1445291
veb, 2^7, 1673204
veb, 2^8, 1589784
veb, 2^9, 1863990
bst, 2^6, 52800
bst, 2^7, 62119
bst, 2^8, 79735
bst, 2^9, 82246
avl, 2^6, 51683
avl, 2^7, 59265
avl, 2^8, 66979
avl, 2^9, 95794
splay, 2^6, 290168
splay, 2^7, 342613
splay, 2^8, 336401
splay, 2^9, 416751
veb, 2^6, 1497885
veb, 2^7, 1604541
veb, 2^8, 1612045
veb, 2^9, 1899819
bst, 2^6, 54457
bst, 2^7, 63237
bst, 2^8, 73556
bst, 2^9, 83538
avl, 2^6, 50975
avl, 2^7, 58929
avl, 2^8, 67352
avl, 2^9, 80247
splay, 2^6, 249044
splay, 2^7, 293145
splay, 2^8, 343344
splay, 2^9, 414554
veb, 2^6, 1685706
veb, 2^7, 1622907
veb, 2^8, 1590179
veb, 2^9, 1691787
bst, 2^6, 67015
bst, 2^7, 75757
bst, 2^8, 87088
bst, 2^9, 100220
avl, 2^6, 59773
avl, 2^7, 68478
avl, 2^8, 67710
avl, 2^9, 78127
splay, 2^6, 246396
splay, 2^7, 295444
splay, 2^8, 390493
splay, 2^9, 417028
veb, 2^6, 1609497
veb, 2^7, 1579522
veb, 2^8, 1877844
veb, 2^9, 1820848
bst, 2^6, 67808
bst, 2^7, 80527
bst, 2^8, 76944
bst, 2^9, 86896
avl, 2^6, 60356
avl, 2^7, 69307
avl, 2^8, 80221
avl, 2^9, 78284
splay, 2^6, 246861
splay, 2^7, 294777
splay, 2^8, 332811
splay, 2^9, 346513
veb, 2^6, 1619471
veb, 2^7, 1537059
veb, 2^8, 1670839
veb, 2^9, 1770765
bst, 2^6, 56151
bst, 2^7, 66059
bst, 2^8, 75961
bst, 2^9, 86656
avl, 2^6, 51481
avl, 2^7, 60675
avl, 2^8, 67864
avl, 2^9, 78989
splay, 2^6, 245829
splay, 2^7, 297169
splay, 2^8, 328960
splay, 2^9, 381500
veb, 2^6, 1605731
veb, 2^7, 1706474
veb, 2^8, 1777744
veb, 2^9, 1893656
bst, 2^6, 66663
bst, 2^7, 76731
bst, 2^8, 89225
bst, 2^9, 101603
avl, 2^6, 67028
avl, 2^7, 74092
avl, 2^8, 67398
avl, 2^9, 76887
splay, 2^6, 247655
splay, 2^7, 294101
splay, 2^8, 335202
splay, 2^9, 350098
veb, 2^6, 1450994
veb, 2^7, 1624386
veb, 2^8, 1759920
veb, 2^9, 1704368
bst, 2^6, 56992
bst, 2^7, 65463
bst, 2^8, 76789
bst, 2^9, 87338
avl, 2^6, 51389
avl, 2^7, 59549
avl, 2^8, 67077
avl, 2^9, 92528
splay, 2^6, 278216
splay, 2^7, 292072
splay, 2^8, 337327
splay, 2^9, 345553
veb, 2^6, 1615028
veb, 2^7, 1674585
veb, 2^8, 1593589
veb, 2^9, 1863936
bst, 2^6, 56340
bst, 2^7, 63946
bst, 2^8, 73985
bst, 2^9, 83913
avl, 2^6, 51618
avl, 2^7, 59331
avl, 2^8, 77241
avl, 2^9, 80483
splay, 2^6, 304376
splay, 2^7, 349266
splay, 2^8, 371772
splay, 2^9, 350337
veb, 2^6, 1448918
veb, 2^7, 1502444
veb, 2^8, 1592295
veb, 2^9, 1838526
