structure, size, time(ns)
bst, 2^6, 56642
bst, 2^7, 66449
bst, 2^8, 76101
bst, 2^9, 87096
avl, 2^6, 51621
avl, 2^7, 59245
avl, 2^8, 80189
avl, 2^9, 81132
splay, 2^6, 302908
splay, 2^7, 351454
splay, 2^8, 374013
splay, 2^9, 349543
veb, 2^6, 1576112
veb, 2^7, 1512712
veb, 2^8, 1594101
veb, 2^9, 1867316
bst, 2^6, 56556
bst, 2^7, 67121
bst, 2^8, 75706
bst, 2^9, 84198
avl, 2^6, 51832
avl, 2^7, 58460
avl, 2^8, 67031
avl, 2^9, 93244
splay, 2^6, 270383
splay, 2^7, 327875
splay, 2^8, 400188
splay, 2^9, 378068
veb, 2^6, 1613894
veb, 2^7, 1587892
veb, 2^8, 1671239
veb, 2^9, 1978412
bst, 2^6, 67304
bst, 2^7, 77739
bst, 2^8, 86620
bst, 2^9, 99580
avl, 2^6, 60904
avl, 2^7, 69583
avl, 2^8, 79989
avl, 2^9, 92822
splay, 2^6, 298726
splay, 2^7, 352567
splay, 2^8, 402585
splay, 2^9, 413663
veb, 2^6, 1711628
veb, 2^7, 1681930
veb, 2^8, 1634952
veb, 2^9, 1830393
bst, 2^6, 56434
bst, 2^7, 64726
bst, 2^8, 75027
bst, 2^9, 93748
avl, 2^6, 51699
avl, 2^7, 59110
avl, 2^8, 79710
avl, 2^9, 77738
splay, 2^6, 247710
splay, 2^7, 296015
splay, 2^8, 334970
splay, 2^9, 349043
veb, 2^6, 1467685
veb, 2^7, 1831031
veb, 2^8, 1901831
veb, 2^9, 2005542
bst, 2^6, 68548
bst, 2^7, 77434
bst, 2^8, 90766
bst, 2^9, 109225
avl, 2^6, 68754
avl, 2^7, 78320
avl, 2^8, 79163
avl, 2^9, 93137
splay, 2^6, 298861
splay, 2^7, 367440
splay, 2^8, 374898
splay, 2^9, 347602
veb, 2^6, 1618856
veb, 2^7, 1692200
veb, 2^8, 1771967
veb, 2^9, 1884622
bst, 2^6, 56531
bst, 2^7, 65909
bst, 2^8, 76539
bst, 2^9, 86635
avl, 2^6, 50579
avl, 2^7, 58354
avl, 2^8, 82324
avl, 2^9, 92698
splay, 2^6, 294408
splay, 2^7, 344367
splay, 2^8, 337393
splay, 2^9, 351068
veb, 2^6, 1621681
veb, 2^7, 1753579
veb, 2^8, 1675244
veb, 2^9, 1693729
bst, 2^6, 55108
bst, 2^7, 64142
bst, 2^8, 90593
bst, 2^9, 99757
avl, 2^6, 61470
avl, 2^7, 69903
avl, 2^8, 80382
avl, 2^9, 93505
splay, 2^6, 292353
splay, 2^7, 345729
splay, 2^8, 351020
splay, 2^9, 347290
veb, 2^6, 1521375
veb, 2^7, 1528018
veb, 2^8, 1594088
veb, 2^9, 1698938
bst, 2^6, 55491
bst, 2^7, 63876
bst, 2^8, 74041
bst, 2^9, 102306
avl, 2^6, 59753
avl, 2^7, 68945
avl, 2^8, 67685
avl, 2^9, 78285
splay, 2^6, 248469
splay, 2^7, 340975
splay, 2^8, 408298
splay, 2^9, 379151
veb, 2^6, 1444488
veb, 2^7, 1672891
veb, 2^8, 1739201
veb, 2^9, 1832925
bst, 2^6, 55278
bst, 2^7, 63579
bst, 2^8, 74368
bst, 2^9, 85037
avl, 2^6, 55909
avl, 2^7, 59538
avl, 2^8, 67534
avl, 2^9, 90598
splay, 2^6, 311003
splay, 2^7, 295795
splay, 2^8, 335287
splay, 2^9, 357829
veb, 2^6, 1444844
veb, 2^7, 1610671
veb, 2^8, 1595518
veb, 2^9, 1866777
bst, 2^6, 55681
bst, 2^7, 63500
bst, 2^8, 74242
bst, 2^9, 84725
avl, 2^6, 51991
avl, 2^7, 75642
avl, 2^8, 79964
avl, 2^9, 78340
splay, 2^6, 249753
splay, 2^7, 343172
splay, 2^8, 390296
splay, 2^9, 373051
veb, 2^6, 1448276
veb, 2^7, 1499862
veb, 2^8, 1633969
veb, 2^9, 1910795
bst, 2^6, 65219
bst, 2^7, 75744
bst, 2^8, 89546
bst, 2^9, 103219
avl, 2^6, 64120
avl, 2^7, 59464
avl, 2^8, 70716
avl, 2^9, 76958
splay, 2^6, 248256
splay, 2^7, 288734
splay, 2^8, 327907
splay, 2^9, 414827
veb, 2^6, 1581294
veb, 2^7, 1501168
veb, 2^8, 1760999
veb, 2^9, 1691234
bst, 2^6, 68135
bst, 2^7, 75399
bst, 2^8, 88244
bst, 2^9, 99601
avl, 2^6, 61636
avl, 2^7, 70068
avl, 2^8, 65910
avl, 2^9, 78098
splay, 2^6, 248578
splay, 2^7, 289101
splay, 2^8, 332298
splay, 2^9, 366996
veb, 2^6, 1706452
veb, 2^7, 1505470
veb, 2^8, 1777079
veb, 2^9, 1703765
bst, 2^6, 53718
bst, 2^7, 63386
bst, 2^8, 72988
bst, 2^9, 85583
avl, 2^6, 61554
avl, 2^7, 69537
avl, 2^8, 79803
avl, 2^9, 92670
splay, 2^6, 294372
splay, 2^7, 318040
splay, 2^8, 330916
splay, 2^9, 346645
veb, 2^6, 1651321
veb, 2^7, 1570323
veb, 2^8, 1591957
veb, 2^9, 1690547
bst, 2^6, 56371
bst, 2^7, 65060
bst, 2^8, 91526
bst, 2^9, 102932
avl, 2^6, 67635
avl, 2^7, 59895
avl, 2^8, 80584
avl, 2^9, 80489
splay, 2^6, 255405
splay, 2^7, 291808
splay, 2^8, 334383
splay, 2^9, 350514
veb, 2^6, 1505533
veb, 2^7, 1543784
veb, 2^8, 1827461
veb, 2^9, 1689357
bst, 2^6, 57872
bst, 2^7, 62660
bst, 2^8, 73076
bst, 2^9, 82931
avl, 2^6, 52172
avl, 2^7, 59184
avl, 2^8, 67718
avl, 2^9, 77683
splay, 2^6, 246419
splay, 2^7, 292951
splay, 2^8, 332794
splay, 2^9, 357381
veb, 2^6, 1635067
veb, 2^7, 1580263
veb, 2^8, 1772564
veb, 2^9, 1778412
bst, 2^6, 64555
bst, 2^7, 64097
bst, 2^8, 74190
bst, 2^9, 84538
avl, 2^6, 51746
avl, 2^7, 58835
avl, 2^8, 79281
avl, 2^9, 96541
splay, 2^6, 296936
splay, 2^7, 317198
splay, 2^8, 333256
splay, 2^9, 344390
veb, 2^6, 1732777
veb, 2^7, 1645530
veb, 2^8, 1820016
veb, 2^9, 1833554
bst, 2^6, 67640
bst, 2^7, 75964
bst, 2^8, 89178
bst, 2^9, 99984
avl, 2^6, 50148
avl, 2^7, 59642
avl, 2^8, 67642
avl, 2^9, 96184
splay, 2^6, 289589
splay, 2^7, 350285
splay, 2^8, 358507
splay, 2^9, 355839
veb, 2^6, 1587305
veb, 2^7, 1550636
veb, 2^8, 1687589
veb, 2^9, 1862039
bst, 2^6, 53575
bst, 2^7, 63646
bst, 2^8, 72981
bst, 2^9, 82366
avl, 2^6, 52009
avl, 2^7, 58994
avl, 2^8, 67434
avl, 2^9, 80717
splay, 2^6, 248988
splay, 2^7, 300778
splay, 2^8, 397451
splay, 2^9, 411016
veb, 2^6, 1451039
veb, 2^7, 1499171
veb, 2^8, 1618827
veb, 2^9, 1769044
bst, 2^6, 65904
bst, 2^7, 75561
bst, 2^8, 87487
bst, 2^9, 99366
avl, 2^6, 59563
avl, 2^7, 58216
avl, 2^8, 67588
avl, 2^9, 77288
splay, 2^6, 246267
splay, 2^7, 291646
splay, 2^8, 329848
splay, 2^9, 344237
veb, 2^6, 1574917
veb, 2^7, 1632560
veb, 2^8, 1756638
veb, 2^9, 1690107
bst, 2^6, 54053
bst, 2^7, 62682
bst, 2^8, 74928
bst, 2^9, 83324
avl, 2^6, 51817
avl, 2^7, 71624
avl, 2^8, 81029
avl, 2^9, 90966
splay, 2^6, 247381
splay, 2^7, 297546
splay, 2^8, 350219
splay, 2^9, 486619
veb, 2^6, 1644820
veb, 2^7, 1503937
veb, 2^8, 1655650
veb, 2^9, 2009931
bst, 2^6, 67031
bst, 2^7, 76940
bst, 2^8, 90946
bst, 2^9, 100561
avl, 2^6, 59553
avl, 2^7, 66983
avl, 2^8, 77822
avl, 2^9, 90159
splay, 2^6, 295921
splay, 2^7, 355441
splay, 2^8, 396855
splay, 2^9, 427793
veb, 2^6, 1711864
veb, 2^7, 1780282
veb, 2^8, 1888019
veb, 2^9, 2014621
bst, 2^6, 65864
bst, 2^7, 75375
bst, 2^8, 90946
bst, 2^9, 99309
avl, 2^6, 61265
avl, 2^7, 70102
avl, 2^8, 80479
avl, 2^9, 91067
splay, 2^6, 298377
splay, 2^7, 350528
splay, 2^8, 393026
splay, 2^9, 417417
veb, 2^6, 1726688
veb, 2^7, 1788919
veb, 2^8, 1797541
veb, 2^9, 1939790
bst, 2^6, 66404
bst, 2^7, 75443
bst, 2^8, 89064
bst, 2^9, 99301
avl, 2^6, 65556
avl, 2^7, 58274
avl, 2^8, 66481
avl, 2^9, 91391
splay, 2^6, 297931
splay, 2^7, 326615
splay, 2^8, 331015
splay, 2^9, 346483
veb, 2^6, 1732122
veb, 2^7, 1665039
veb, 2^8, 1767239
veb, 2^9, 1798414
bst, 2^6, 55443
bst, 2^7, 63605
bst, 2^8, 75180
bst, 2^9, 85477
avl, 2^6, 61281
avl, 2^7, 70626
avl, 2^8, 78038
avl, 2^9, 78028
splay, 2^6, 247902
splay, 2^7, 295455
splay, 2^8, 336420
splay, 2^9, 413161
veb, 2^6, 1669141
veb, 2^7, 1685203
veb, 2^8, 1750068
veb, 2^9, 1753763
bst, 2^6, 65962
bst, 2^7, 75910
bst, 2^8, 90047
bst, 2^9, 99374
avl, 2^6, 61352
avl, 2^7, 59016
avl, 2^8, 82953
avl, 2^9, 90862
splay, 2^6, 296461
splay, 2^7, 310051
splay, 2^8, 333028
splay, 2^9, 348356
veb, 2^6, 1627102
veb, 2^7, 1646922
veb, 2^8, 1742155
veb, 2^9, 1689389
bst, 2^6, 56170
bst, 2^7, 64019
bst, 2^8, 75122
bst, 2^9, 83876
avl, 2^6, 52106
avl, 2^7, 59240
avl, 2^8, 80853
avl, 2^9, 77263
splay, 2^6, 289442
splay, 2^7, 348702
splay, 2^8, 382571
splay, 2^9, 353469
veb, 2^6, 1460819
veb, 2^7, 1646197
veb, 2^8, 1697251
veb, 2^9, 1729575
bst, 2^6, 55123
bst, 2^7, 64005
bst, 2^8, 74893
bst, 2^9, 83777
avl, 2^6, 52010
avl, 2^7, 60166
avl, 2^8, 67854
avl, 2^9, 100473
splay, 2^6, 295094
splay, 2^7, 291609
splay, 2^8, 330014
splay, 2^9, 347120
veb, 2^6, 1444348
veb, 2^7, 1768650
veb, 2^8, 1592269
veb, 2^9, 1862100
bst, 2^6, 57689
bst, 2^7, 75136
bst, 2^8, 88158
bst, 2^9, 99001
avl, 2^6, 59171
avl, 2^7, 67915
avl, 2^8, 66131
avl, 2^9, 77149
splay, 2^6, 264843
splay, 2^7, 346516
splay, 2^8, 391897
splay, 2^9, 347224
veb, 2^6, 1447874
veb, 2^7, 1502167
veb, 2^8, 1653054
veb, 2^9, 1916991
bst, 2^6, 65897
bst, 2^7, 74623
bst, 2^8, 94168
bst, 2^9, 84199
avl, 2^6, 52016
avl, 2^7, 62330
avl, 2^8, 77903
avl, 2^9, 76165
splay, 2^6, 244409
splay, 2^7, 301144
splay, 2^8, 329788
splay, 2^9, 418685
veb, 2^6, 1501183
veb, 2^7, 1627457
veb, 2^8, 1760370
veb, 2^9, 1699055
bst, 2^6, 55784
bst, 2^7, 63642
bst, 2^8, 74406
bst, 2^9, 118558
avl, 2^6, 58820
avl, 2^7, 67145
avl, 2^8, 65830
avl, 2^9, 78938
splay, 2^6, 299362
splay, 2^7, 349612
splay, 2^8, 371089
splay, 2^9, 348090
veb, 2^6, 1615656
veb, 2^7, 1502252
veb, 2^8, 1699397
veb, 2^9, 1860060
bst, 2^6, 53952
bst, 2^7, 63805
bst, 2^8, 74550
bst, 2^9, 90367
avl, 2^6, 49944
avl, 2^7, 58195
avl, 2^8, 78400
avl, 2^9, 76777
splay, 2^6, 250802
splay, 2^7, 295431
splay, 2^8, 333751
splay, 2^9, 360814
veb, 2^6, 1640624
veb, 2^7, 1502443
veb, 2^8, 1690422
veb, 2^9, 1693235
bst, 2^6, 56170
bst, 2^7, 63500
bst, 2^8, 74444
bst, 2^9, 93285
avl, 2^6, 52019
avl, 2^7, 58176
avl, 2^8, 67229
avl, 2^9, 77340
splay, 2^6, 245714
splay, 2^7, 293704
splay, 2^8, 326711
splay, 2^9, 392841
veb, 2^6, 1680040
veb, 2^7, 1674248
veb, 2^8, 1602320
veb, 2^9, 1779993
bst, 2^6, 56996
bst, 2^7, 65901
bst, 2^8, 95238
bst, 2^9, 100787
avl, 2^6, 61662
avl, 2^7, 70193
avl, 2^8, 79854
avl, 2^9, 91111
splay, 2^6, 295292
splay, 2^7, 295460
splay, 2^8, 330266
splay, 2^9, 351862
veb, 2^6, 1444499
veb, 2^7, 1616308
veb, 2^8, 1759679
veb, 2^9, 1856223
bst, 2^6, 55687
bst, 2^7, 63892
bst, 2^8, 74039
bst, 2^9, 84639
avl, 2^6, 57760
avl, 2^7, 59256
avl, 2^8, 66468
avl, 2^9, 77949
splay, 2^6, 249450
splay, 2^7, 328163
splay, 2^8, 391846
splay, 2^9, 399604
veb, 2^6, 1615378
veb, 2^7, 1502279
veb, 2^8, 1684088
veb, 2^9, 1772794
bst, 2^6, 68253
bst, 2^7, 77890
bst, 2^8, 90948
bst, 2^9, 114221
avl, 2^6, 51971
avl, 2^7, 59146
avl, 2^8, 81561
avl, 2^9, 77751
splay, 2^6, 246791
splay, 2^7, 294014
splay, 2^8, 331323
splay, 2^9, 401127
veb, 2^6, 1534413
veb, 2^7, 1499045
veb, 2^8, 1760997
veb, 2^9, 1697425
bst, 2^6, 57074
bst, 2^7, 65706
bst, 2^8, 76251
bst, 2^9, 91559
avl, 2^6, 54670
avl, 2^7, 69909
avl, 2^8, 87734
avl, 2^9, 93509
splay, 2^6, 292052
splay, 2^7, 350490
splay, 2^8, 401314
splay, 2^9, 442784
veb, 2^6, 1651299
veb, 2^7, 1543410
veb, 2^8, 1768838
veb, 2^9, 1692597
bst, 2^6, 56951
bst, 2^7, 64748
bst, 2^8, 73589
bst, 2^9, 87729
avl, 2^6, 52608
avl, 2^7, 69922
avl, 2^8, 79957
avl, 2^9, 77458
splay, 2^6, 247880
splay, 2^7, 293998
splay, 2^8, 327672
splay, 2^9, 346592
veb, 2^6, 1586336
veb, 2^7, 1499023
veb, 2^8, 1590347
veb, 2^9, 1741442
bst, 2^6, 57126
bst, 2^7, 64538
bst, 2^8, 74735
bst, 2^9, 86147
avl, 2^6, 51675
avl, 2^7, 58623
avl, 2^8, 67344
avl, 2^9, 77247
splay, 2^6, 247401
splay, 2^7, 292550
splay, 2^8, 328944
splay, 2^9, 359810
veb, 2^6, 1571932
veb, 2^7, 1687628
veb, 2^8, 1589357
veb, 2^9, 1735906
bst, 2^6, 56129
bst, 2^7, 63701
bst, 2^8, 77354
bst, 2^9, 84875
avl, 2^6, 49473
avl, 2^7, 57678
avl, 2^8, 65796
avl, 2^9, 90670
splay, 2^6, 303573
splay, 2^7, 289498
splay, 2^8, 327710
splay, 2^9, 355458
veb, 2^6, 1570567
veb, 2^7, 1638544
veb, 2^8, 1828938
veb, 2^9, 1837617
bst, 2^6, 53178
bst, 2^7, 61353
bst, 2^8, 72323
bst, 2^9, 83306
avl, 2^6, 51663
avl, 2^7, 59003
avl, 2^8, 68102
avl, 2^9, 78091
splay, 2^6, 299738
splay, 2^7, 346158
splay, 2^8, 373932
splay, 2^9, 349948
veb, 2^6, 1486975
veb, 2^7, 1583061
veb, 2^8, 1757545
veb, 2^9, 1859455
bst, 2^6, 56130
bst, 2^7, 63649
bst, 2^8, 74486
bst, 2^9, 84758
avl, 2^6, 49929
avl, 2^7, 58277
avl, 2^8, 67746
avl, 2^9, 77304
splay, 2^6, 248225
splay, 2^7, 289476
splay, 2^8, 347401
splay, 2^9, 415189
veb, 2^6, 1472800
veb, 2^7, 1510118
veb, 2^8, 1761207
veb, 2^9, 1697510
bst, 2^6, 55542
bst, 2^7, 65505
bst, 2^8, 92990
bst, 2^9, 99783
avl, 2^6, 59362
avl, 2^7, 69288
avl, 2^8, 66160
avl, 2^9, 78227
splay, 2^6, 248330
splay, 2^7, 292949
splay, 2^8, 331587
splay, 2^9, 350192
veb, 2^6, 1615537
veb, 2^7, 1498349
veb, 2^8, 1852510
veb, 2^9, 1697574
bst, 2^6, 55920
bst, 2^7, 63780
bst, 2^8, 76212
bst, 2^9, 86835
avl, 2^6, 68923
avl, 2^7, 68108
avl, 2^8, 77920
avl, 2^9, 78877
splay, 2^6, 303454
splay, 2^7, 347006
splay, 2^8, 366729
splay, 2^9, 383944
veb, 2^6, 1707638
veb, 2^7, 1507397
veb, 2^8, 1607405
veb, 2^9, 1690106
bst, 2^6, 56002
bst, 2^7, 63466
bst, 2^8, 74399
bst, 2^9, 85119
avl, 2^6, 51844
avl, 2^7, 57653
avl, 2^8, 65937
avl, 2^9, 77060
splay, 2^6, 246996
splay, 2^7, 299777
splay, 2^8, 329557
splay, 2^9, 351360
veb, 2^6, 1447860
veb, 2^7, 1670272
veb, 2^8, 1599645
veb, 2^9, 1708812
bst, 2^6, 55597
bst, 2^7, 63818
bst, 2^8, 74327
bst, 2^9, 84861
avl, 2^6, 52446
avl, 2^7, 59077
avl, 2^8, 68134
avl, 2^9, 77292
splay, 2^6, 294893
splay, 2^7, 343529
splay, 2^8, 375806
splay, 2^9, 349347
veb, 2^6, 1648860
veb, 2^7, 1646529
veb, 2^8, 1589344
veb, 2^9, 1856858
bst, 2^6, 55331
bst, 2^7, 63246
bst, 2^8, 73899
bst, 2^9, 84742
avl, 2^6, 50331
avl, 2^7, 58996
avl, 2^8, 80595
avl, 2^9, 78655
splay, 2^6, 247062
splay, 2^7, 295626
splay, 2^8, 390327
splay, 2^9, 427486
veb, 2^6, 1444991
veb, 2^7, 1501059
veb, 2^8, 1728342
veb, 2^9, 1991440
bst, 2^6, 66667
bst, 2^7, 74592
bst, 2^8, 86007
bst, 2^9, 99129
avl, 2^6, 65897
avl, 2^7, 58396
avl, 2^8, 68376
avl, 2^9, 77285
splay, 2^6, 244421
splay, 2^7, 293542
splay, 2^8, 370567
splay, 2^9, 415264
veb, 2^6, 1472529
veb, 2^7, 1543362
veb, 2^8, 1761562
veb, 2^9, 1691633
bst, 2^6, 55754
bst, 2^7, 63513
bst, 2^8, 74395
bst, 2^9, 84847
avl, 2^6, 50001
avl, 2^7, 58199
avl, 2^8, 81280
avl, 2^9, 78156
splay, 2^6, 248882
splay, 2^7, 349944
splay, 2^8, 388966
splay, 2^9, 349339
veb, 2^6, 1623063
veb, 2^7, 1507568
veb, 2^8, 1640204
veb, 2^9, 1822735
bst, 2^6, 66613
bst, 2^7, 80044
bst, 2^8, 74262
bst, 2^9, 90727
avl, 2^6, 51108
avl, 2^7, 58512
avl, 2^8, 69796
avl, 2^9, 78261
splay, 2^6, 249026
splay, 2^7, 296868
splay, 2^8, 333553
splay, 2^9, 352961
veb, 2^6, 1444394
veb, 2^7, 1622012
veb, 2^8, 1752843
veb, 2^9, 1705634
bst, 2^6, 56597
bst, 2^7, 65512
bst, 2^8, 80020
bst, 2^9, 103966
avl, 2^6, 60528
avl, 2^7, 68626
avl, 2^8, 67530
avl, 2^9, 78814
splay, 2^6, 273204
splay, 2^7, 349767
splay, 2^8, 394303
splay, 2^9, 404023
veb, 2^6, 1528414
veb, 2^7, 1669425
veb, 2^8, 1594173
veb, 2^9, 1824825
bst, 2^6, 56760
bst, 2^7, 65849
bst, 2^8, 78082
bst, 2^9, 104292
avl, 2^6, 60816
avl, 2^7, 70020
avl, 2^8, 67788
avl, 2^9, 91807
splay, 2^6, 292984
splay, 2^7, 351186
splay, 2^8, 338312
splay, 2^9, 350224
veb, 2^6, 1445179
veb, 2^7, 1540587
veb, 2^8, 1764843
veb, 2^9, 1865169
bst, 2^6, 56939
bst, 2^7, 65548
bst, 2^8, 75920
bst, 2^9, 87766
avl, 2^6, 51211
avl, 2^7, 58280
avl, 2^8, 67985
avl, 2^9, 78339
splay, 2^6, 246637
splay, 2^7, 291664
splay, 2^8, 359146
splay, 2^9, 416409
veb, 2^6, 1619704
veb, 2^7, 1498796
veb, 2^8, 1740801
veb, 2^9, 2014691
bst, 2^6, 68994
bst, 2^7, 64592
bst, 2^8, 74993
bst, 2^9, 86102
avl, 2^6, 55426
avl, 2^7, 58730
avl, 2^8, 66681
avl, 2^9, 77372
splay, 2^6, 247149
splay, 2^7, 291420
splay, 2^8, 333782
splay, 2^9, 379335
veb, 2^6, 1552384
veb, 2^7, 1587633
veb, 2^8, 1762462
veb, 2^9, 1894695
bst, 2^6, 56516
bst, 2^7, 65814
bst, 2^8, 78280
bst, 2^9, 103198
avl, 2^6, 62769
avl, 2^7, 69766
avl, 2^8, 67677
avl, 2^9, 77805
splay, 2^6, 248815
splay, 2^7, 295707
splay, 2^8, 334904
splay, 2^9, 351244
veb, 2^6, 1635081
veb, 2^7, 1682007
veb, 2^8, 1909032
veb, 2^9, 1695126
bst, 2^6, 56328
bst, 2^7, 63900
bst, 2^8, 73391
bst, 2^9, 83943
avl, 2^6, 51637
avl, 2^7, 59149
avl, 2^8, 80308
avl, 2^9, 76943
splay, 2^6, 248599
splay, 2^7, 291869
splay, 2^8, 329409
splay, 2^9, 354928
veb, 2^6, 1589980
veb, 2^7, 1502838
veb, 2^8, 1593135
veb, 2^9, 1832905
bst, 2^6, 56580
bst, 2^7, 65616
bst, 2^8, 76233
bst, 2^9, 86915
avl, 2^6, 73597
avl, 2^7, 67843
avl, 2^8, 79342
avl, 2^9, 91897
splay, 2^6, 293248
splay, 2^7, 335497
splay, 2^8, 328183
splay, 2^9, 350617
veb, 2^6, 1481798
veb, 2^7, 1568486
veb, 2^8, 1595725
veb, 2^9, 1859819
bst, 2^6, 55490
bst, 2^7, 63429
bst, 2^8, 73501
bst, 2^9, 83605
avl, 2^6, 50625
avl, 2^7, 63475
avl, 2^8, 64207
avl, 2^9, 97411
splay, 2^6, 249704
splay, 2^7, 292310
splay, 2^8, 330309
splay, 2^9, 407228
veb, 2^6, 1523215
veb, 2^7, 1670454
veb, 2^8, 1593141
veb, 2^9, 1813250
bst, 2^6, 55140
bst, 2^7, 63898
bst, 2^8, 74318
bst, 2^9, 88016
avl, 2^6, 51923
avl, 2^7, 59369
avl, 2^8, 66570
avl, 2^9, 90985
splay, 2^6, 292392
splay, 2^7, 349075
splay, 2^8, 383420
splay, 2^9, 349807
veb, 2^6, 1448261
veb, 2^7, 1625806
veb, 2^8, 1593642
veb, 2^9, 1828530
bst, 2^6, 65203
bst, 2^7, 77566
bst, 2^8, 74247
bst, 2^9, 85219
avl, 2^6, 52039
avl, 2^7, 59377
avl, 2^8, 67231
avl, 2^9, 77480
splay, 2^6, 248479
splay, 2^7, 331182
splay, 2^8, 395865
splay, 2^9, 396856
veb, 2^6, 1449671
veb, 2^7, 1501729
veb, 2^8, 1763478
veb, 2^9, 1737725
bst, 2^6, 65683
bst, 2^7, 75327
bst, 2^8, 88908
bst, 2^9, 98318
avl, 2^6, 61395
avl, 2^7, 72698
avl, 2^8, 67492
avl, 2^9, 77217
splay, 2^6, 250264
splay, 2^7, 295298
splay, 2^8, 333960
splay, 2^9, 350649
veb, 2^6, 1615170
veb, 2^7, 1508188
veb, 2^8, 1769314
veb, 2^9, 1871403
bst, 2^6, 55376
bst, 2^7, 63468
bst, 2^8, 74047
bst, 2^9, 83872
avl, 2^6, 51866
avl, 2^7, 61621
avl, 2^8, 67033
avl, 2^9, 77997
splay, 2^6, 251896
splay, 2^7, 301452
splay, 2^8, 330968
splay, 2^9, 350223
veb, 2^6, 1620791
veb, 2^7, 1501224
veb, 2^8, 1702745
veb, 2^9, 1703414
bst, 2^6, 55434
bst, 2^7, 62285
bst, 2^8, 72189
bst, 2^9, 82904
avl, 2^6, 50123
avl, 2^7, 58540
avl, 2^8, 68430
avl, 2^9, 77443
splay, 2^6, 249288
splay, 2^7, 289154
splay, 2^8, 332017
splay, 2^9, 351957
veb, 2^6, 1450313
veb, 2^7, 1665821
veb, 2^8, 1590990
veb, 2^9, 1847420
bst, 2^6, 55448
bst, 2^7, 63336
bst, 2^8, 73991
bst, 2^9, 84479
avl, 2^6, 51721
avl, 2^7, 59253
avl, 2^8, 67720
avl, 2^9, 93684
splay, 2^6, 294317
splay, 2^7, 344195
splay, 2^8, 356243
splay, 2^9, 352420
veb, 2^6, 1444520
veb, 2^7, 1674862
veb, 2^8, 1593095
veb, 2^9, 1879610
bst, 2^6, 56274
bst, 2^7, 63679
bst, 2^8, 91008
bst, 2^9, 100657
avl, 2^6, 60081
avl, 2^7, 69263
avl, 2^8, 66811
avl, 2^9, 78070
splay, 2^6, 299727
splay, 2^7, 349200
splay, 2^8, 379434
splay, 2^9, 352648
veb, 2^6, 1445082
veb, 2^7, 1699720
veb, 2^8, 1727322
veb, 2^9, 1945600
bst, 2^6, 52690
bst, 2^7, 61858
bst, 2^8, 72122
bst, 2^9, 83234
avl, 2^6, 51808
avl, 2^7, 58834
avl, 2^8, 66869
avl, 2^9, 90595
splay, 2^6, 290426
splay, 2^7, 313734
splay, 2^8, 399031
splay, 2^9, 417186
veb, 2^6, 1616331
veb, 2^7, 1642349
veb, 2^8, 1671322
veb, 2^9, 1938919
bst, 2^6, 62643
bst, 2^7, 72544
bst, 2^8, 85488
bst, 2^9, 97445
avl, 2^6, 50628
avl, 2^7, 58304
avl, 2^8, 79627
avl, 2^9, 80351
splay, 2^6, 298722
splay, 2^7, 344776
splay, 2^8, 366812
splay, 2^9, 409263
veb, 2^6, 1497142
veb, 2^7, 1541779
veb, 2^8, 1866362
veb, 2^9, 1893404
bst, 2^6, 65527
bst, 2^7, 77980
bst, 2^8, 86494
bst, 2^9, 98405
avl, 2^6, 60768
avl, 2^7, 69764
avl, 2^8, 67138
avl, 2^9, 77859
splay, 2^6, 247868
splay, 2^7, 330435
splay, 2^8, 397862
splay, 2^9, 379660
veb, 2^6, 1730789
veb, 2^7, 1792401
veb, 2^8, 1646961
veb, 2^9, 1856863
bst, 2^6, 57592
bst, 2^7, 67746
bst, 2^8, 89977
bst, 2^9, 102635
avl, 2^6, 60128
avl, 2^7, 68964
avl, 2^8, 79925
avl, 2^9, 78044
splay, 2^6, 245003
splay, 2^7, 290058
splay, 2^8, 402299
splay, 2^9, 417418
veb, 2^6, 1610052
veb, 2^7, 1510470
veb, 2^8, 1867525
veb, 2^9, 1750805
bst, 2^6, 63409
bst, 2^7, 74591
bst, 2^8, 86141
bst, 2^9, 99226
avl, 2^6, 61148
avl, 2^7, 58765
avl, 2^8, 80105
avl, 2^9, 77773
splay, 2^6, 245121
splay, 2^7, 306393
splay, 2^8, 394344
splay, 2^9, 414145
veb, 2^6, 1639845
veb, 2^7, 1584006
veb, 2^8, 1820845
veb, 2^9, 1991459
bst, 2^6, 64686
bst, 2^7, 72860
bst, 2^8, 84660
bst, 2^9, 97949
avl, 2^6, 67881
avl, 2^7, 74476
avl, 2^8, 79907
avl, 2^9, 77907
splay, 2^6, 253811
splay, 2^7, 300011
splay, 2^8, 333855
splay, 2^9, 379624
veb, 2^6, 1665818
veb, 2^7, 1505829
veb, 2^8, 1899203
veb, 2^9, 1730070
bst, 2^6, 54811
bst, 2^7, 63017
bst, 2^8, 89019
bst, 2^9, 100104
avl, 2^6, 60643
avl, 2^7, 69502
avl, 2^8, 67581
avl, 2^9, 79137
splay, 2^6, 245847
splay, 2^7, 291187
splay, 2^8, 329719
splay, 2^9, 350931
veb, 2^6, 1687352
veb, 2^7, 1566642
veb, 2^8, 1883506
veb, 2^9, 2003367
bst, 2^6, 69431
bst, 2^7, 74855
bst, 2^8, 87183
bst, 2^9, 98651
avl, 2^6, 62374
avl, 2^7, 71163
