structure, size, time(ns)
avl, 2^8, 95337
avl, 2^9, 138902
avl, 2^10, 164345
avl, 2^11, 144301
splay, 2^8, 373232
splay, 2^9, 445948
splay, 2^10, 515282
splay, 2^11, 412231
veb, 2^8, 1580885
veb, 2^9, 1705369
veb, 2^10, 1762010
veb, 2^11, 1809491
bst, 2^8, 95534
bst, 2^9, 113194
bst, 2^10, 104939
bst, 2^11, 148607
avl, 2^8, 70487
avl, 2^9, 83791
avl, 2^10, 95419
avl, 2^11, 100491
splay, 2^8, 442141
splay, 2^9, 447714
splay, 2^10, 432605
splay, 2^11, 342021
veb, 2^8, 1656000
veb, 2^9, 1478259
veb, 2^10, 1702630
veb, 2^11, 1575203
bst, 2^8, 88863
bst, 2^9, 91916
bst, 2^10, 105550
bst, 2^11, 116208
avl, 2^8, 83888
avl, 2^9, 83026
avl, 2^10, 115643
avl, 2^11, 104493
splay, 2^8, 423426
splay, 2^9, 485467
splay, 2^10, 511797
splay, 2^11, 341914
veb, 2^8, 1710593
veb, 2^9, 1526542
veb, 2^10, 1561239
veb, 2^11, 1551408
bst, 2^8, 81117
bst, 2^9, 89827
bst, 2^10, 105428
bst, 2^11, 150511
avl, 2^8, 83402
avl, 2^9, 84124
avl, 2^10, 105575
avl, 2^11, 106607
splay, 2^8, 420814
splay, 2^9, 493273
splay, 2^10, 522364
splay, 2^11, 340594
veb, 2^8, 1498946
veb, 2^9, 1807730
veb, 2^10, 1893776
veb, 2^11, 1791667
bst, 2^8, 105045
bst, 2^9, 107142
bst, 2^10, 123437
bst, 2^11, 137964
avl, 2^8, 88167
avl, 2^9, 83348
avl, 2^10, 119102
avl, 2^11, 100837
splay, 2^8, 443414
splay, 2^9, 455019
splay, 2^10, 437307
splay, 2^11, 409046
veb, 2^8, 1564611
veb, 2^9, 1574955
veb, 2^10, 1735527
veb, 2^11, 1521197
bst, 2^8, 96044
bst, 2^9, 106442
bst, 2^10, 122927
bst, 2^11, 127383
avl, 2^8, 71148
avl, 2^9, 83240
avl, 2^10, 112431
avl, 2^11, 112755
splay, 2^8, 379612
splay, 2^9, 414112
splay, 2^10, 535843
splay, 2^11, 402506
veb, 2^8, 1433209
veb, 2^9, 1584582
veb, 2^10, 1752326
veb, 2^11, 1716427
bst, 2^8, 103843
bst, 2^9, 122865
bst, 2^10, 130557
bst, 2^11, 145283
avl, 2^8, 70862
avl, 2^9, 87745
avl, 2^10, 106629
avl, 2^11, 118618
splay, 2^8, 448315
splay, 2^9, 493584
splay, 2^10, 435054
splay, 2^11, 340293
veb, 2^8, 1600464
veb, 2^9, 1753972
veb, 2^10, 1551078
veb, 2^11, 1844984
bst, 2^8, 101611
bst, 2^9, 109879
bst, 2^10, 125831
bst, 2^11, 142716
avl, 2^8, 84508
avl, 2^9, 84527
avl, 2^10, 95061
avl, 2^11, 122771
splay, 2^8, 446316
splay, 2^9, 470535
splay, 2^10, 436651
splay, 2^11, 341672
veb, 2^8, 1618477
veb, 2^9, 1498320
veb, 2^10, 1547237
veb, 2^11, 1663529
bst, 2^8, 80530
bst, 2^9, 91998
bst, 2^10, 106369
bst, 2^11, 143424
avl, 2^8, 70824
avl, 2^9, 89314
avl, 2^10, 96393
avl, 2^11, 100938
splay, 2^8, 375527
splay, 2^9, 495165
splay, 2^10, 432760
splay, 2^11, 403476
veb, 2^8, 1457224
veb, 2^9, 1503734
veb, 2^10, 1748127
veb, 2^11, 1688150
bst, 2^8, 81122
bst, 2^9, 107395
bst, 2^10, 123837
bst, 2^11, 115406
avl, 2^8, 84131
avl, 2^9, 81929
avl, 2^10, 113186
avl, 2^11, 118024
splay, 2^8, 372107
splay, 2^9, 419859
splay, 2^10, 441527
splay, 2^11, 409697
veb, 2^8, 1648750
veb, 2^9, 1648170
veb, 2^10, 1712123
veb, 2^11, 1595138
bst, 2^8, 94971
bst, 2^9, 113845
bst, 2^10, 115404
bst, 2^11, 121235
avl, 2^8, 84691
avl, 2^9, 93286
avl, 2^10, 114228
avl, 2^11, 122115
splay, 2^8, 402478
splay, 2^9, 416950
splay, 2^10, 433054
splay, 2^11, 403841
veb, 2^8, 1541010
veb, 2^9, 1651842
veb, 2^10, 1852414
veb, 2^11, 1515686
bst, 2^8, 82694
bst, 2^9, 92513
bst, 2^10, 136696
bst, 2^11, 139481
avl, 2^8, 71702
avl, 2^9, 83786
avl, 2^10, 94753
avl, 2^11, 112397
splay, 2^8, 440541
splay, 2^9, 452612
splay, 2^10, 489997
splay, 2^11, 337260
veb, 2^8, 1599924
veb, 2^9, 1495385
veb, 2^10, 1559693
veb, 2^11, 1743815
bst, 2^8, 80302
bst, 2^9, 92326
bst, 2^10, 117049
bst, 2^11, 116435
avl, 2^8, 84227
avl, 2^9, 108844
avl, 2^10, 121252
avl, 2^11, 128554
splay, 2^8, 385794
splay, 2^9, 591608
splay, 2^10, 616673
splay, 2^11, 399305
veb, 2^8, 1670372
veb, 2^9, 1695751
veb, 2^10, 1745493
veb, 2^11, 1535298
bst, 2^8, 93243
bst, 2^9, 107273
bst, 2^10, 106081
bst, 2^11, 113321
avl, 2^8, 84159
avl, 2^9, 100149
avl, 2^10, 110891
avl, 2^11, 112372
splay, 2^8, 439696
splay, 2^9, 427758
splay, 2^10, 515377
splay, 2^11, 337901
veb, 2^8, 1519093
veb, 2^9, 1639684
veb, 2^10, 1718034
veb, 2^11, 1575766
bst, 2^8, 93907
bst, 2^9, 106970
bst, 2^10, 104305
bst, 2^11, 113112
avl, 2^8, 84027
avl, 2^9, 83581
avl, 2^10, 98667
avl, 2^11, 109779
splay, 2^8, 374522
splay, 2^9, 474256
splay, 2^10, 529650
splay, 2^11, 358935
veb, 2^8, 1592328
veb, 2^9, 1722414
veb, 2^10, 1762769
veb, 2^11, 1551869
bst, 2^8, 95414
bst, 2^9, 109451
bst, 2^10, 130395
bst, 2^11, 138556
avl, 2^8, 71142
avl, 2^9, 82469
avl, 2^10, 96679
avl, 2^11, 103228
splay, 2^8, 369988
splay, 2^9, 497510
splay, 2^10, 434806
splay, 2^11, 337267
veb, 2^8, 1546145
veb, 2^9, 1581845
veb, 2^10, 1592438
veb, 2^11, 1888509
bst, 2^8, 101270
bst, 2^9, 102592
bst, 2^10, 122608
bst, 2^11, 137368
avl, 2^8, 99135
avl, 2^9, 98286
avl, 2^10, 109349
avl, 2^11, 123668
splay, 2^8, 441990
splay, 2^9, 417861
splay, 2^10, 431780
splay, 2^11, 424155
veb, 2^8, 1598811
veb, 2^9, 1647591
veb, 2^10, 1844810
veb, 2^11, 1511736
bst, 2^8, 78739
bst, 2^9, 117621
bst, 2^10, 122323
bst, 2^11, 113425
avl, 2^8, 84887
avl, 2^9, 82954
avl, 2^10, 94107
avl, 2^11, 100863
splay, 2^8, 435280
splay, 2^9, 426708
splay, 2^10, 713101
splay, 2^11, 530075
veb, 2^8, 1750488
veb, 2^9, 1598929
veb, 2^10, 1650265
veb, 2^11, 1797525
bst, 2^8, 79551
bst, 2^9, 91004
bst, 2^10, 103324
bst, 2^11, 116200
avl, 2^8, 84594
avl, 2^9, 84547
avl, 2^10, 111991
avl, 2^11, 100875
splay, 2^8, 397166
splay, 2^9, 494476
splay, 2^10, 443955
splay, 2^11, 404041
veb, 2^8, 1471749
veb, 2^9, 1636304
veb, 2^10, 1718536
veb, 2^11, 1649870
bst, 2^8, 78530
bst, 2^9, 91250
bst, 2^10, 121269
bst, 2^11, 135257
avl, 2^8, 71343
avl, 2^9, 96772
avl, 2^10, 96192
avl, 2^11, 101191
splay, 2^8, 406456
splay, 2^9, 493945
splay, 2^10, 434535
splay, 2^11, 383374
veb, 2^8, 1477280
veb, 2^9, 1607886
veb, 2^10, 1852512
veb, 2^11, 1839461
bst, 2^8, 94859
bst, 2^9, 110535
bst, 2^10, 127159
bst, 2^11, 135696
avl, 2^8, 85954
avl, 2^9, 98357
avl, 2^10, 95619
avl, 2^11, 101213
splay, 2^8, 378729
splay, 2^9, 422129
splay, 2^10, 435305
splay, 2^11, 338803
veb, 2^8, 1600010
veb, 2^9, 1535187
veb, 2^10, 1555399
veb, 2^11, 1565055
bst, 2^8, 77950
bst, 2^9, 92099
bst, 2^10, 103999
bst, 2^11, 113387
avl, 2^8, 70588
avl, 2^9, 83660
avl, 2^10, 113171
avl, 2^11, 102685
splay, 2^8, 372251
splay, 2^9, 497180
splay, 2^10, 432985
splay, 2^11, 338512
veb, 2^8, 1444969
veb, 2^9, 1478356
veb, 2^10, 1639041
veb, 2^11, 1661966
bst, 2^8, 93469
bst, 2^9, 107537
bst, 2^10, 121967
bst, 2^11, 135724
avl, 2^8, 85978
avl, 2^9, 107913
avl, 2^10, 127601
avl, 2^11, 125967
splay, 2^8, 440271
splay, 2^9, 506201
splay, 2^10, 496612
splay, 2^11, 338543
veb, 2^8, 1687240
veb, 2^9, 1667414
veb, 2^10, 1850313
veb, 2^11, 1751154
bst, 2^8, 105520
bst, 2^9, 109006
bst, 2^10, 123901
bst, 2^11, 113858
avl, 2^8, 71174
avl, 2^9, 99080
avl, 2^10, 96095
avl, 2^11, 125505
splay, 2^8, 450674
splay, 2^9, 498129
splay, 2^10, 433539
splay, 2^11, 338361
veb, 2^8, 1650521
veb, 2^9, 1480122
veb, 2^10, 1545022
veb, 2^11, 1514831
bst, 2^8, 99561
bst, 2^9, 109360
bst, 2^10, 125148
bst, 2^11, 115623
avl, 2^8, 70887
avl, 2^9, 83032
avl, 2^10, 113435
avl, 2^11, 102712
splay, 2^8, 374274
splay, 2^9, 434764
splay, 2^10, 518968
splay, 2^11, 342741
veb, 2^8, 1445029
veb, 2^9, 1483690
veb, 2^10, 1715335
veb, 2^11, 1527989
bst, 2^8, 79420
bst, 2^9, 90572
bst, 2^10, 102655
bst, 2^11, 133623
avl, 2^8, 71236
avl, 2^9, 83991
avl, 2^10, 111753
avl, 2^11, 102136
splay, 2^8, 449144
splay, 2^9, 491983
splay, 2^10, 512794
splay, 2^11, 409249
veb, 2^8, 1617594
veb, 2^9, 1480695
veb, 2^10, 1631649
veb, 2^11, 1849189
bst, 2^8, 94761
bst, 2^9, 109949
bst, 2^10, 134315
bst, 2^11, 136853
avl, 2^8, 84416
avl, 2^9, 84300
avl, 2^10, 94142
avl, 2^11, 120034
splay, 2^8, 441656
splay, 2^9, 503321
splay, 2^10, 432947
splay, 2^11, 348959
veb, 2^8, 1648083
veb, 2^9, 1616757
veb, 2^10, 1564993
veb, 2^11, 1578931
bst, 2^8, 80342
bst, 2^9, 92367
bst, 2^10, 136604
bst, 2^11, 136974
avl, 2^8, 70922
avl, 2^9, 100926
avl, 2^10, 113130
avl, 2^11, 102307
splay, 2^8, 372958
splay, 2^9, 416362
splay, 2^10, 514067
splay, 2^11, 421771
veb, 2^8, 1470219
veb, 2^9, 1479349
veb, 2^10, 1662700
veb, 2^11, 1793430
bst, 2^8, 94597
bst, 2^9, 109807
bst, 2^10, 128917
bst, 2^11, 138135
avl, 2^8, 84981
avl, 2^9, 99183
avl, 2^10, 113536
avl, 2^11, 122434
splay, 2^8, 370456
splay, 2^9, 489044
splay, 2^10, 456246
splay, 2^11, 341326
veb, 2^8, 1445285
veb, 2^9, 1651689
veb, 2^10, 1697444
veb, 2^11, 1739505
bst, 2^8, 96109
bst, 2^9, 110126
bst, 2^10, 126432
bst, 2^11, 119596
avl, 2^8, 71545
avl, 2^9, 98779
avl, 2^10, 113469
avl, 2^11, 121782
splay, 2^8, 432262
splay, 2^9, 483704
splay, 2^10, 470092
splay, 2^11, 405029
veb, 2^8, 1615802
veb, 2^9, 1667883
veb, 2^10, 1550972
veb, 2^11, 1665875
bst, 2^8, 80618
bst, 2^9, 92367
bst, 2^10, 107628
bst, 2^11, 119447
avl, 2^8, 84188
avl, 2^9, 98376
avl, 2^10, 94963
avl, 2^11, 101575
splay, 2^8, 367800
splay, 2^9, 418066
splay, 2^10, 445822
splay, 2^11, 399955
veb, 2^8, 1603892
veb, 2^9, 1648343
veb, 2^10, 1703763
veb, 2^11, 1521448
bst, 2^8, 80258
bst, 2^9, 92559
bst, 2^10, 109094
bst, 2^11, 138908
avl, 2^8, 84557
avl, 2^9, 99561
avl, 2^10, 134866
avl, 2^11, 101172
splay, 2^8, 371787
splay, 2^9, 416125
splay, 2^10, 511464
splay, 2^11, 409770
veb, 2^8, 1477414
veb, 2^9, 1650717
veb, 2^10, 1730189
veb, 2^11, 1652186
bst, 2^8, 95103
bst, 2^9, 109015
bst, 2^10, 107006
bst, 2^11, 117992
avl, 2^8, 70789
avl, 2^9, 86028
avl, 2^10, 117059
avl, 2^11, 102711
splay, 2^8, 377492
splay, 2^9, 477659
splay, 2^10, 465653
splay, 2^11, 400946
veb, 2^8, 1464881
veb, 2^9, 1647139
veb, 2^10, 1718053
veb, 2^11, 1743629
bst, 2^8, 96841
bst, 2^9, 109595
bst, 2^10, 127747
bst, 2^11, 136671
avl, 2^8, 95481
avl, 2^9, 112068
avl, 2^10, 113682
avl, 2^11, 121469
splay, 2^8, 444226
splay, 2^9, 441373
splay, 2^10, 493383
splay, 2^11, 338081
veb, 2^8, 1592295
veb, 2^9, 1757980
veb, 2^10, 1628744
veb, 2^11, 1665397
bst, 2^8, 94567
bst, 2^9, 108243
bst, 2^10, 106212
bst, 2^11, 113769
avl, 2^8, 70764
avl, 2^9, 82414
avl, 2^10, 107769
avl, 2^11, 101704
splay, 2^8, 391795
splay, 2^9, 415032
splay, 2^10, 517392
splay, 2^11, 340329
veb, 2^8, 1684563
veb, 2^9, 1635107
veb, 2^10, 1707000
veb, 2^11, 1515980
bst, 2^8, 94161
bst, 2^9, 109352
bst, 2^10, 126068
bst, 2^11, 113301
avl, 2^8, 87929
avl, 2^9, 105835
avl, 2^10, 146731
avl, 2^11, 120112
splay, 2^8, 459154
splay, 2^9, 494188
splay, 2^10, 517121
splay, 2^11, 400760
veb, 2^8, 1699301
veb, 2^9, 1753631
veb, 2^10, 1837503
veb, 2^11, 1806101
bst, 2^8, 95204
bst, 2^9, 91372
bst, 2^10, 107447
bst, 2^11, 135096
avl, 2^8, 70880
avl, 2^9, 82588
avl, 2^10, 115181
avl, 2^11, 104710
splay, 2^8, 395520
splay, 2^9, 493048
splay, 2^10, 444115
splay, 2^11, 373912
veb, 2^8, 1603133
veb, 2^9, 1646291
veb, 2^10, 1614959
veb, 2^11, 1685190
bst, 2^8, 80448
bst, 2^9, 92828
bst, 2^10, 124480
bst, 2^11, 138807
avl, 2^8, 70533
avl, 2^9, 81938
avl, 2^10, 113661
avl, 2^11, 100093
splay, 2^8, 365291
splay, 2^9, 497229
splay, 2^10, 433565
splay, 2^11, 339343
veb, 2^8, 1649844
veb, 2^9, 1654832
veb, 2^10, 1546828
veb, 2^11, 1682286
bst, 2^8, 96916
bst, 2^9, 90187
bst, 2^10, 104138
bst, 2^11, 121957
avl, 2^8, 70968
avl, 2^9, 98768
avl, 2^10, 96807
avl, 2^11, 118772
splay, 2^8, 438999
splay, 2^9, 448587
splay, 2^10, 431160
splay, 2^11, 337091
veb, 2^8, 1562067
veb, 2^9, 1479866
veb, 2^10, 1557864
veb, 2^11, 1679536
bst, 2^8, 87026
bst, 2^9, 89714
bst, 2^10, 102543
bst, 2^11, 116561
avl, 2^8, 71401
avl, 2^9, 82968
avl, 2^10, 111912
avl, 2^11, 102338
splay, 2^8, 384197
splay, 2^9, 413754
splay, 2^10, 431379
splay, 2^11, 402850
veb, 2^8, 1553139
veb, 2^9, 1558724
veb, 2^10, 1703457
veb, 2^11, 1517581
bst, 2^8, 79561
bst, 2^9, 89736
bst, 2^10, 103725
bst, 2^11, 121729
avl, 2^8, 85954
avl, 2^9, 82464
avl, 2^10, 112286
avl, 2^11, 122928
splay, 2^8, 404691
splay, 2^9, 415095
splay, 2^10, 475580
splay, 2^11, 337968
veb, 2^8, 1430720
veb, 2^9, 1632335
veb, 2^10, 1638441
veb, 2^11, 1627836
bst, 2^8, 80378
bst, 2^9, 89536
bst, 2^10, 122378
bst, 2^11, 139588
avl, 2^8, 70762
avl, 2^9, 83252
avl, 2^10, 95844
avl, 2^11, 103906
splay, 2^8, 441174
splay, 2^9, 440753
splay, 2^10, 433801
splay, 2^11, 339029
veb, 2^8, 1472411
veb, 2^9, 1811976
veb, 2^10, 1584725
veb, 2^11, 1804623
bst, 2^8, 101478
bst, 2^9, 115807
bst, 2^10, 113235
bst, 2^11, 129748
avl, 2^8, 100164
avl, 2^9, 100690
avl, 2^10, 96510
avl, 2^11, 153706
splay, 2^8, 442709
splay, 2^9, 463984
splay, 2^10, 499467
splay, 2^11, 338625
veb, 2^8, 1501140
veb, 2^9, 1698426
veb, 2^10, 1547386
veb, 2^11, 1657318
bst, 2^8, 97053
bst, 2^9, 108524
bst, 2^10, 105374
bst, 2^11, 120376
avl, 2^8, 70408
avl, 2^9, 82789
avl, 2^10, 97336
avl, 2^11, 105924
splay, 2^8, 383248
splay, 2^9, 440544
splay, 2^10, 510449
splay, 2^11, 339016
veb, 2^8, 1442381
veb, 2^9, 1602388
veb, 2^10, 1607528
veb, 2^11, 1792038
bst, 2^8, 103410
bst, 2^9, 107814
bst, 2^10, 125658
bst, 2^11, 133323
avl, 2^8, 70869
avl, 2^9, 83045
avl, 2^10, 96354
avl, 2^11, 101943
splay, 2^8, 408779
splay, 2^9, 505666
splay, 2^10, 434696
splay, 2^11, 339466
veb, 2^8, 1570718
veb, 2^9, 1561542
veb, 2^10, 1555049
veb, 2^11, 1678694
bst, 2^8, 81314
bst, 2^9, 90757
bst, 2^10, 104957
bst, 2^11, 127901
avl, 2^8, 70556
avl, 2^9, 98004
avl, 2^10, 94191
avl, 2^11, 100776
splay, 2^8, 371536
splay, 2^9, 441478
splay, 2^10, 506903
splay, 2^11, 424157
veb, 2^8, 1492773
veb, 2^9, 1479597
veb, 2^10, 1549734
veb, 2^11, 1511858
bst, 2^8, 85320
bst, 2^9, 89449
bst, 2^10, 152256
bst, 2^11, 122284
avl, 2^8, 83874
avl, 2^9, 82623
avl, 2^10, 95589
avl, 2^11, 135712
splay, 2^8, 553288
splay, 2^9, 617546
splay, 2^10, 649786
splay, 2^11, 424367
veb, 2^8, 1852912
veb, 2^9, 1778533
veb, 2^10, 1546887
veb, 2^11, 1511263
bst, 2^8, 95155
bst, 2^9, 106659
bst, 2^10, 123196
bst, 2^11, 114560
avl, 2^8, 73250
avl, 2^9, 93747
avl, 2^10, 113363
avl, 2^11, 120645
splay, 2^8, 413093
splay, 2^9, 510462
splay, 2^10, 435454
splay, 2^11, 380028
veb, 2^8, 1604266
veb, 2^9, 1482657
veb, 2^10, 1713490
veb, 2^11, 1806184
bst, 2^8, 98201
bst, 2^9, 107466
bst, 2^10, 123029
bst, 2^11, 134250
avl, 2^8, 84727
avl, 2^9, 97748
avl, 2^10, 94345
avl, 2^11, 100169
splay, 2^8, 372314
splay, 2^9, 502027
splay, 2^10, 456784
splay, 2^11, 339374
veb, 2^8, 1442115
veb, 2^9, 1649999
veb, 2^10, 1784187
veb, 2^11, 1594308
bst, 2^8, 78440
bst, 2^9, 91078
bst, 2^10, 102793
bst, 2^11, 113893
avl, 2^8, 71809
avl, 2^9, 96110
avl, 2^10, 112292
avl, 2^11, 118940
splay, 2^8, 434071
splay, 2^9, 496965
splay, 2^10, 514570
splay, 2^11, 401646
veb, 2^8, 1698776
veb, 2^9, 1552736
veb, 2^10, 1660757
veb, 2^11, 1510404
bst, 2^8, 78094
bst, 2^9, 90699
bst, 2^10, 102760
bst, 2^11, 113506
avl, 2^8, 71596
avl, 2^9, 82418
avl, 2^10, 113018
avl, 2^11, 120802
splay, 2^8, 434631
splay, 2^9, 450839
splay, 2^10, 486165
splay, 2^11, 338706
veb, 2^8, 1438227
veb, 2^9, 1532340
veb, 2^10, 1712194
veb, 2^11, 1516654
bst, 2^8, 78047
bst, 2^9, 90181
bst, 2^10, 116045
bst, 2^11, 135844
avl, 2^8, 70845
avl, 2^9, 99599
avl, 2^10, 95994
avl, 2^11, 100955
splay, 2^8, 365727
splay, 2^9, 511902
splay, 2^10, 448353
splay, 2^11, 335889
veb, 2^8, 1702779
veb, 2^9, 1486179
veb, 2^10, 1573010
veb, 2^11, 1684409
bst, 2^8, 78241
bst, 2^9, 90919
bst, 2^10, 103108
bst, 2^11, 113571
avl, 2^8, 83604
avl, 2^9, 104286
avl, 2^10, 96337
avl, 2^11, 102559
splay, 2^8, 372955
splay, 2^9, 422817
splay, 2^10, 434894
splay, 2^11, 338131
veb, 2^8, 1507239
veb, 2^9, 1760267
veb, 2^10, 1802299
veb, 2^11, 1687122
bst, 2^8, 77621
bst, 2^9, 90306
bst, 2^10, 103521
bst, 2^11, 134340
avl, 2^8, 70922
avl, 2^9, 82494
avl, 2^10, 94801
avl, 2^11, 100201
splay, 2^8, 369355
splay, 2^9, 414461
splay, 2^10, 434716
splay, 2^11, 398423
veb, 2^8, 1434417
veb, 2^9, 1594752
veb, 2^10, 1944581
veb, 2^11, 1803310
bst, 2^8, 101825
bst, 2^9, 117407
bst, 2^10, 134403
bst, 2^11, 137602
avl, 2^8, 84607
avl, 2^9, 83040
avl, 2^10, 122196
avl, 2^11, 116669
splay, 2^8, 376953
splay, 2^9, 485266
splay, 2^10, 468921
splay, 2^11, 340535
veb, 2^8, 1762583
veb, 2^9, 1500795
veb, 2^10, 1549821
veb, 2^11, 1678075
bst, 2^8, 80151
bst, 2^9, 89833
bst, 2^10, 106471
bst, 2^11, 115094
avl, 2^8, 71235
avl, 2^9, 100361
avl, 2^10, 94480
avl, 2^11, 134667
splay, 2^8, 538368
splay, 2^9, 524095
splay, 2^10, 513505
splay, 2^11, 405057
veb, 2^8, 1707207
veb, 2^9, 1711632
veb, 2^10, 1767891
veb, 2^11, 1803375
bst, 2^8, 95935
bst, 2^9, 108509
bst, 2^10, 106550
bst, 2^11, 140426
avl, 2^8, 84212
avl, 2^9, 82561
avl, 2^10, 94499
avl, 2^11, 118826
splay, 2^8, 435914
splay, 2^9, 459380
splay, 2^10, 498242
splay, 2^11, 340131
veb, 2^8, 1625305
veb, 2^9, 1641946
veb, 2^10, 1737764
veb, 2^11, 1681839
bst, 2^8, 80359
bst, 2^9, 90971
bst, 2^10, 103501
bst, 2^11, 114075
avl, 2^8, 86384
avl, 2^9, 98915
avl, 2^10, 113243
avl, 2^11, 98624
splay, 2^8, 374333
splay, 2^9, 417480
splay, 2^10, 513843
splay, 2^11, 338698
veb, 2^8, 1473151
veb, 2^9, 1590380
veb, 2^10, 1834158
veb, 2^11, 1766900
bst, 2^8, 97596
bst, 2^9, 91991
bst, 2^10, 106675
bst, 2^11, 129345
avl, 2^8, 83723
avl, 2^9, 86440
avl, 2^10, 95573
avl, 2^11, 121454
splay, 2^8, 464077
splay, 2^9, 569464
splay, 2^10, 639572
splay, 2^11, 544973
veb, 2^8, 1707311
veb, 2^9, 1804006
veb, 2^10, 1844925
veb, 2^11, 1722673
bst, 2^8, 100025
bst, 2^9, 107229
bst, 2^10, 104898
bst, 2^11, 120918
avl, 2^8, 71240
avl, 2^9, 89126
avl, 2^10, 110960
avl, 2^11, 126607
splay, 2^8, 373956
splay, 2^9, 437911
splay, 2^10, 512383
splay, 2^11, 403702
veb, 2^8, 1440270
veb, 2^9, 1651651
veb, 2^10, 1717431
veb, 2^11, 1728979
bst, 2^8, 82669
bst, 2^9, 108114
bst, 2^10, 123193
bst, 2^11, 139838
avl, 2^8, 95253
avl, 2^9, 98511
avl, 2^10, 93579
avl, 2^11, 101769
splay, 2^8, 373239
splay, 2^9, 415808
splay, 2^10, 523935
splay, 2^11, 401733
veb, 2^8, 1575489
veb, 2^9, 1626511
veb, 2^10, 1745203
veb, 2^11, 1514825
bst, 2^8, 78724
bst, 2^9, 109340
bst, 2^10, 122560
bst, 2^11, 138280
avl, 2^8, 84095
avl, 2^9, 97542
avl, 2^10, 110976
avl, 2^11, 118700
splay, 2^8, 437686
splay, 2^9, 494815
splay, 2^10, 516054
splay, 2^11, 338441
veb, 2^8, 1520613
veb, 2^9, 1704927
veb, 2^10, 1636971
veb, 2^11, 1794786
bst, 2^8, 95809
bst, 2^9, 107824
bst, 2^10, 124760
bst, 2^11, 116846
avl, 2^8, 84289
avl, 2^9, 97934
avl, 2^10, 95522
avl, 2^11, 120281
splay, 2^8, 435998
splay, 2^9, 491098
splay, 2^10, 519479
splay, 2^11, 403016
veb, 2^8, 1707669
veb, 2^9, 1757836
veb, 2^10, 1833442
veb, 2^11, 1791343
bst, 2^8, 95092
bst, 2^9, 91428
bst, 2^10, 106097
bst, 2^11, 142927
avl, 2^8, 84178
avl, 2^9, 82575
avl, 2^10, 111060
avl, 2^11, 111909
splay, 2^8, 425531
splay, 2^9, 482804
splay, 2^10, 491854
splay, 2^11, 399674
veb, 2^8, 1484233
veb, 2^9, 1753967
veb, 2^10, 1839873
veb, 2^11, 1808713
bst, 2^8, 94715
bst, 2^9, 108086
bst, 2^10, 122389
bst, 2^11, 112490
avl, 2^8, 85495
avl, 2^9, 98244
avl, 2^10, 94388
avl, 2^11, 120223
splay, 2^8, 432167
splay, 2^9, 436225
splay, 2^10, 430656
splay, 2^11, 336828
veb, 2^8, 1719076
veb, 2^9, 1484579
veb, 2^10, 1547169
veb, 2^11, 1610730
bst, 2^8, 78745
bst, 2^9, 90503
bst, 2^10, 126443
bst, 2^11, 137121
avl, 2^8, 84087
avl, 2^9, 101356
avl, 2^10, 118460
avl, 2^11, 118037
splay, 2^8, 435525
splay, 2^9, 490026
splay, 2^10, 513298
splay, 2^11, 403127
veb, 2^8, 1526302
veb, 2^9, 1480334
veb, 2^10, 1554826
veb, 2^11, 1678397
bst, 2^8, 100429
bst, 2^9, 109674
bst, 2^10, 123895
bst, 2^11, 114597
avl, 2^8, 84449
avl, 2^9, 97226
avl, 2^10, 94109
avl, 2^11, 100563
splay, 2^8, 432226
splay, 2^9, 493820
splay, 2^10, 521457
splay, 2^11, 339648
veb, 2^8, 1473845
veb, 2^9, 1618033
veb, 2^10, 1603274
veb, 2^11, 1515936
bst, 2^8, 94980
bst, 2^9, 112397
bst, 2^10, 124077
bst, 2^11, 114235
avl, 2^8, 71026
avl, 2^9, 82556
avl, 2^10, 111051
avl, 2^11, 120413
splay, 2^8, 434762
splay, 2^9, 513007
splay, 2^10, 515889
splay, 2^11, 400042
veb, 2^8, 1702480
veb, 2^9, 1734236
veb, 2^10, 1717655
veb, 2^11, 1567126
bst, 2^8, 78829
bst, 2^9, 91011
bst, 2^10, 121649
bst, 2^11, 140537
avl, 2^8, 71346
avl, 2^9, 97563
avl, 2^10, 111805
avl, 2^11, 123949
splay, 2^8, 434608
splay, 2^9, 493530
splay, 2^10, 515343
splay, 2^11, 431542
veb, 2^8, 1513534
veb, 2^9, 1623145
veb, 2^10, 1851089
veb, 2^11, 1625959
bst, 2^8, 95017
bst, 2^9, 93123
bst, 2^10, 104106
bst, 2^11, 137754
avl, 2^8, 70672
avl, 2^9, 82916
avl, 2^10, 113065
avl, 2^11, 152882
splay, 2^8, 453114
splay, 2^9, 415892
splay, 2^10, 430318
splay, 2^11, 373749
veb, 2^8, 1591133
veb, 2^9, 1662436
veb, 2^10, 1843334
veb, 2^11, 1810298
bst, 2^8, 95603
bst, 2^9, 108967
bst, 2^10, 123629
bst, 2^11, 137267
avl, 2^8, 84127
avl, 2^9, 92810
avl, 2^10, 95784
avl, 2^11, 100742
splay, 2^8, 367242
splay, 2^9, 449448
splay, 2^10, 499952
splay, 2^11, 405836
veb, 2^8, 1430304
veb, 2^9, 1703168
veb, 2^10, 1714071
veb, 2^11, 1681495
bst, 2^8, 79839
bst, 2^9, 91345
bst, 2^10, 125252
bst, 2^11, 137442
avl, 2^8, 71014
avl, 2^9, 98933
avl, 2^10, 112797
avl, 2^11, 101700
splay, 2^8, 367027
splay, 2^9, 419073
