structure, size, time(ns)
avl, 2^8, 70932
avl, 2^9, 98635
avl, 2^10, 114197
avl, 2^11, 172392
splay, 2^8, 569710
splay, 2^9, 678482
splay, 2^10, 637510
splay, 2^11, 419874
veb, 2^8, 1800596
veb, 2^9, 1877435
veb, 2^10, 1927377
veb, 2^11, 1615862
bst, 2^8, 80148
bst, 2^9, 89401
bst, 2^10, 103640
bst, 2^11, 136222
avl, 2^8, 71159
avl, 2^9, 99012
avl, 2^10, 151045
avl, 2^11, 201548
splay, 2^8, 579495
splay, 2^9, 564948
splay, 2^10, 436271
splay, 2^11, 481608
veb, 2^8, 1761545
veb, 2^9, 1859274
veb, 2^10, 1622335
veb, 2^11, 1902527
bst, 2^8, 104506
bst, 2^9, 118405
bst, 2^10, 129511
bst, 2^11, 123925
avl, 2^8, 97587
avl, 2^9, 122741
avl, 2^10, 139877
avl, 2^11, 156791
splay, 2^8, 443135
splay, 2^9, 479700
splay, 2^10, 485252
splay, 2^11, 402693
veb, 2^8, 1727458
veb, 2^9, 1861086
veb, 2^10, 1665826
veb, 2^11, 1865729
bst, 2^8, 105518
bst, 2^9, 117461
bst, 2^10, 127246
bst, 2^11, 138475
avl, 2^8, 84210
avl, 2^9, 93018
avl, 2^10, 121322
avl, 2^11, 170682
splay, 2^8, 521671
splay, 2^9, 606954
splay, 2^10, 643392
splay, 2^11, 411936
veb, 2^8, 1786782
veb, 2^9, 1842424
veb, 2^10, 1883211
veb, 2^11, 1804441
bst, 2^8, 95572
bst, 2^9, 89917
bst, 2^10, 104902
bst, 2^11, 136834
avl, 2^8, 84240
avl, 2^9, 83088
avl, 2^10, 143767
avl, 2^11, 153010
splay, 2^8, 440728
splay, 2^9, 496776
splay, 2^10, 551029
splay, 2^11, 479598
veb, 2^8, 1722526
veb, 2^9, 1827538
veb, 2^10, 1853465
veb, 2^11, 1563390
bst, 2^8, 94991
bst, 2^9, 106038
bst, 2^10, 104456
bst, 2^11, 127242
avl, 2^8, 84004
avl, 2^9, 103381
avl, 2^10, 139849
avl, 2^11, 154972
splay, 2^8, 489162
splay, 2^9, 498399
splay, 2^10, 521887
splay, 2^11, 420026
veb, 2^8, 1760012
veb, 2^9, 1697468
veb, 2^10, 1834524
veb, 2^11, 1758523
bst, 2^8, 96128
bst, 2^9, 89982
bst, 2^10, 103159
bst, 2^11, 118643
avl, 2^8, 83999
avl, 2^9, 138365
avl, 2^10, 142051
avl, 2^11, 153927
splay, 2^8, 557583
splay, 2^9, 497323
splay, 2^10, 547916
splay, 2^11, 445381
veb, 2^8, 1753303
veb, 2^9, 1781348
veb, 2^10, 1614385
veb, 2^11, 1809983
bst, 2^8, 95050
bst, 2^9, 108749
bst, 2^10, 122851
bst, 2^11, 135002
avl, 2^8, 85999
avl, 2^9, 98276
avl, 2^10, 111943
avl, 2^11, 125137
splay, 2^8, 440500
splay, 2^9, 466865
splay, 2^10, 490239
splay, 2^11, 404455
veb, 2^8, 1710203
veb, 2^9, 1778810
veb, 2^10, 1743081
veb, 2^11, 1818192
bst, 2^8, 97818
bst, 2^9, 111059
bst, 2^10, 123561
bst, 2^11, 143220
avl, 2^8, 84571
avl, 2^9, 98928
avl, 2^10, 117647
avl, 2^11, 120755
splay, 2^8, 437255
splay, 2^9, 492257
splay, 2^10, 532583
splay, 2^11, 405040
veb, 2^8, 1715565
veb, 2^9, 1664880
veb, 2^10, 1825787
veb, 2^11, 1670146
bst, 2^8, 105605
bst, 2^9, 117582
bst, 2^10, 130004
bst, 2^11, 148747
avl, 2^8, 97580
avl, 2^9, 108298
avl, 2^10, 161961
avl, 2^11, 144508
splay, 2^8, 436686
splay, 2^9, 496668
splay, 2^10, 508354
splay, 2^11, 338359
veb, 2^8, 1679140
veb, 2^9, 1616315
veb, 2^10, 1644978
veb, 2^11, 1702607
bst, 2^8, 96154
bst, 2^9, 103314
bst, 2^10, 105564
bst, 2^11, 121432
avl, 2^8, 84875
avl, 2^9, 98234
avl, 2^10, 110221
avl, 2^11, 122583
splay, 2^8, 437222
splay, 2^9, 490618
splay, 2^10, 509327
splay, 2^11, 399199
veb, 2^8, 1706460
veb, 2^9, 1754069
veb, 2^10, 1838393
veb, 2^11, 1692655
bst, 2^8, 101399
bst, 2^9, 111026
bst, 2^10, 126782
bst, 2^11, 142018
avl, 2^8, 72209
avl, 2^9, 82805
avl, 2^10, 114438
avl, 2^11, 106534
splay, 2^8, 436408
splay, 2^9, 442548
splay, 2^10, 445879
splay, 2^11, 402192
veb, 2^8, 1535236
veb, 2^9, 1763825
veb, 2^10, 1765776
veb, 2^11, 1878909
bst, 2^8, 95385
bst, 2^9, 116411
bst, 2^10, 122422
bst, 2^11, 123819
avl, 2^8, 90993
avl, 2^9, 99215
avl, 2^10, 124891
avl, 2^11, 103242
splay, 2^8, 383024
splay, 2^9, 416871
splay, 2^10, 430683
splay, 2^11, 526717
veb, 2^8, 1627157
veb, 2^9, 1585608
veb, 2^10, 1805918
veb, 2^11, 1522962
bst, 2^8, 94257
bst, 2^9, 108770
bst, 2^10, 103554
bst, 2^11, 113001
avl, 2^8, 71210
avl, 2^9, 83051
avl, 2^10, 95204
avl, 2^11, 163253
splay, 2^8, 575544
splay, 2^9, 558534
splay, 2^10, 675619
splay, 2^11, 430272
veb, 2^8, 1656891
veb, 2^9, 1488292
veb, 2^10, 1803526
veb, 2^11, 1678867
bst, 2^8, 78529
bst, 2^9, 94602
bst, 2^10, 103368
bst, 2^11, 135118
avl, 2^8, 71323
avl, 2^9, 102920
avl, 2^10, 101703
avl, 2^11, 127270
splay, 2^8, 448730
splay, 2^9, 495317
splay, 2^10, 492024
splay, 2^11, 404599
veb, 2^8, 1714866
veb, 2^9, 1646481
veb, 2^10, 1677643
veb, 2^11, 1516252
bst, 2^8, 80557
bst, 2^9, 93411
bst, 2^10, 105886
bst, 2^11, 146466
avl, 2^8, 93929
avl, 2^9, 96805
avl, 2^10, 94430
avl, 2^11, 99116
splay, 2^8, 369169
splay, 2^9, 417668
splay, 2^10, 512656
splay, 2^11, 337672
veb, 2^8, 1612597
veb, 2^9, 1480140
veb, 2^10, 1765058
veb, 2^11, 1726203
bst, 2^8, 94544
bst, 2^9, 110210
bst, 2^10, 105957
bst, 2^11, 117366
avl, 2^8, 83857
avl, 2^9, 97812
avl, 2^10, 93515
avl, 2^11, 123408
splay, 2^8, 414096
splay, 2^9, 417003
splay, 2^10, 431875
splay, 2^11, 410047
veb, 2^8, 1433473
veb, 2^9, 1648933
veb, 2^10, 1721772
veb, 2^11, 1795453
bst, 2^8, 94432
bst, 2^9, 107412
bst, 2^10, 122450
bst, 2^11, 138634
avl, 2^8, 85090
avl, 2^9, 99144
avl, 2^10, 130715
avl, 2^11, 101039
splay, 2^8, 430468
splay, 2^9, 502506
splay, 2^10, 524288
splay, 2^11, 335755
veb, 2^8, 1433455
veb, 2^9, 1481261
veb, 2^10, 1608625
veb, 2^11, 1578312
bst, 2^8, 79446
bst, 2^9, 90575
bst, 2^10, 106146
bst, 2^11, 113847
avl, 2^8, 84864
avl, 2^9, 83350
avl, 2^10, 112829
avl, 2^11, 134436
splay, 2^8, 445502
splay, 2^9, 419673
splay, 2^10, 509742
splay, 2^11, 351876
veb, 2^8, 1620457
veb, 2^9, 1776127
veb, 2^10, 1842851
veb, 2^11, 1796185
bst, 2^8, 95155
bst, 2^9, 109764
bst, 2^10, 131429
bst, 2^11, 137982
avl, 2^8, 84433
avl, 2^9, 104316
avl, 2^10, 94971
avl, 2^11, 101488
splay, 2^8, 371016
splay, 2^9, 416285
splay, 2^10, 518718
splay, 2^11, 347598
veb, 2^8, 1575746
veb, 2^9, 1672261
veb, 2^10, 1691574
veb, 2^11, 1649435
bst, 2^8, 78944
bst, 2^9, 89979
bst, 2^10, 108132
bst, 2^11, 116827
avl, 2^8, 84594
avl, 2^9, 98609
avl, 2^10, 113600
avl, 2^11, 120550
splay, 2^8, 434056
splay, 2^9, 414490
splay, 2^10, 431231
splay, 2^11, 402506
veb, 2^8, 1436038
veb, 2^9, 1654086
veb, 2^10, 1877669
veb, 2^11, 1865502
bst, 2^8, 93711
bst, 2^9, 107433
bst, 2^10, 125327
bst, 2^11, 141658
avl, 2^8, 90655
avl, 2^9, 82593
avl, 2^10, 111943
avl, 2^11, 100596
splay, 2^8, 452964
splay, 2^9, 413911
splay, 2^10, 481739
splay, 2^11, 336246
veb, 2^8, 1582994
veb, 2^9, 1604493
veb, 2^10, 1581129
veb, 2^11, 1629256
bst, 2^8, 96654
bst, 2^9, 89913
bst, 2^10, 104044
bst, 2^11, 134369
avl, 2^8, 84363
avl, 2^9, 98678
avl, 2^10, 95760
avl, 2^11, 120413
splay, 2^8, 375970
splay, 2^9, 494012
splay, 2^10, 437917
splay, 2^11, 338619
veb, 2^8, 1548833
veb, 2^9, 1481011
veb, 2^10, 1550021
veb, 2^11, 1514578
bst, 2^8, 80713
bst, 2^9, 92205
bst, 2^10, 126010
bst, 2^11, 154938
avl, 2^8, 83836
avl, 2^9, 82699
avl, 2^10, 116592
avl, 2^11, 119918
splay, 2^8, 443102
splay, 2^9, 511071
splay, 2^10, 514062
splay, 2^11, 402292
veb, 2^8, 1698823
veb, 2^9, 1754415
veb, 2^10, 1849527
veb, 2^11, 1621422
bst, 2^8, 102591
bst, 2^9, 108160
bst, 2^10, 124557
bst, 2^11, 119119
avl, 2^8, 84257
avl, 2^9, 83499
avl, 2^10, 95476
avl, 2^11, 118731
splay, 2^8, 413389
splay, 2^9, 419454
splay, 2^10, 531929
splay, 2^11, 403146
veb, 2^8, 1696854
veb, 2^9, 1637726
veb, 2^10, 1679512
veb, 2^11, 1713268
bst, 2^8, 82076
bst, 2^9, 91500
bst, 2^10, 105267
bst, 2^11, 124526
avl, 2^8, 71020
avl, 2^9, 98925
avl, 2^10, 95827
avl, 2^11, 101807
splay, 2^8, 371580
splay, 2^9, 425709
splay, 2^10, 433815
splay, 2^11, 343229
veb, 2^8, 1452001
veb, 2^9, 1578680
veb, 2^10, 1590706
veb, 2^11, 1682065
bst, 2^8, 103170
bst, 2^9, 109692
bst, 2^10, 123252
bst, 2^11, 141058
avl, 2^8, 84658
avl, 2^9, 83398
avl, 2^10, 94766
avl, 2^11, 129606
splay, 2^8, 420592
splay, 2^9, 492820
splay, 2^10, 436834
splay, 2^11, 341112
veb, 2^8, 1578480
veb, 2^9, 1483760
veb, 2^10, 1744021
veb, 2^11, 1834335
bst, 2^8, 86269
bst, 2^9, 90846
bst, 2^10, 105435
bst, 2^11, 141364
avl, 2^8, 70859
avl, 2^9, 84164
avl, 2^10, 96360
avl, 2^11, 125576
splay, 2^8, 442465
splay, 2^9, 460360
splay, 2^10, 508876
splay, 2^11, 412865
veb, 2^8, 1551700
veb, 2^9, 1646229
veb, 2^10, 1552455
veb, 2^11, 1667697
bst, 2^8, 82418
bst, 2^9, 92297
bst, 2^10, 124532
bst, 2^11, 149247
avl, 2^8, 71310
avl, 2^9, 82662
avl, 2^10, 94142
avl, 2^11, 118951
splay, 2^8, 370911
splay, 2^9, 419516
splay, 2^10, 437161
splay, 2^11, 414283
veb, 2^8, 1576920
veb, 2^9, 1575486
veb, 2^10, 1553915
veb, 2^11, 1709067
bst, 2^8, 82663
bst, 2^9, 92128
bst, 2^10, 105943
bst, 2^11, 119274
avl, 2^8, 71355
avl, 2^9, 97225
avl, 2^10, 96927
avl, 2^11, 106823
splay, 2^8, 374602
splay, 2^9, 423442
splay, 2^10, 510425
splay, 2^11, 338450
veb, 2^8, 1702820
veb, 2^9, 1479356
veb, 2^10, 1594966
veb, 2^11, 1539896
bst, 2^8, 95747
bst, 2^9, 109030
bst, 2^10, 106223
bst, 2^11, 120633
avl, 2^8, 70635
avl, 2^9, 82560
avl, 2^10, 94967
avl, 2^11, 124683
splay, 2^8, 447699
splay, 2^9, 415930
splay, 2^10, 429486
splay, 2^11, 336390
veb, 2^8, 1546190
veb, 2^9, 1480707
veb, 2^10, 1554239
veb, 2^11, 1627848
bst, 2^8, 95673
bst, 2^9, 106347
bst, 2^10, 127623
bst, 2^11, 128622
avl, 2^8, 84963
avl, 2^9, 98349
avl, 2^10, 95948
avl, 2^11, 121238
splay, 2^8, 416527
splay, 2^9, 423674
splay, 2^10, 432568
splay, 2^11, 339328
veb, 2^8, 1606672
veb, 2^9, 1483970
veb, 2^10, 1906577
veb, 2^11, 1799823
bst, 2^8, 95908
bst, 2^9, 108222
bst, 2^10, 124066
bst, 2^11, 138350
avl, 2^8, 83936
avl, 2^9, 109066
avl, 2^10, 94681
avl, 2^11, 118266
splay, 2^8, 442006
splay, 2^9, 496387
splay, 2^10, 523061
splay, 2^11, 405001
veb, 2^8, 1699493
veb, 2^9, 1691742
veb, 2^10, 1803943
veb, 2^11, 1515577
bst, 2^8, 81368
bst, 2^9, 91937
bst, 2^10, 125031
bst, 2^11, 140011
avl, 2^8, 83709
avl, 2^9, 99639
avl, 2^10, 111618
avl, 2^11, 118060
splay, 2^8, 431237
splay, 2^9, 498935
splay, 2^10, 451954
splay, 2^11, 408362
veb, 2^8, 1697281
veb, 2^9, 1480081
veb, 2^10, 1550126
veb, 2^11, 1613494
bst, 2^8, 81771
bst, 2^9, 91848
bst, 2^10, 105885
bst, 2^11, 120652
avl, 2^8, 84181
avl, 2^9, 98664
avl, 2^10, 120992
avl, 2^11, 120209
splay, 2^8, 407048
splay, 2^9, 496745
splay, 2^10, 512205
splay, 2^11, 402538
veb, 2^8, 1663153
veb, 2^9, 1479097
veb, 2^10, 1710733
veb, 2^11, 1652047
bst, 2^8, 95293
bst, 2^9, 109119
bst, 2^10, 126192
bst, 2^11, 117942
avl, 2^8, 84017
avl, 2^9, 82353
avl, 2^10, 111799
avl, 2^11, 104482
splay, 2^8, 419011
splay, 2^9, 497067
splay, 2^10, 518605
splay, 2^11, 340568
veb, 2^8, 1488697
veb, 2^9, 1512790
veb, 2^10, 1859131
veb, 2^11, 1795146
bst, 2^8, 97475
bst, 2^9, 114544
bst, 2^10, 103982
bst, 2^11, 129472
avl, 2^8, 83639
avl, 2^9, 84752
avl, 2^10, 117761
avl, 2^11, 102782
splay, 2^8, 444169
splay, 2^9, 488554
splay, 2^10, 481635
splay, 2^11, 336213
veb, 2^8, 1709215
veb, 2^9, 1639900
veb, 2^10, 1551877
veb, 2^11, 1654835
bst, 2^8, 87068
bst, 2^9, 96675
bst, 2^10, 123450
bst, 2^11, 140459
avl, 2^8, 83995
avl, 2^9, 99437
avl, 2^10, 114184
avl, 2^11, 102926
splay, 2^8, 371567
splay, 2^9, 476911
splay, 2^10, 520060
splay, 2^11, 379116
veb, 2^8, 1561611
veb, 2^9, 1698709
veb, 2^10, 1789919
veb, 2^11, 1653924
bst, 2^8, 92270
bst, 2^9, 89561
bst, 2^10, 129775
bst, 2^11, 147391
avl, 2^8, 83838
avl, 2^9, 84369
avl, 2^10, 95133
avl, 2^11, 100382
splay, 2^8, 369603
splay, 2^9, 425307
splay, 2^10, 439687
splay, 2^11, 404164
veb, 2^8, 1554233
veb, 2^9, 1661741
veb, 2^10, 1717864
veb, 2^11, 1512172
bst, 2^8, 87128
bst, 2^9, 89874
bst, 2^10, 117046
bst, 2^11, 139270
avl, 2^8, 83688
avl, 2^9, 83357
avl, 2^10, 97664
avl, 2^11, 121359
splay, 2^8, 441304
splay, 2^9, 466436
splay, 2^10, 435576
splay, 2^11, 358943
veb, 2^8, 1598757
veb, 2^9, 1647301
veb, 2^10, 1684529
veb, 2^11, 1679327
bst, 2^8, 80911
bst, 2^9, 89667
bst, 2^10, 103541
bst, 2^11, 145673
avl, 2^8, 84347
avl, 2^9, 84936
avl, 2^10, 98592
avl, 2^11, 125354
splay, 2^8, 439234
splay, 2^9, 502899
splay, 2^10, 434926
splay, 2^11, 342938
veb, 2^8, 1614105
veb, 2^9, 1560192
veb, 2^10, 1901705
veb, 2^11, 1848227
bst, 2^8, 108414
bst, 2^9, 116601
bst, 2^10, 133083
bst, 2^11, 151220
