structure, size, time(ns)
bst, 2^10, 23211
bst, 2^11, 26126
avl, 2^8, 35511
avl, 2^9, 24881
avl, 2^10, 24833
avl, 2^11, 27928
splay, 2^8, 10791
splay, 2^9, 10815
splay, 2^10, 13114
splay, 2^11, 13029
veb, 2^8, 1481437
veb, 2^9, 1404678
veb, 2^10, 1437369
veb, 2^11, 1432689
bst, 2^8, 23279
bst, 2^9, 22985
bst, 2^10, 24218
bst, 2^11, 23148
avl, 2^8, 26506
avl, 2^9, 20809
avl, 2^10, 29342
avl, 2^11, 32427
splay, 2^8, 13072
splay, 2^9, 12687
splay, 2^10, 10763
splay, 2^11, 10693
veb, 2^8, 1576866
veb, 2^9, 1470494
veb, 2^10, 1663189
veb, 2^11, 1495129
bst, 2^8, 23881
bst, 2^9, 23593
bst, 2^10, 23575
bst, 2^11, 19861
avl, 2^8, 19308
avl, 2^9, 25722
avl, 2^10, 24543
avl, 2^11, 32028
splay, 2^8, 13217
splay, 2^9, 12883
splay, 2^10, 13033
splay, 2^11, 10994
veb, 2^8, 1570938
veb, 2^9, 1572395
veb, 2^10, 1571602
veb, 2^11, 1669683
bst, 2^8, 23943
bst, 2^9, 23633
bst, 2^10, 23664
bst, 2^11, 23587
avl, 2^8, 22492
avl, 2^9, 25689
avl, 2^10, 28962
avl, 2^11, 32100
splay, 2^8, 12668
splay, 2^9, 10677
splay, 2^10, 10835
splay, 2^11, 29533
veb, 2^8, 1437710
veb, 2^9, 1483262
veb, 2^10, 1447007
veb, 2^11, 1534070
bst, 2^8, 24276
bst, 2^9, 23552
bst, 2^10, 19889
bst, 2^11, 19884
avl, 2^8, 19449
avl, 2^9, 20777
avl, 2^10, 29863
avl, 2^11, 28975
splay, 2^8, 10976
splay, 2^9, 10718
splay, 2^10, 12699
splay, 2^11, 10781
veb, 2^8, 1504671
veb, 2^9, 1571354
veb, 2^10, 1540288
veb, 2^11, 1502329
bst, 2^8, 20953
bst, 2^9, 19928
bst, 2^10, 19825
bst, 2^11, 20319
avl, 2^8, 20292
avl, 2^9, 21803
avl, 2^10, 29425
avl, 2^11, 27139
splay, 2^8, 13479
splay, 2^9, 10913
splay, 2^10, 11088
splay, 2^11, 12918
veb, 2^8, 1576790
veb, 2^9, 1570686
veb, 2^10, 1591574
veb, 2^11, 1581644
bst, 2^8, 20275
bst, 2^9, 19882
bst, 2^10, 20042
bst, 2^11, 19856
avl, 2^8, 20086
avl, 2^9, 25833
avl, 2^10, 28956
avl, 2^11, 31078
splay, 2^8, 17659
splay, 2^9, 10946
splay, 2^10, 11151
splay, 2^11, 10743
veb, 2^8, 1651398
veb, 2^9, 1484106
veb, 2^10, 1502038
veb, 2^11, 1541772
bst, 2^8, 24298
bst, 2^9, 25390
bst, 2^10, 19539
bst, 2^11, 19966
avl, 2^8, 19412
avl, 2^9, 25737
avl, 2^10, 25768
avl, 2^11, 31369
splay, 2^8, 12920
splay, 2^9, 12623
splay, 2^10, 10881
splay, 2^11, 10710
veb, 2^8, 1570387
veb, 2^9, 1494786
veb, 2^10, 1570875
veb, 2^11, 1491396
bst, 2^8, 20348
bst, 2^9, 19892
bst, 2^10, 20200
bst, 2^11, 23528
avl, 2^8, 26108
avl, 2^9, 22100
avl, 2^10, 29059
avl, 2^11, 29831
splay, 2^8, 10533
splay, 2^9, 10904
splay, 2^10, 10697
splay, 2^11, 11465
veb, 2^8, 1436283
veb, 2^9, 1451193
veb, 2^10, 1404587
veb, 2^11, 1610489
bst, 2^8, 19940
bst, 2^9, 19567
bst, 2^10, 19602
bst, 2^11, 19525
avl, 2^8, 19443
avl, 2^9, 20947
avl, 2^10, 29326
avl, 2^11, 34475
splay, 2^8, 12858
splay, 2^9, 12862
splay, 2^10, 11108
splay, 2^11, 10968
veb, 2^8, 1572422
veb, 2^9, 1669733
veb, 2^10, 1756529
veb, 2^11, 1629196
bst, 2^8, 28338
bst, 2^9, 27425
bst, 2^10, 26759
bst, 2^11, 27791
avl, 2^8, 23248
avl, 2^9, 26110
avl, 2^10, 31003
avl, 2^11, 27128
splay, 2^8, 10860
splay, 2^9, 10601
splay, 2^10, 10900
splay, 2^11, 10739
veb, 2^8, 1549466
veb, 2^9, 1412742
veb, 2^10, 1423830
veb, 2^11, 1471572
bst, 2^8, 23865
bst, 2^9, 23574
bst, 2^10, 23531
bst, 2^11, 26376
avl, 2^8, 19421
avl, 2^9, 26088
avl, 2^10, 25125
avl, 2^11, 26705
splay, 2^8, 10882
splay, 2^9, 10564
splay, 2^10, 12676
splay, 2^11, 18310
veb, 2^8, 1460504
veb, 2^9, 1577973
veb, 2^10, 1540112
veb, 2^11, 1583753
bst, 2^8, 33820
bst, 2^9, 19885
bst, 2^10, 19944
bst, 2^11, 19846
avl, 2^8, 19332
avl, 2^9, 20981
avl, 2^10, 25288
avl, 2^11, 32023
splay, 2^8, 12842
splay, 2^9, 12671
splay, 2^10, 12785
splay, 2^11, 10680
veb, 2^8, 1594578
veb, 2^9, 1681151
veb, 2^10, 1503552
veb, 2^11, 1509295
bst, 2^8, 20538
bst, 2^9, 19881
bst, 2^10, 19883
bst, 2^11, 19866
avl, 2^8, 22128
avl, 2^9, 26685
avl, 2^10, 29258
avl, 2^11, 39130
splay, 2^8, 16869
splay, 2^9, 17759
splay, 2^10, 16202
splay, 2^11, 12758
veb, 2^8, 1724663
veb, 2^9, 1691927
veb, 2^10, 1675678
veb, 2^11, 1677612
bst, 2^8, 24147
bst, 2^9, 24114
bst, 2^10, 19932
bst, 2^11, 23572
avl, 2^8, 23160
avl, 2^9, 20872
avl, 2^10, 24441
avl, 2^11, 31936
splay, 2^8, 12483
splay, 2^9, 12844
splay, 2^10, 12811
splay, 2^11, 10672
veb, 2^8, 1407721
veb, 2^9, 1603494
veb, 2^10, 1595107
veb, 2^11, 1451943
bst, 2^8, 24437
bst, 2^9, 23605
bst, 2^10, 23709
bst, 2^11, 23611
avl, 2^8, 25132
avl, 2^9, 22180
avl, 2^10, 24701
avl, 2^11, 31416
splay, 2^8, 14019
splay, 2^9, 14850
splay, 2^10, 13225
splay, 2^11, 13603
veb, 2^8, 1709469
veb, 2^9, 1708772
veb, 2^10, 1721756
veb, 2^11, 1643008
bst, 2^8, 26182
bst, 2^9, 27357
bst, 2^10, 19419
bst, 2^11, 20781
avl, 2^8, 19394
avl, 2^9, 20953
avl, 2^10, 31132
avl, 2^11, 32321
splay, 2^8, 12910
splay, 2^9, 12828
splay, 2^10, 11134
splay, 2^11, 11008
veb, 2^8, 1568378
veb, 2^9, 1705550
veb, 2^10, 1571542
veb, 2^11, 1625516
bst, 2^8, 23606
bst, 2^9, 23233
bst, 2^10, 23022
bst, 2^11, 23194
avl, 2^8, 19521
avl, 2^9, 24663
avl, 2^10, 24645
avl, 2^11, 26690
splay, 2^8, 10910
splay, 2^9, 10855
splay, 2^10, 11175
splay, 2^11, 10958
veb, 2^8, 1572602
veb, 2^9, 1404664
veb, 2^10, 1686519
veb, 2^11, 1707504
bst, 2^8, 23890
bst, 2^9, 23233
bst, 2^10, 23163
bst, 2^11, 23156
avl, 2^8, 23011
avl, 2^9, 20737
avl, 2^10, 24740
avl, 2^11, 31574
splay, 2^8, 12799
splay, 2^9, 12916
splay, 2^10, 13267
splay, 2^11, 12705
veb, 2^8, 1679671
veb, 2^9, 1668524
veb, 2^10, 1404573
veb, 2^11, 1599747
bst, 2^8, 20334
bst, 2^9, 19915
bst, 2^10, 19871
bst, 2^11, 19951
avl, 2^8, 19336
avl, 2^9, 22254
avl, 2^10, 24707
avl, 2^11, 31809
splay, 2^8, 12943
splay, 2^9, 12798
splay, 2^10, 12807
splay, 2^11, 12781
veb, 2^8, 1663084
veb, 2^9, 1522968
veb, 2^10, 1586672
veb, 2^11, 1551880
bst, 2^8, 19957
bst, 2^9, 19567
bst, 2^10, 19557
bst, 2^11, 19519
avl, 2^8, 19444
avl, 2^9, 20794
avl, 2^10, 28850
avl, 2^11, 27077
splay, 2^8, 10807
splay, 2^9, 10667
splay, 2^10, 11008
splay, 2^11, 12745
veb, 2^8, 1557598
veb, 2^9, 1520944
veb, 2^10, 1634565
veb, 2^11, 1618252
bst, 2^8, 24130
bst, 2^9, 23819
bst, 2^10, 23539
bst, 2^11, 23536
avl, 2^8, 23104
avl, 2^9, 26279
avl, 2^10, 25136
avl, 2^11, 26767
splay, 2^8, 10651
splay, 2^9, 12298
splay, 2^10, 10789
splay, 2^11, 12791
veb, 2^8, 1575032
veb, 2^9, 1463086
veb, 2^10, 1404603
veb, 2^11, 1486363
bst, 2^8, 20042
bst, 2^9, 19910
bst, 2^10, 19859
bst, 2^11, 19862
avl, 2^8, 19310
avl, 2^9, 20831
avl, 2^10, 25084
avl, 2^11, 26910
splay, 2^8, 10522
splay, 2^9, 10602
splay, 2^10, 10786
splay, 2^11, 10819
veb, 2^8, 1672715
veb, 2^9, 1693283
veb, 2^10, 1673715
veb, 2^11, 1442257
bst, 2^8, 20506
bst, 2^9, 19579
bst, 2^10, 19545
bst, 2^11, 19990
avl, 2^8, 22998
avl, 2^9, 26248
avl, 2^10, 25806
avl, 2^11, 27710
splay, 2^8, 11141
splay, 2^9, 10820
splay, 2^10, 11050
splay, 2^11, 12980
veb, 2^8, 1541130
veb, 2^9, 1606999
veb, 2^10, 1575126
veb, 2^11, 1548565
bst, 2^8, 19861
bst, 2^9, 20012
bst, 2^10, 19541
bst, 2^11, 19513
avl, 2^8, 24226
avl, 2^9, 22104
avl, 2^10, 24662
avl, 2^11, 32312
splay, 2^8, 12660
splay, 2^9, 14941
splay, 2^10, 10792
splay, 2^11, 12775
veb, 2^8, 1405220
veb, 2^9, 1505425
veb, 2^10, 1558378
veb, 2^11, 1404544
bst, 2^8, 20424
bst, 2^9, 20007
bst, 2^10, 28767
bst, 2^11, 23583
avl, 2^8, 23001
avl, 2^9, 26741
avl, 2^10, 29036
avl, 2^11, 32220
splay, 2^8, 14713
splay, 2^9, 12755
splay, 2^10, 12886
splay, 2^11, 10692
veb, 2^8, 1544770
veb, 2^9, 1414659
veb, 2^10, 1517327
veb, 2^11, 1571388
bst, 2^8, 20137
bst, 2^9, 19916
bst, 2^10, 19885
bst, 2^11, 23596
avl, 2^8, 22837
avl, 2^9, 21934
avl, 2^10, 25140
avl, 2^11, 27240
splay, 2^8, 10727
splay, 2^9, 10486
splay, 2^10, 10676
splay, 2^11, 12680
veb, 2^8, 1404757
veb, 2^9, 1517817
veb, 2^10, 1444466
veb, 2^11, 1505826
bst, 2^8, 23732
bst, 2^9, 23553
bst, 2^10, 23565
bst, 2^11, 19898
avl, 2^8, 19279
avl, 2^9, 20793
avl, 2^10, 29607
avl, 2^11, 28250
splay, 2^8, 10617
splay, 2^9, 11681
splay, 2^10, 10675
splay, 2^11, 13054
veb, 2^8, 1407859
veb, 2^9, 1404664
veb, 2^10, 1670617
veb, 2^11, 1456469
bst, 2^8, 23716
bst, 2^9, 23599
bst, 2^10, 23587
bst, 2^11, 23554
avl, 2^8, 19311
avl, 2^9, 20785
avl, 2^10, 29583
avl, 2^11, 26648
splay, 2^8, 10933
splay, 2^9, 12776
splay, 2^10, 12935
splay, 2^11, 10713
veb, 2^8, 1579224
veb, 2^9, 1574888
veb, 2^10, 1575960
veb, 2^11, 1547839
bst, 2^8, 20052
bst, 2^9, 19923
bst, 2^10, 19876
bst, 2^11, 19855
avl, 2^8, 22858
avl, 2^9, 21330
avl, 2^10, 24693
avl, 2^11, 34154
splay, 2^8, 12479
splay, 2^9, 12696
splay, 2^10, 12585
splay, 2^11, 12629
veb, 2^8, 1671466
veb, 2^9, 1671691
veb, 2^10, 1656979
veb, 2^11, 1594402
bst, 2^8, 20134
bst, 2^9, 19893
bst, 2^10, 19865
bst, 2^11, 23564
avl, 2^8, 24010
avl, 2^9, 27380
avl, 2^10, 25947
avl, 2^11, 27984
splay, 2^8, 11116
splay, 2^9, 10589
splay, 2^10, 12878
splay, 2^11, 12517
veb, 2^8, 1590001
veb, 2^9, 1643401
veb, 2^10, 1725460
veb, 2^11, 1648991
bst, 2^8, 20143
bst, 2^9, 19534
bst, 2^10, 19535
bst, 2^11, 19527
avl, 2^8, 22990
avl, 2^9, 22131
avl, 2^10, 29333
avl, 2^11, 34109
splay, 2^8, 13223
splay, 2^9, 10926
splay, 2^10, 11000
splay, 2^11, 11020
veb, 2^8, 1589977
veb, 2^9, 1557526
veb, 2^10, 1561010
veb, 2^11, 1477162
bst, 2^8, 23261
bst, 2^9, 23077
bst, 2^10, 23308
bst, 2^11, 19506
avl, 2^8, 20019
avl, 2^9, 27182
avl, 2^10, 29702
avl, 2^11, 32499
splay, 2^8, 12667
splay, 2^9, 12502
splay, 2^10, 12906
splay, 2^11, 10735
veb, 2^8, 1626390
veb, 2^9, 1559021
veb, 2^10, 1590190
veb, 2^11, 1680713
bst, 2^8, 24591
bst, 2^9, 29748
bst, 2^10, 29377
bst, 2^11, 23851
avl, 2^8, 23059
avl, 2^9, 25664
avl, 2^10, 29436
avl, 2^11, 31371
splay, 2^8, 12539
splay, 2^9, 12660
splay, 2^10, 10969
splay, 2^11, 10669
veb, 2^8, 1444257
veb, 2^9, 1487398
veb, 2^10, 1626976
veb, 2^11, 1657802
bst, 2^8, 20422
bst, 2^9, 19900
bst, 2^10, 19888
bst, 2^11, 28123
avl, 2^8, 24227
avl, 2^9, 21934
avl, 2^10, 29154
avl, 2^11, 38047
splay, 2^8, 12964
splay, 2^9, 12553
splay, 2^10, 13196
splay, 2^11, 12729
veb, 2^8, 1657800
veb, 2^9, 1569809
veb, 2^10, 1569152
veb, 2^11, 1702659
bst, 2^8, 27029
bst, 2^9, 25061
bst, 2^10, 23211
bst, 2^11, 23153
avl, 2^8, 19390
avl, 2^9, 26277
avl, 2^10, 24473
avl, 2^11, 26587
splay, 2^8, 11192
splay, 2^9, 10658
splay, 2^10, 13000
splay, 2^11, 10768
veb, 2^8, 1433699
veb, 2^9, 1553665
veb, 2^10, 1704890
veb, 2^11, 1600444
bst, 2^8, 20354
bst, 2^9, 19559
bst, 2^10, 19554
bst, 2^11, 23108
avl, 2^8, 23154
avl, 2^9, 22146
avl, 2^10, 24863
avl, 2^11, 27112
splay, 2^8, 10898
splay, 2^9, 10660
splay, 2^10, 10885
splay, 2^11, 12735
veb, 2^8, 1653457
veb, 2^9, 1543507
veb, 2^10, 1571798
veb, 2^11, 1586610
bst, 2^8, 23834
bst, 2^9, 25332
bst, 2^10, 19527
bst, 2^11, 19532
avl, 2^8, 19446
avl, 2^9, 20800
avl, 2^10, 24706
avl, 2^11, 31633
splay, 2^8, 12942
splay, 2^9, 12918
splay, 2^10, 11694
splay, 2^11, 10935
veb, 2^8, 1404984
veb, 2^9, 1517156
veb, 2^10, 1542794
veb, 2^11, 1571723
bst, 2^8, 19667
bst, 2^9, 19532
bst, 2^10, 19561
bst, 2^11, 19543
avl, 2^8, 24161
avl, 2^9, 21536
avl, 2^10, 29805
avl, 2^11, 32603
splay, 2^8, 12741
splay, 2^9, 10716
splay, 2^10, 10797
splay, 2^11, 10955
veb, 2^8, 1613501
veb, 2^9, 1404613
veb, 2^10, 1580948
veb, 2^11, 1519384
bst, 2^8, 23626
bst, 2^9, 23181
bst, 2^10, 23159
bst, 2^11, 31378
avl, 2^8, 19899
avl, 2^9, 26949
avl, 2^10, 25243
avl, 2^11, 31773
splay, 2^8, 12751
splay, 2^9, 12579
splay, 2^10, 13019
splay, 2^11, 12759
veb, 2^8, 1669325
veb, 2^9, 1610257
veb, 2^10, 1629701
veb, 2^11, 1402193
bst, 2^8, 20247
bst, 2^9, 19895
bst, 2^10, 19938
bst, 2^11, 23556
avl, 2^8, 24723
avl, 2^9, 20810
avl, 2^10, 25099
avl, 2^11, 48797
splay, 2^8, 15745
splay, 2^9, 14863
splay, 2^10, 15332
splay, 2^11, 12919
veb, 2^8, 1557811
veb, 2^9, 1555726
veb, 2^10, 1424905
veb, 2^11, 1494092
bst, 2^8, 19883
bst, 2^9, 19563
bst, 2^10, 19363
bst, 2^11, 19370
avl, 2^8, 22949
avl, 2^9, 28403
avl, 2^10, 34721
avl, 2^11, 26670
splay, 2^8, 10934
splay, 2^9, 11008
splay, 2^10, 11202
splay, 2^11, 10950
veb, 2^8, 1618442
veb, 2^9, 1407227
veb, 2^10, 1412043
veb, 2^11, 1597383
bst, 2^8, 20216
bst, 2^9, 20211
bst, 2^10, 19562
bst, 2^11, 23121
avl, 2^8, 23025
avl, 2^9, 22208
avl, 2^10, 29504
avl, 2^11, 39469
splay, 2^8, 15539
splay, 2^9, 14717
splay, 2^10, 14829
splay, 2^11, 13500
veb, 2^8, 1677486
veb, 2^9, 1667018
veb, 2^10, 1682070
veb, 2^11, 1570334
bst, 2^8, 20463
bst, 2^9, 19884
bst, 2^10, 19878
bst, 2^11, 19874
avl, 2^8, 19060
avl, 2^9, 21195
avl, 2^10, 26090
avl, 2^11, 32842
splay, 2^8, 12729
splay, 2^9, 13577
splay, 2^10, 12895
splay, 2^11, 10769
veb, 2^8, 1665334
veb, 2^9, 2250120
veb, 2^10, 2272544
veb, 2^11, 1558034
bst, 2^8, 20757
bst, 2^9, 19916
bst, 2^10, 19876
bst, 2^11, 23547
avl, 2^8, 23091
avl, 2^9, 26126
avl, 2^10, 25170
avl, 2^11, 32420
splay, 2^8, 12997
splay, 2^9, 13189
splay, 2^10, 14317
splay, 2^11, 11384
veb, 2^8, 1412042
veb, 2^9, 1407571
veb, 2^10, 1571376
veb, 2^11, 1629666
bst, 2^8, 24201
bst, 2^9, 23551
bst, 2^10, 23583
bst, 2^11, 23584
avl, 2^8, 28433
avl, 2^9, 21197
avl, 2^10, 26277
avl, 2^11, 33542
splay, 2^8, 10973
splay, 2^9, 10789
splay, 2^10, 19523
splay, 2^11, 13179
veb, 2^8, 1462520
veb, 2^9, 1677674
veb, 2^10, 1472811
veb, 2^11, 1411293
bst, 2^8, 23924
bst, 2^9, 23019
bst, 2^10, 23147
bst, 2^11, 19514
avl, 2^8, 19947
avl, 2^9, 21258
avl, 2^10, 32563
avl, 2^11, 33231
splay, 2^8, 15061
splay, 2^9, 11228
splay, 2^10, 11113
splay, 2^11, 11023
veb, 2^8, 1571997
veb, 2^9, 1555315
veb, 2^10, 1475623
veb, 2^11, 1558541
bst, 2^8, 20202
bst, 2^9, 19678
bst, 2^10, 19287
bst, 2^11, 19547
avl, 2^8, 19416
avl, 2^9, 20818
avl, 2^10, 24882
avl, 2^11, 27523
splay, 2^8, 10880
splay, 2^9, 10936
splay, 2^10, 11006
splay, 2^11, 11470
veb, 2^8, 1534808
veb, 2^9, 1422876
veb, 2^10, 1404571
veb, 2^11, 1540136
bst, 2^8, 20276
bst, 2^9, 19878
bst, 2^10, 20188
bst, 2^11, 19844
avl, 2^8, 19047
avl, 2^9, 20931
avl, 2^10, 25313
avl, 2^11, 32177
splay, 2^8, 12842
splay, 2^9, 12624
splay, 2^10, 13854
splay, 2^11, 12921
veb, 2^8, 1665323
veb, 2^9, 1404748
veb, 2^10, 1544112
veb, 2^11, 1661713
bst, 2^8, 24063
bst, 2^9, 23658
bst, 2^10, 23570
bst, 2^11, 23578
avl, 2^8, 22835
avl, 2^9, 20824
avl, 2^10, 26189
avl, 2^11, 33119
splay, 2^8, 12547
splay, 2^9, 12498
splay, 2^10, 12815
splay, 2^11, 12766
veb, 2^8, 1529399
veb, 2^9, 1458685
veb, 2^10, 1609441
veb, 2^11, 1485975
bst, 2^8, 20105
bst, 2^9, 23558
bst, 2^10, 23596
bst, 2^11, 23577
avl, 2^8, 19641
avl, 2^9, 20767
avl, 2^10, 26148
avl, 2^11, 32450
splay, 2^8, 12569
splay, 2^9, 10632
splay, 2^10, 10602
splay, 2^11, 12764
veb, 2^8, 1496841
veb, 2^9, 1566192
veb, 2^10, 1561017
veb, 2^11, 1428136
bst, 2^8, 20493
bst, 2^9, 19874
bst, 2^10, 19838
bst, 2^11, 19849
avl, 2^8, 19310
avl, 2^9, 26220
avl, 2^10, 29532
avl, 2^11, 29584
splay, 2^8, 10664
splay, 2^9, 10624
splay, 2^10, 11116
splay, 2^11, 12666
veb, 2^8, 1404729
veb, 2^9, 1407223
veb, 2^10, 1437448
veb, 2^11, 1581968
bst, 2^8, 20144
bst, 2^9, 19887
bst, 2^10, 19860
bst, 2^11, 19925
avl, 2^8, 20254
avl, 2^9, 23101
avl, 2^10, 31506
avl, 2^11, 26647
splay, 2^8, 10958
splay, 2^9, 10771
splay, 2^10, 12750
splay, 2^11, 12938
veb, 2^8, 1467101
veb, 2^9, 1504930
veb, 2^10, 1451389
veb, 2^11, 1410596
bst, 2^8, 20308
bst, 2^9, 19911
bst, 2^10, 19871
bst, 2^11, 19824
avl, 2^8, 19946
avl, 2^9, 25057
avl, 2^10, 24955
avl, 2^11, 28549
splay, 2^8, 11079
splay, 2^9, 10818
splay, 2^10, 11021
splay, 2^11, 10993
veb, 2^8, 1551985
veb, 2^9, 1530395
veb, 2^10, 1540089
veb, 2^11, 1576489
bst, 2^8, 20761
bst, 2^9, 19950
bst, 2^10, 19879
bst, 2^11, 19860
avl, 2^8, 19052
avl, 2^9, 21450
avl, 2^10, 29099
avl, 2^11, 33056
splay, 2^8, 12970
splay, 2^9, 12776
splay, 2^10, 13029
splay, 2^11, 12975
veb, 2^8, 1668531
veb, 2^9, 1675334
veb, 2^10, 1664716
veb, 2^11, 1740480
bst, 2^8, 27891
bst, 2^9, 27059
bst, 2^10, 26660
bst, 2^11, 27201
avl, 2^8, 28727
avl, 2^9, 25231
avl, 2^10, 24195
avl, 2^11, 31605
splay, 2^8, 14510
splay, 2^9, 12929
splay, 2^10, 13228
splay, 2^11, 12878
veb, 2^8, 1404317
veb, 2^9, 1447181
veb, 2^10, 1542251
veb, 2^11, 1404584
bst, 2^8, 20134
bst, 2^9, 19929
bst, 2^10, 19856
bst, 2^11, 20381
avl, 2^8, 18996
avl, 2^9, 25129
avl, 2^10, 29640
avl, 2^11, 27581
splay, 2^8, 10779
splay, 2^9, 10717
splay, 2^10, 10841
splay, 2^11, 10959
veb, 2^8, 1526899
veb, 2^9, 1404601
veb, 2^10, 1442294
veb, 2^11, 1592246
bst, 2^8, 23818
bst, 2^9, 24197
bst, 2^10, 23566
bst, 2^11, 23549
avl, 2^8, 22514
avl, 2^9, 25860
avl, 2^10, 24310
avl, 2^11, 27270
splay, 2^8, 10629
splay, 2^9, 13673
splay, 2^10, 12808
splay, 2^11, 10818
veb, 2^8, 1579357
veb, 2^9, 1573824
veb, 2^10, 1469183
veb, 2^11, 1404558
bst, 2^8, 20176
bst, 2^9, 19879
bst, 2^10, 19882
bst, 2^11, 22685
avl, 2^8, 19427
avl, 2^9, 25963
avl, 2^10, 28257
avl, 2^11, 27385
splay, 2^8, 10826
splay, 2^9, 10792
splay, 2^10, 10994
splay, 2^11, 10964
veb, 2^8, 1404988
veb, 2^9, 1407338
veb, 2^10, 1407380
veb, 2^11, 1404570
bst, 2^8, 20073
bst, 2^9, 23602
bst, 2^10, 23551
bst, 2^11, 23527
avl, 2^8, 19010
avl, 2^9, 23090
avl, 2^10, 25238
avl, 2^11, 28864
splay, 2^8, 10727
splay, 2^9, 10692
splay, 2^10, 10895
splay, 2^11, 11967
veb, 2^8, 1505788
veb, 2^9, 1570320
veb, 2^10, 1415079
veb, 2^11, 1404575
bst, 2^8, 20173
bst, 2^9, 19957
bst, 2^10, 19871
bst, 2^11, 19863
avl, 2^8, 19580
avl, 2^9, 26520
avl, 2^10, 25557
avl, 2^11, 28525
splay, 2^8, 10669
splay, 2^9, 10720
splay, 2^10, 13864
splay, 2^11, 13818
veb, 2^8, 1404827
veb, 2^9, 1455786
veb, 2^10, 1447155
veb, 2^11, 1404588
bst, 2^8, 19986
bst, 2^9, 19853
bst, 2^10, 23520
bst, 2^11, 23510
avl, 2^8, 26418
avl, 2^9, 23388
avl, 2^10, 25172
avl, 2^11, 28435
splay, 2^8, 11191
splay, 2^9, 10853
splay, 2^10, 10822
splay, 2^11, 19706
veb, 2^8, 1664936
veb, 2^9, 1405928
veb, 2^10, 1406451
veb, 2^11, 1488522
bst, 2^8, 23709
bst, 2^9, 23800
bst, 2^10, 23801
bst, 2^11, 25850
avl, 2^8, 19608
avl, 2^9, 25824
avl, 2^10, 24286
avl, 2^11, 26644
splay, 2^8, 10857
splay, 2^9, 10736
splay, 2^10, 13044
splay, 2^11, 11062
veb, 2^8, 1404999
veb, 2^9, 1481874
veb, 2^10, 1474954
veb, 2^11, 1594506
bst, 2^8, 24303
bst, 2^9, 23569
bst, 2^10, 23547
bst, 2^11, 23538
avl, 2^8, 24361
avl, 2^9, 25306
avl, 2^10, 28861
avl, 2^11, 28820
splay, 2^8, 10717
splay, 2^9, 10810
splay, 2^10, 11591
splay, 2^11, 13135
veb, 2^8, 1541733
veb, 2^9, 1649438
veb, 2^10, 1546778
veb, 2^11, 1588431
bst, 2^8, 20075
bst, 2^9, 19848
bst, 2^10, 19537
bst, 2^11, 19517
avl, 2^8, 19436
avl, 2^9, 20635
avl, 2^10, 29197
avl, 2^11, 33730
splay, 2^8, 12891
splay, 2^9, 13034
splay, 2^10, 13090
splay, 2^11, 12992
veb, 2^8, 1679882
veb, 2^9, 1411078
veb, 2^10, 1496551
veb, 2^11, 1571413
bst, 2^8, 20830
bst, 2^9, 19904
bst, 2^10, 20219
bst, 2^11, 19885
avl, 2^8, 20198
avl, 2^9, 24523
avl, 2^10, 25246
avl, 2^11, 26616
splay, 2^8, 10637
splay, 2^9, 10550
splay, 2^10, 10675
splay, 2^11, 10843
veb, 2^8, 1405032
veb, 2^9, 1466586
veb, 2^10, 1426628
veb, 2^11, 1404604
bst, 2^8, 20073
bst, 2^9, 20117
bst, 2^10, 19864
bst, 2^11, 21395
avl, 2^8, 22904
avl, 2^9, 20893
avl, 2^10, 26328
avl, 2^11, 29427
splay, 2^8, 10563
splay, 2^9, 10520
splay, 2^10, 10676
splay, 2^11, 10781
veb, 2^8, 1560408
veb, 2^9, 1434791
veb, 2^10, 1407324
veb, 2^11, 1573926
bst, 2^8, 24730
bst, 2^9, 23594
bst, 2^10, 23537
bst, 2^11, 23542
avl, 2^8, 19268
avl, 2^9, 21959
avl, 2^10, 24926
avl, 2^11, 29457
splay, 2^8, 10519
splay, 2^9, 10849
splay, 2^10, 12671
splay, 2^11, 12671
veb, 2^8, 1586640
veb, 2^9, 1554437
veb, 2^10, 1481102
veb, 2^11, 1531545
bst, 2^8, 23685
bst, 2^9, 23590
bst, 2^10, 19836
bst, 2^11, 19850
avl, 2^8, 22937
avl, 2^9, 21683
avl, 2^10, 28596
avl, 2^11, 31907
splay, 2^8, 13402
splay, 2^9, 13007
splay, 2^10, 13938
splay, 2^11, 10685
veb, 2^8, 1538844
veb, 2^9, 1664930
veb, 2^10, 1406404
veb, 2^11, 1676125
bst, 2^8, 24132
bst, 2^9, 23581
bst, 2^10, 31196
bst, 2^11, 19875
avl, 2^8, 19953
avl, 2^9, 21537
avl, 2^10, 28883
avl, 2^11, 27801
splay, 2^8, 10876
splay, 2^9, 10824
splay, 2^10, 11031
splay, 2^11, 11002
veb, 2^8, 1587776
veb, 2^9, 1411272
veb, 2^10, 1575985
veb, 2^11, 1577875
bst, 2^8, 20016
bst, 2^9, 19888
bst, 2^10, 19833
bst, 2^11, 19846
avl, 2^8, 19007
avl, 2^9, 21794
avl, 2^10, 24320
avl, 2^11, 32632
splay, 2^8, 12755
splay, 2^9, 12795
splay, 2^10, 12836
splay, 2^11, 13086
veb, 2^8, 1406445
veb, 2^9, 1452780
veb, 2^10, 1578913
veb, 2^11, 1404550
bst, 2^8, 20026
bst, 2^9, 19900
bst, 2^10, 19883
bst, 2^11, 19885
avl, 2^8, 22526
avl, 2^9, 25078
avl, 2^10, 28988
avl, 2^11, 27645
