structure, size, time(ns)
splay, 2^8, 10811
splay, 2^9, 14971
splay, 2^10, 13012
splay, 2^11, 12976
veb, 2^8, 1423665
veb, 2^9, 1413299
veb, 2^10, 1443445
veb, 2^11, 1487347
bst, 2^8, 23708
bst, 2^9, 36825
bst, 2^10, 23574
bst, 2^11, 19854
avl, 2^8, 19994
avl, 2^9, 20829
avl, 2^10, 29562
avl, 2^11, 31081
splay, 2^8, 12549
splay, 2^9, 12545
splay, 2^10, 12685
splay, 2^11, 10719
veb, 2^8, 1405111
veb, 2^9, 1404651
veb, 2^10, 1609270
veb, 2^11, 1409754
bst, 2^8, 24608
bst, 2^9, 23599
bst, 2^10, 23560
bst, 2^11, 23598
avl, 2^8, 19304
avl, 2^9, 20828
avl, 2^10, 24472
avl, 2^11, 28514
splay, 2^8, 10759
splay, 2^9, 10790
splay, 2^10, 10878
splay, 2^11, 11055
veb, 2^8, 1488770
veb, 2^9, 1407907
veb, 2^10, 1407720
veb, 2^11, 1537253
bst, 2^8, 19987
bst, 2^9, 20339
bst, 2^10, 19899
bst, 2^11, 19924
avl, 2^8, 20506
avl, 2^9, 25842
avl, 2^10, 26097
avl, 2^11, 33070
splay, 2^8, 12701
splay, 2^9, 12686
splay, 2^10, 12896
splay, 2^11, 11011
veb, 2^8, 1466692
veb, 2^9, 1540727
veb, 2^10, 1572276
veb, 2^11, 1407486
bst, 2^8, 20095
bst, 2^9, 19888
bst, 2^10, 19862
bst, 2^11, 19598
avl, 2^8, 23282
avl, 2^9, 20649
avl, 2^10, 24659
avl, 2^11, 31632
splay, 2^8, 13181
splay, 2^9, 13850
splay, 2^10, 11264
splay, 2^11, 13368
veb, 2^8, 1512485
veb, 2^9, 1502502
veb, 2^10, 1453165
veb, 2^11, 1404578
bst, 2^8, 20168
bst, 2^9, 19898
bst, 2^10, 19866
bst, 2^11, 19920
avl, 2^8, 19035
avl, 2^9, 21151
avl, 2^10, 24985
avl, 2^11, 27730
splay, 2^8, 11237
splay, 2^9, 11112
splay, 2^10, 11140
splay, 2^11, 13442
veb, 2^8, 1478629
veb, 2^9, 1410925
veb, 2^10, 1668450
veb, 2^11, 1701166
bst, 2^8, 23937
bst, 2^9, 23651
bst, 2^10, 26001
bst, 2^11, 19866
avl, 2^8, 18689
avl, 2^9, 21614
avl, 2^10, 24115
avl, 2^11, 33725
splay, 2^8, 12870
splay, 2^9, 13514
splay, 2^10, 13013
splay, 2^11, 13250
veb, 2^8, 1669135
veb, 2^9, 1668609
veb, 2^10, 1574839
veb, 2^11, 1543850
bst, 2^8, 23827
bst, 2^9, 24040
bst, 2^10, 19881
bst, 2^11, 19885
avl, 2^8, 27324
avl, 2^9, 21175
avl, 2^10, 28891
avl, 2^11, 27619
splay, 2^8, 11318
splay, 2^9, 10965
splay, 2^10, 12859
splay, 2^11, 12906
veb, 2^8, 1574163
veb, 2^9, 1414230
veb, 2^10, 1539234
veb, 2^11, 1560990
bst, 2^8, 20646
bst, 2^9, 20085
bst, 2^10, 19877
bst, 2^11, 19920
avl, 2^8, 19615
avl, 2^9, 25258
avl, 2^10, 29643
avl, 2^11, 29671
splay, 2^8, 10750
splay, 2^9, 10740
splay, 2^10, 10811
splay, 2^11, 12956
veb, 2^8, 1578768
veb, 2^9, 1488320
veb, 2^10, 1545228
veb, 2^11, 1702282
bst, 2^8, 20182
bst, 2^9, 19889
bst, 2^10, 20255
bst, 2^11, 19858
avl, 2^8, 22553
avl, 2^9, 21746
avl, 2^10, 28807
avl, 2^11, 29092
splay, 2^8, 10623
splay, 2^9, 10537
splay, 2^10, 10785
splay, 2^11, 10873
veb, 2^8, 1535810
veb, 2^9, 1404656
veb, 2^10, 1407690
veb, 2^11, 1494536
bst, 2^8, 23756
bst, 2^9, 23688
bst, 2^10, 23962
bst, 2^11, 19900
avl, 2^8, 19305
avl, 2^9, 21002
avl, 2^10, 26605
avl, 2^11, 29450
splay, 2^8, 10624
splay, 2^9, 10516
splay, 2^10, 10670
splay, 2^11, 12725
veb, 2^8, 1407796
veb, 2^9, 1643402
veb, 2^10, 1543055
veb, 2^11, 1412353
bst, 2^8, 20076
bst, 2^9, 19880
bst, 2^10, 19885
bst, 2^11, 19878
avl, 2^8, 20224
avl, 2^9, 22135
avl, 2^10, 31169
avl, 2^11, 31734
splay, 2^8, 12667
splay, 2^9, 12783
splay, 2^10, 10828
splay, 2^11, 10778
veb, 2^8, 1408372
veb, 2^9, 1471558
veb, 2^10, 1503734
veb, 2^11, 1672935
bst, 2^8, 23863
bst, 2^9, 23592
bst, 2^10, 23567
bst, 2^11, 19963
avl, 2^8, 19552
avl, 2^9, 27907
avl, 2^10, 25098
avl, 2^11, 32211
splay, 2^8, 10965
splay, 2^9, 10727
splay, 2^10, 11563
splay, 2^11, 10716
veb, 2^8, 1590369
veb, 2^9, 1598679
veb, 2^10, 1513002
veb, 2^11, 1462180
bst, 2^8, 24239
bst, 2^9, 23606
bst, 2^10, 23540
bst, 2^11, 23535
avl, 2^8, 19456
avl, 2^9, 24638
avl, 2^10, 29246
avl, 2^11, 34587
splay, 2^8, 12471
splay, 2^9, 12900
splay, 2^10, 12718
splay, 2^11, 10843
veb, 2^8, 1563783
veb, 2^9, 1404585
veb, 2^10, 1407126
veb, 2^11, 1404633
bst, 2^8, 20376
bst, 2^9, 19901
bst, 2^10, 19889
bst, 2^11, 19867
avl, 2^8, 20051
avl, 2^9, 21213
avl, 2^10, 25663
avl, 2^11, 28628
splay, 2^8, 10661
splay, 2^9, 10543
splay, 2^10, 10634
splay, 2^11, 10777
veb, 2^8, 1411191
veb, 2^9, 1477214
veb, 2^10, 1407964
veb, 2^11, 1643704
bst, 2^8, 23964
bst, 2^9, 23567
bst, 2^10, 23557
bst, 2^11, 19890
avl, 2^8, 20600
avl, 2^9, 23391
avl, 2^10, 25460
avl, 2^11, 34848
splay, 2^8, 12717
splay, 2^9, 12584
splay, 2^10, 10682
splay, 2^11, 10797
veb, 2^8, 1408175
veb, 2^9, 1404637
veb, 2^10, 1537408
veb, 2^11, 1486854
bst, 2^8, 20041
bst, 2^9, 19878
bst, 2^10, 19858
bst, 2^11, 23503
avl, 2^8, 25530
avl, 2^9, 22187
avl, 2^10, 26127
avl, 2^11, 28758
splay, 2^8, 10501
splay, 2^9, 10565
splay, 2^10, 10780
splay, 2^11, 10696
veb, 2^8, 1553796
veb, 2^9, 1409713
veb, 2^10, 1451960
veb, 2^11, 1410160
bst, 2^8, 20012
bst, 2^9, 19917
bst, 2^10, 19871
bst, 2^11, 19876
avl, 2^8, 19987
avl, 2^9, 21516
avl, 2^10, 25170
avl, 2^11, 28544
splay, 2^8, 10753
splay, 2^9, 10654
splay, 2^10, 10656
splay, 2^11, 11298
veb, 2^8, 1408178
veb, 2^9, 1553080
veb, 2^10, 1410815
veb, 2^11, 1407154
bst, 2^8, 19953
bst, 2^9, 19858
bst, 2^10, 19899
bst, 2^11, 19853
avl, 2^8, 20029
avl, 2^9, 21501
avl, 2^10, 29790
avl, 2^11, 28832
splay, 2^8, 10565
splay, 2^9, 10531
splay, 2^10, 12059
splay, 2^11, 10791
veb, 2^8, 1410109
veb, 2^9, 1573400
veb, 2^10, 1535857
veb, 2^11, 1574922
bst, 2^8, 19977
bst, 2^9, 19848
bst, 2^10, 19868
bst, 2^11, 19879
avl, 2^8, 19898
avl, 2^9, 21533
avl, 2^10, 29833
avl, 2^11, 33395
splay, 2^8, 12689
splay, 2^9, 13375
splay, 2^10, 13092
splay, 2^11, 10946
veb, 2^8, 1404285
veb, 2^9, 1404704
veb, 2^10, 1465976
veb, 2^11, 1572519
bst, 2^8, 19970
bst, 2^9, 19876
bst, 2^10, 19842
bst, 2^11, 19850
avl, 2^8, 21492
avl, 2^9, 21905
avl, 2^10, 31458
avl, 2^11, 28769
splay, 2^8, 10938
splay, 2^9, 10865
splay, 2^10, 10803
splay, 2^11, 12683
veb, 2^8, 1413872
veb, 2^9, 1411107
veb, 2^10, 1403333
veb, 2^11, 1412937
bst, 2^8, 23674
bst, 2^9, 23547
bst, 2^10, 23546
bst, 2^11, 24993
avl, 2^8, 20571
avl, 2^9, 22404
avl, 2^10, 25875
avl, 2^11, 31506
splay, 2^8, 12782
splay, 2^9, 12936
splay, 2^10, 13001
splay, 2^11, 13468
veb, 2^8, 1628236
veb, 2^9, 1477247
veb, 2^10, 1525133
veb, 2^11, 1404621
bst, 2^8, 19951
bst, 2^9, 19889
bst, 2^10, 23614
bst, 2^11, 23647
avl, 2^8, 20565
avl, 2^9, 25825
avl, 2^10, 26241
avl, 2^11, 27524
splay, 2^8, 10785
splay, 2^9, 10755
splay, 2^10, 10915
splay, 2^11, 10995
veb, 2^8, 1408127
veb, 2^9, 1403348
veb, 2^10, 1435688
veb, 2^11, 1404774
bst, 2^8, 20399
bst, 2^9, 19917
bst, 2^10, 19904
bst, 2^11, 23341
avl, 2^8, 22561
avl, 2^9, 25128
avl, 2^10, 24987
avl, 2^11, 33736
splay, 2^8, 12781
splay, 2^9, 10751
splay, 2^10, 11045
splay, 2^11, 10905
veb, 2^8, 1410641
veb, 2^9, 1404587
veb, 2^10, 1545515
veb, 2^11, 1575420
bst, 2^8, 19998
bst, 2^9, 19916
bst, 2^10, 19912
bst, 2^11, 19893
avl, 2^8, 19657
avl, 2^9, 25304
avl, 2^10, 24042
avl, 2^11, 29092
splay, 2^8, 10792
splay, 2^9, 11109
splay, 2^10, 11174
splay, 2^11, 13366
veb, 2^8, 1408083
veb, 2^9, 1407864
veb, 2^10, 1420505
veb, 2^11, 1413651
bst, 2^8, 20097
bst, 2^9, 19892
bst, 2^10, 19854
bst, 2^11, 19851
avl, 2^8, 19035
avl, 2^9, 26082
avl, 2^10, 25312
avl, 2^11, 27473
splay, 2^8, 11069
splay, 2^9, 10854
splay, 2^10, 11178
splay, 2^11, 10991
veb, 2^8, 1427410
veb, 2^9, 1543757
veb, 2^10, 1407983
veb, 2^11, 1408070
bst, 2^8, 20450
bst, 2^9, 19907
bst, 2^10, 19878
bst, 2^11, 19869
avl, 2^8, 20102
avl, 2^9, 21937
avl, 2^10, 29833
avl, 2^11, 31674
splay, 2^8, 12907
splay, 2^9, 12926
splay, 2^10, 13056
splay, 2^11, 14547
veb, 2^8, 1666151
veb, 2^9, 1664840
veb, 2^10, 1668913
veb, 2^11, 1519126
bst, 2^8, 20163
bst, 2^9, 19902
bst, 2^10, 19889
bst, 2^11, 20493
avl, 2^8, 20907
avl, 2^9, 24923
avl, 2^10, 25662
avl, 2^11, 28481
splay, 2^8, 10723
splay, 2^9, 15958
splay, 2^10, 11038
splay, 2^11, 10945
veb, 2^8, 1493641
veb, 2^9, 1404589
veb, 2^10, 1407432
veb, 2^11, 1414131
bst, 2^8, 20041
bst, 2^9, 23615
bst, 2^10, 23553
bst, 2^11, 23554
avl, 2^8, 19013
avl, 2^9, 21145
avl, 2^10, 24963
avl, 2^11, 30092
splay, 2^8, 10704
splay, 2^9, 10788
splay, 2^10, 11027
splay, 2^11, 10916
veb, 2^8, 1404766
veb, 2^9, 1575162
veb, 2^10, 1430957
veb, 2^11, 1581055
bst, 2^8, 20454
bst, 2^9, 19906
bst, 2^10, 19881
bst, 2^11, 21892
avl, 2^8, 23217
avl, 2^9, 21397
avl, 2^10, 25916
avl, 2^11, 29715
splay, 2^8, 12854
splay, 2^9, 12739
splay, 2^10, 12857
splay, 2^11, 10932
veb, 2^8, 1512411
veb, 2^9, 1407665
veb, 2^10, 1411486
veb, 2^11, 1504228
bst, 2^8, 23783
bst, 2^9, 23537
bst, 2^10, 23539
bst, 2^11, 19976
avl, 2^8, 19583
avl, 2^9, 21770
avl, 2^10, 26172
avl, 2^11, 27077
splay, 2^8, 10793
splay, 2^9, 10689
splay, 2^10, 12955
splay, 2^11, 10908
veb, 2^8, 1407085
veb, 2^9, 1403342
veb, 2^10, 1509068
veb, 2^11, 1479874
bst, 2^8, 20058
bst, 2^9, 19991
bst, 2^10, 19886
bst, 2^11, 19869
avl, 2^8, 19584
avl, 2^9, 21358
avl, 2^10, 30791
avl, 2^11, 27076
splay, 2^8, 10746
splay, 2^9, 11204
splay, 2^10, 11051
splay, 2^11, 10895
veb, 2^8, 1481897
veb, 2^9, 1511977
veb, 2^10, 1407984
veb, 2^11, 1407125
bst, 2^8, 20079
bst, 2^9, 19889
bst, 2^10, 20664
bst, 2^11, 19873
avl, 2^8, 19061
avl, 2^9, 21097
avl, 2^10, 24336
avl, 2^11, 26613
splay, 2^8, 10813
splay, 2^9, 10951
splay, 2^10, 11036
splay, 2^11, 11447
veb, 2^8, 1407990
veb, 2^9, 1422983
veb, 2^10, 1407775
veb, 2^11, 3015158
bst, 2^8, 20385
bst, 2^9, 20166
bst, 2^10, 20041
bst, 2^11, 21337
avl, 2^8, 19052
avl, 2^9, 21240
avl, 2^10, 27189
avl, 2^11, 27697
splay, 2^8, 12857
splay, 2^9, 12997
splay, 2^10, 11048
splay, 2^11, 11173
veb, 2^8, 1404827
veb, 2^9, 1407580
veb, 2^10, 1660821
veb, 2^11, 1512415
bst, 2^8, 31266
bst, 2^9, 23603
bst, 2^10, 23559
bst, 2^11, 23547
avl, 2^8, 19689
avl, 2^9, 21368
avl, 2^10, 26633
avl, 2^11, 27711
splay, 2^8, 10726
splay, 2^9, 11004
splay, 2^10, 12804
splay, 2^11, 12978
veb, 2^8, 1527186
veb, 2^9, 1586421
veb, 2^10, 1561330
veb, 2^11, 1404564
bst, 2^8, 20544
bst, 2^9, 19897
bst, 2^10, 19859
bst, 2^11, 19883
avl, 2^8, 20188
avl, 2^9, 21792
avl, 2^10, 29578
avl, 2^11, 28894
splay, 2^8, 10686
splay, 2^9, 10541
splay, 2^10, 10621
splay, 2^11, 10768
veb, 2^8, 1573581
veb, 2^9, 1556383
veb, 2^10, 1422139
veb, 2^11, 1672493
bst, 2^8, 24174
bst, 2^9, 23589
bst, 2^10, 23549
bst, 2^11, 23534
avl, 2^8, 23595
avl, 2^9, 25166
avl, 2^10, 30451
avl, 2^11, 29404
splay, 2^8, 12472
splay, 2^9, 12548
splay, 2^10, 12595
splay, 2^11, 12749
veb, 2^8, 1574685
veb, 2^9, 1523834
veb, 2^10, 1633581
veb, 2^11, 1407335
bst, 2^8, 19991
bst, 2^9, 19862
bst, 2^10, 19861
bst, 2^11, 19832
avl, 2^8, 22862
avl, 2^9, 21958
avl, 2^10, 29304
avl, 2^11, 29448
splay, 2^8, 10459
splay, 2^9, 10531
splay, 2^10, 10731
splay, 2^11, 10709
veb, 2^8, 1490871
veb, 2^9, 1410328
veb, 2^10, 1421053
veb, 2^11, 1460275
bst, 2^8, 23726
bst, 2^9, 23620
bst, 2^10, 23557
bst, 2^11, 23569
avl, 2^8, 19295
avl, 2^9, 21904
avl, 2^10, 24900
avl, 2^11, 29404
splay, 2^8, 10650
splay, 2^9, 10626
splay, 2^10, 10702
splay, 2^11, 10724
veb, 2^8, 1533229
veb, 2^9, 1572877
veb, 2^10, 1410635
veb, 2^11, 1534619
bst, 2^8, 23332
bst, 2^9, 23154
bst, 2^10, 22829
bst, 2^11, 19537
avl, 2^8, 19963
avl, 2^9, 25474
avl, 2^10, 29739
avl, 2^11, 28490
splay, 2^8, 10936
splay, 2^9, 10692
splay, 2^10, 10658
splay, 2^11, 13020
veb, 2^8, 1407807
veb, 2^9, 1561612
veb, 2^10, 1501603
veb, 2^11, 1406595
bst, 2^8, 24485
bst, 2^9, 23588
bst, 2^10, 23572
bst, 2^11, 24505
avl, 2^8, 19311
avl, 2^9, 20825
avl, 2^10, 24930
avl, 2^11, 27916
splay, 2^8, 10644
splay, 2^9, 10598
splay, 2^10, 10822
splay, 2^11, 12971
veb, 2^8, 1407406
veb, 2^9, 1467556
veb, 2^10, 1571777
veb, 2^11, 1669847
bst, 2^8, 23782
bst, 2^9, 24723
bst, 2^10, 23535
bst, 2^11, 23577
avl, 2^8, 24152
avl, 2^9, 26285
avl, 2^10, 24940
avl, 2^11, 26646
splay, 2^8, 11140
splay, 2^9, 10483
splay, 2^10, 12940
splay, 2^11, 10750
veb, 2^8, 1407971
veb, 2^9, 1450032
veb, 2^10, 1504463
veb, 2^11, 1499947
bst, 2^8, 23665
bst, 2^9, 23570
bst, 2^10, 23539
bst, 2^11, 23541
avl, 2^8, 19361
avl, 2^9, 25981
avl, 2^10, 24870
avl, 2^11, 26646
splay, 2^8, 10663
splay, 2^9, 10502
splay, 2^10, 10699
splay, 2^11, 10698
veb, 2^8, 1578880
veb, 2^9, 1407169
veb, 2^10, 1404586
veb, 2^11, 1538276
bst, 2^8, 20041
bst, 2^9, 19904
bst, 2^10, 19843
bst, 2^11, 19867
avl, 2^8, 18679
avl, 2^9, 21142
avl, 2^10, 29061
avl, 2^11, 27184
splay, 2^8, 10804
splay, 2^9, 10792
splay, 2^10, 11040
splay, 2^11, 13160
veb, 2^8, 1409740
veb, 2^9, 1541677
veb, 2^10, 1441107
veb, 2^11, 1528286
bst, 2^8, 23674
bst, 2^9, 23547
bst, 2^10, 23511
bst, 2^11, 28348
avl, 2^8, 22520
avl, 2^9, 21766
avl, 2^10, 24937
avl, 2^11, 34481
splay, 2^8, 12714
splay, 2^9, 13380
splay, 2^10, 13061
splay, 2^11, 10990
veb, 2^8, 1605814
veb, 2^9, 1407255
veb, 2^10, 1406977
veb, 2^11, 1479169
bst, 2^8, 23997
bst, 2^9, 23613
bst, 2^10, 24115
bst, 2^11, 19852
avl, 2^8, 20289
avl, 2^9, 22128
avl, 2^10, 26512
avl, 2^11, 29393
splay, 2^8, 10914
splay, 2^9, 10741
splay, 2^10, 11114
splay, 2^11, 10899
veb, 2^8, 1449519
veb, 2^9, 1404575
veb, 2^10, 1406867
veb, 2^11, 1586836
bst, 2^8, 20782
bst, 2^9, 19855
bst, 2^10, 19845
bst, 2^11, 20177
avl, 2^8, 21192
avl, 2^9, 26272
avl, 2^10, 26596
avl, 2^11, 29362
splay, 2^8, 10743
splay, 2^9, 10954
splay, 2^10, 12792
splay, 2^11, 11324
veb, 2^8, 1407509
veb, 2^9, 1578361
veb, 2^10, 1572412
veb, 2^11, 1554458
bst, 2^8, 20159
bst, 2^9, 19902
bst, 2^10, 19962
bst, 2^11, 19893
avl, 2^8, 18996
avl, 2^9, 21775
avl, 2^10, 28810
avl, 2^11, 27705
splay, 2^8, 10846
splay, 2^9, 10765
splay, 2^10, 10884
splay, 2^11, 10961
veb, 2^8, 1407488
veb, 2^9, 1565629
veb, 2^10, 1429198
veb, 2^11, 1490280
bst, 2^8, 24106
bst, 2^9, 23561
bst, 2^10, 23580
bst, 2^11, 19811
avl, 2^8, 19603
avl, 2^9, 21352
avl, 2^10, 24808
avl, 2^11, 30666
splay, 2^8, 10692
splay, 2^9, 10737
splay, 2^10, 10829
splay, 2^11, 13029
veb, 2^8, 1407256
veb, 2^9, 1444281
veb, 2^10, 1676560
veb, 2^11, 1407283
bst, 2^8, 20076
bst, 2^9, 19883
bst, 2^10, 19953
bst, 2^11, 19863
avl, 2^8, 20655
avl, 2^9, 21874
avl, 2^10, 30624
avl, 2^11, 31971
splay, 2^8, 10591
splay, 2^9, 10524
splay, 2^10, 10697
splay, 2^11, 10849
veb, 2^8, 1536179
veb, 2^9, 1411660
veb, 2^10, 1410580
veb, 2^11, 1486420
bst, 2^8, 23678
bst, 2^9, 23556
bst, 2^10, 23607
bst, 2^11, 19843
avl, 2^8, 20634
avl, 2^9, 20917
avl, 2^10, 26174
avl, 2^11, 38865
splay, 2^8, 12782
splay, 2^9, 12740
splay, 2^10, 12733
splay, 2^11, 12682
veb, 2^8, 1669035
veb, 2^9, 1673053
veb, 2^10, 1667747
veb, 2^11, 1668553
bst, 2^8, 23630
bst, 2^9, 23528
bst, 2^10, 23524
bst, 2^11, 23571
avl, 2^8, 22896
avl, 2^9, 24702
avl, 2^10, 29451
avl, 2^11, 26593
splay, 2^8, 10597
splay, 2^9, 10645
splay, 2^10, 12619
splay, 2^11, 18461
veb, 2^8, 1448262
veb, 2^9, 1604243
veb, 2^10, 1620902
veb, 2^11, 1407584
bst, 2^8, 20054
bst, 2^9, 19924
bst, 2^10, 19910
bst, 2^11, 19874
avl, 2^8, 19924
avl, 2^9, 22780
avl, 2^10, 30421
avl, 2^11, 29734
splay, 2^8, 10552
splay, 2^9, 10689
splay, 2^10, 10717
splay, 2^11, 11136
veb, 2^8, 1406742
veb, 2^9, 1643619
veb, 2^10, 1408929
veb, 2^11, 1468113
bst, 2^8, 45632
bst, 2^9, 44665
bst, 2^10, 44667
bst, 2^11, 44610
avl, 2^8, 44299
avl, 2^9, 50704
avl, 2^10, 28516
avl, 2^11, 29351
splay, 2^8, 10721
splay, 2^9, 14057
splay, 2^10, 12035
splay, 2^11, 10798
veb, 2^8, 1565541
veb, 2^9, 1411432
veb, 2^10, 1404616
veb, 2^11, 1574786
bst, 2^8, 24012
bst, 2^9, 25957
bst, 2^10, 22966
bst, 2^11, 23571
avl, 2^8, 19403
avl, 2^9, 21861
avl, 2^10, 35406
avl, 2^11, 32104
splay, 2^8, 12935
splay, 2^9, 13448
splay, 2^10, 11169
splay, 2^11, 12939
veb, 2^8, 1411220
veb, 2^9, 1599002
veb, 2^10, 1564626
veb, 2^11, 1404910
bst, 2^8, 19957
bst, 2^9, 23946
bst, 2^10, 19512
bst, 2^11, 19378
avl, 2^8, 20207
avl, 2^9, 29331
avl, 2^10, 29146
avl, 2^11, 32585
splay, 2^8, 13510
splay, 2^9, 17457
splay, 2^10, 10814
splay, 2^11, 12734
veb, 2^8, 1419174
veb, 2^9, 1553573
veb, 2^10, 1664702
veb, 2^11, 1519588
bst, 2^8, 24120
bst, 2^9, 23584
bst, 2^10, 25790
bst, 2^11, 19948
avl, 2^8, 22882
avl, 2^9, 20805
avl, 2^10, 26408
avl, 2^11, 33114
splay, 2^8, 13838
splay, 2^9, 12499
splay, 2^10, 12785
splay, 2^11, 12656
veb, 2^8, 1404738
veb, 2^9, 1655455
veb, 2^10, 1616974
veb, 2^11, 1578235
bst, 2^8, 20106
bst, 2^9, 19923
bst, 2^10, 19886
bst, 2^11, 19901
avl, 2^8, 22957
avl, 2^9, 24720
avl, 2^10, 29479
avl, 2^11, 29467
splay, 2^8, 10571
splay, 2^9, 10561
splay, 2^10, 10642
splay, 2^11, 13241
veb, 2^8, 1589529
veb, 2^9, 1405953
veb, 2^10, 1588034
veb, 2^11, 1571714
