structure, size, time(ns)
splay, 2^6, 126647
splay, 2^7, 147867
splay, 2^8, 163600
splay, 2^9, 163718
veb, 2^6, 810370
veb, 2^7, 753036
veb, 2^8, 854985
veb, 2^9, 860408
bst, 2^6, 32096
bst, 2^7, 38036
bst, 2^8, 43227
bst, 2^9, 48681
avl, 2^6, 30986
avl, 2^7, 31071
avl, 2^8, 34488
avl, 2^9, 39346
splay, 2^6, 130313
splay, 2^7, 144489
splay, 2^8, 158766
splay, 2^9, 138675
veb, 2^6, 718957
veb, 2^7, 896638
veb, 2^8, 817664
veb, 2^9, 858004
bst, 2^6, 33685
bst, 2^7, 38762
bst, 2^8, 43971
bst, 2^9, 49579
avl, 2^6, 30828
avl, 2^7, 30571
avl, 2^8, 34524
avl, 2^9, 38562
splay, 2^6, 127839
splay, 2^7, 145810
splay, 2^8, 157262
splay, 2^9, 137318
veb, 2^6, 719157
veb, 2^7, 778283
veb, 2^8, 778092
veb, 2^9, 770405
bst, 2^6, 27927
bst, 2^7, 32890
bst, 2^8, 38453
bst, 2^9, 42366
avl, 2^6, 26229
avl, 2^7, 30738
avl, 2^8, 34414
avl, 2^9, 38478
splay, 2^6, 127383
splay, 2^7, 147822
splay, 2^8, 161087
splay, 2^9, 138509
veb, 2^6, 719964
veb, 2^7, 901327
veb, 2^8, 931312
veb, 2^9, 770686
bst, 2^6, 28173
bst, 2^7, 32752
bst, 2^8, 37255
bst, 2^9, 41969
avl, 2^6, 26470
avl, 2^7, 30740
avl, 2^8, 34269
avl, 2^9, 38218
splay, 2^6, 128542
splay, 2^7, 146082
splay, 2^8, 160851
splay, 2^9, 139304
veb, 2^6, 718955
veb, 2^7, 821765
veb, 2^8, 831261
veb, 2^9, 770243
bst, 2^6, 27879
bst, 2^7, 32249
bst, 2^8, 36818
bst, 2^9, 41158
avl, 2^6, 26043
avl, 2^7, 30465
avl, 2^8, 34671
avl, 2^9, 38338
splay, 2^6, 126041
splay, 2^7, 174784
splay, 2^8, 189272
splay, 2^9, 138492
veb, 2^6, 741559
veb, 2^7, 858969
veb, 2^8, 810066
veb, 2^9, 913156
bst, 2^6, 35963
bst, 2^7, 32819
bst, 2^8, 37168
bst, 2^9, 41942
avl, 2^6, 26175
avl, 2^7, 33340
avl, 2^8, 40752
avl, 2^9, 38563
splay, 2^6, 125468
splay, 2^7, 143897
splay, 2^8, 158793
splay, 2^9, 138474
veb, 2^6, 782858
veb, 2^7, 868499
veb, 2^8, 882603
veb, 2^9, 770474
bst, 2^6, 27673
bst, 2^7, 35387
bst, 2^8, 35572
bst, 2^9, 40402
avl, 2^6, 26187
avl, 2^7, 32736
avl, 2^8, 41541
avl, 2^9, 38633
splay, 2^6, 124613
splay, 2^7, 144175
splay, 2^8, 162405
splay, 2^9, 137617
veb, 2^6, 819570
veb, 2^7, 834630
veb, 2^8, 779506
veb, 2^9, 773410
bst, 2^6, 27350
bst, 2^7, 32136
bst, 2^8, 36491
bst, 2^9, 40384
avl, 2^6, 26268
avl, 2^7, 36448
avl, 2^8, 41811
avl, 2^9, 38611
splay, 2^6, 125293
splay, 2^7, 154408
splay, 2^8, 160106
splay, 2^9, 138254
veb, 2^6, 832000
veb, 2^7, 808607
veb, 2^8, 779349
veb, 2^9, 773242
bst, 2^6, 33550
bst, 2^7, 38238
bst, 2^8, 42993
bst, 2^9, 48335
avl, 2^6, 32642
avl, 2^7, 30829
avl, 2^8, 33890
avl, 2^9, 40768
splay, 2^6, 158662
splay, 2^7, 172807
splay, 2^8, 187323
splay, 2^9, 164442
veb, 2^6, 839610
veb, 2^7, 748032
veb, 2^8, 780128
veb, 2^9, 850134
bst, 2^6, 32718
bst, 2^7, 37905
bst, 2^8, 42998
bst, 2^9, 48661
avl, 2^6, 31388
avl, 2^7, 30846
avl, 2^8, 34412
avl, 2^9, 44446
splay, 2^6, 128974
splay, 2^7, 146434
splay, 2^8, 156678
splay, 2^9, 137680
veb, 2^6, 791606
veb, 2^7, 777123
veb, 2^8, 893958
veb, 2^9, 871899
bst, 2^6, 32789
bst, 2^7, 37887
bst, 2^8, 43776
bst, 2^9, 48581
avl, 2^6, 30778
avl, 2^7, 36384
avl, 2^8, 43961
avl, 2^9, 47960
splay, 2^6, 191319
splay, 2^7, 257850
splay, 2^8, 220913
splay, 2^9, 195318
veb, 2^6, 865765
veb, 2^7, 916222
veb, 2^8, 966601
veb, 2^9, 914137
bst, 2^6, 32986
bst, 2^7, 37803
bst, 2^8, 41948
bst, 2^9, 48305
avl, 2^6, 30894
avl, 2^7, 35750
avl, 2^8, 41088
avl, 2^9, 45089
splay, 2^6, 159458
splay, 2^7, 147012
splay, 2^8, 158293
splay, 2^9, 138336
veb, 2^6, 719267
veb, 2^7, 748269
veb, 2^8, 779634
veb, 2^9, 811400
bst, 2^6, 33728
bst, 2^7, 38294
bst, 2^8, 43849
bst, 2^9, 50231
avl, 2^6, 30665
avl, 2^7, 35583
avl, 2^8, 40330
avl, 2^9, 44580
splay, 2^6, 148951
splay, 2^7, 174218
splay, 2^8, 189646
splay, 2^9, 164178
veb, 2^6, 732120
veb, 2^7, 774754
veb, 2^8, 853007
veb, 2^9, 913563
bst, 2^6, 28014
bst, 2^7, 32475
bst, 2^8, 36931
bst, 2^9, 41290
avl, 2^6, 25909
avl, 2^7, 30076
avl, 2^8, 33754
avl, 2^9, 44704
splay, 2^6, 143306
splay, 2^7, 150361
splay, 2^8, 161253
splay, 2^9, 145955
veb, 2^6, 841266
veb, 2^7, 747941
veb, 2^8, 857064
veb, 2^9, 871416
bst, 2^6, 27197
bst, 2^7, 32178
bst, 2^8, 43276
bst, 2^9, 40746
avl, 2^6, 25800
avl, 2^7, 30141
avl, 2^8, 33648
avl, 2^9, 44418
splay, 2^6, 137947
splay, 2^7, 146685
splay, 2^8, 158381
splay, 2^9, 138073
veb, 2^6, 718982
veb, 2^7, 747279
veb, 2^8, 928790
veb, 2^9, 866177
bst, 2^6, 32135
bst, 2^7, 37660
bst, 2^8, 42932
bst, 2^9, 47970
avl, 2^6, 29698
avl, 2^7, 36126
avl, 2^8, 40711
avl, 2^9, 44905
splay, 2^6, 148633
splay, 2^7, 172151
splay, 2^8, 187615
splay, 2^9, 163126
veb, 2^6, 718844
veb, 2^7, 870227
veb, 2^8, 923709
veb, 2^9, 916482
bst, 2^6, 28167
bst, 2^7, 32792
bst, 2^8, 36754
bst, 2^9, 42001
avl, 2^6, 26031
avl, 2^7, 30182
avl, 2^8, 40644
avl, 2^9, 38380
splay, 2^6, 127559
splay, 2^7, 145012
splay, 2^8, 159517
splay, 2^9, 139998
veb, 2^6, 751165
veb, 2^7, 842072
veb, 2^8, 858155
veb, 2^9, 770202
bst, 2^6, 27681
bst, 2^7, 32047
bst, 2^8, 36893
bst, 2^9, 40874
avl, 2^6, 26677
avl, 2^7, 30932
avl, 2^8, 40776
avl, 2^9, 38553
splay, 2^6, 127295
splay, 2^7, 145697
splay, 2^8, 160441
splay, 2^9, 138936
veb, 2^6, 722028
veb, 2^7, 749306
veb, 2^8, 886435
veb, 2^9, 770507
bst, 2^6, 27343
bst, 2^7, 31814
bst, 2^8, 36321
bst, 2^9, 40599
avl, 2^6, 26320
avl, 2^7, 31039
avl, 2^8, 36414
avl, 2^9, 37990
splay, 2^6, 134738
splay, 2^7, 152086
splay, 2^8, 160254
splay, 2^9, 137214
veb, 2^6, 726888
veb, 2^7, 749201
veb, 2^8, 923210
veb, 2^9, 808965
bst, 2^6, 33347
bst, 2^7, 41739
bst, 2^8, 42916
bst, 2^9, 47555
avl, 2^6, 31097
avl, 2^7, 36792
avl, 2^8, 46499
avl, 2^9, 38407
splay, 2^6, 126555
splay, 2^7, 144744
splay, 2^8, 157672
splay, 2^9, 139396
veb, 2^6, 731016
veb, 2^7, 747342
veb, 2^8, 844743
veb, 2^9, 770371
bst, 2^6, 28628
bst, 2^7, 31923
bst, 2^8, 36288
bst, 2^9, 41201
avl, 2^6, 26342
avl, 2^7, 30490
avl, 2^8, 34426
avl, 2^9, 38522
splay, 2^6, 126430
splay, 2^7, 145590
splay, 2^8, 162196
splay, 2^9, 142146
veb, 2^6, 718752
veb, 2^7, 883489
veb, 2^8, 919580
veb, 2^9, 770165
bst, 2^6, 26862
bst, 2^7, 31573
bst, 2^8, 39463
bst, 2^9, 41722
avl, 2^6, 26395
avl, 2^7, 30720
avl, 2^8, 34281
avl, 2^9, 38386
splay, 2^6, 125733
splay, 2^7, 149847
splay, 2^8, 191937
splay, 2^9, 164734
veb, 2^6, 753531
veb, 2^7, 747496
veb, 2^8, 812607
veb, 2^9, 772915
bst, 2^6, 27759
bst, 2^7, 32369
bst, 2^8, 37066
bst, 2^9, 41498
avl, 2^6, 26142
avl, 2^7, 34382
avl, 2^8, 34325
avl, 2^9, 38808
splay, 2^6, 126717
splay, 2^7, 146652
splay, 2^8, 157971
splay, 2^9, 138291
veb, 2^6, 719072
veb, 2^7, 748580
veb, 2^8, 874459
veb, 2^9, 811905
bst, 2^6, 32406
bst, 2^7, 38475
bst, 2^8, 42603
bst, 2^9, 48494
avl, 2^6, 30884
avl, 2^7, 36306
avl, 2^8, 41369
avl, 2^9, 38482
splay, 2^6, 128220
splay, 2^7, 145077
splay, 2^8, 157915
splay, 2^9, 137511
veb, 2^6, 719099
veb, 2^7, 747640
veb, 2^8, 870328
veb, 2^9, 896625
bst, 2^6, 32303
bst, 2^7, 38092
bst, 2^8, 43229
bst, 2^9, 48803
avl, 2^6, 30862
avl, 2^7, 36624
avl, 2^8, 34072
avl, 2^9, 38324
splay, 2^6, 125580
splay, 2^7, 146597
splay, 2^8, 160015
splay, 2^9, 137727
veb, 2^6, 845243
veb, 2^7, 919640
veb, 2^8, 952503
veb, 2^9, 919133
bst, 2^6, 32659
bst, 2^7, 37744
bst, 2^8, 43253
bst, 2^9, 48126
avl, 2^6, 31448
avl, 2^7, 36906
avl, 2^8, 34881
avl, 2^9, 38548
splay, 2^6, 132820
splay, 2^7, 149068
splay, 2^8, 159704
splay, 2^9, 137399
veb, 2^6, 742461
veb, 2^7, 843199
veb, 2^8, 869619
veb, 2^9, 856590
bst, 2^6, 31588
bst, 2^7, 37516
bst, 2^8, 42629
bst, 2^9, 47826
avl, 2^6, 30979
avl, 2^7, 36920
avl, 2^8, 34098
avl, 2^9, 45428
splay, 2^6, 149533
splay, 2^7, 171782
splay, 2^8, 186097
splay, 2^9, 146937
veb, 2^6, 821734
veb, 2^7, 747410
veb, 2^8, 782753
veb, 2^9, 784379
bst, 2^6, 31553
bst, 2^7, 37689
bst, 2^8, 42736
bst, 2^9, 47624
avl, 2^6, 30948
avl, 2^7, 36532
avl, 2^8, 34340
avl, 2^9, 38775
splay, 2^6, 125377
splay, 2^7, 143185
splay, 2^8, 157712
splay, 2^9, 173201
veb, 2^6, 827498
veb, 2^7, 858896
veb, 2^8, 783074
veb, 2^9, 770536
bst, 2^6, 26983
bst, 2^7, 31788
bst, 2^8, 42699
bst, 2^9, 49103
avl, 2^6, 31404
avl, 2^7, 36205
avl, 2^8, 34355
avl, 2^9, 38886
splay, 2^6, 125167
splay, 2^7, 145755
splay, 2^8, 169472
splay, 2^9, 137877
veb, 2^6, 825159
veb, 2^7, 795370
veb, 2^8, 779816
veb, 2^9, 856449
bst, 2^6, 31778
bst, 2^7, 37172
bst, 2^8, 42845
bst, 2^9, 48226
avl, 2^6, 31000
avl, 2^7, 36448
avl, 2^8, 33879
avl, 2^9, 54112
splay, 2^6, 152393
splay, 2^7, 170684
splay, 2^8, 187705
splay, 2^9, 164603
veb, 2^6, 718942
veb, 2^7, 872973
veb, 2^8, 779772
veb, 2^9, 773545
bst, 2^6, 26904
bst, 2^7, 33603
bst, 2^8, 47230
bst, 2^9, 47801
avl, 2^6, 31021
avl, 2^7, 36695
avl, 2^8, 34275
avl, 2^9, 45095
splay, 2^6, 153147
splay, 2^7, 173508
splay, 2^8, 187303
splay, 2^9, 138804
veb, 2^6, 720910
veb, 2^7, 843187
veb, 2^8, 779511
veb, 2^9, 772580
bst, 2^6, 36889
bst, 2^7, 36918
bst, 2^8, 42017
bst, 2^9, 47754
avl, 2^6, 30981
avl, 2^7, 36399
avl, 2^8, 34584
avl, 2^9, 38589
splay, 2^6, 124733
splay, 2^7, 144263
splay, 2^8, 190362
splay, 2^9, 164938
veb, 2^6, 764098
veb, 2^7, 894556
veb, 2^8, 932515
veb, 2^9, 920280
bst, 2^6, 27098
bst, 2^7, 31801
bst, 2^8, 35817
bst, 2^9, 40606
avl, 2^6, 26505
avl, 2^7, 30827
avl, 2^8, 35685
avl, 2^9, 45793
splay, 2^6, 151395
splay, 2^7, 172176
splay, 2^8, 177037
splay, 2^9, 139362
veb, 2^6, 821403
veb, 2^7, 747848
veb, 2^8, 779371
veb, 2^9, 899110
bst, 2^6, 31982
bst, 2^7, 37395
bst, 2^8, 50224
bst, 2^9, 39705
avl, 2^6, 26202
avl, 2^7, 30608
avl, 2^8, 34663
avl, 2^9, 45767
splay, 2^6, 149163
splay, 2^7, 164183
splay, 2^8, 176981
splay, 2^9, 165862
veb, 2^6, 802643
veb, 2^7, 748201
veb, 2^8, 782219
veb, 2^9, 889956
bst, 2^6, 31618
bst, 2^7, 37493
bst, 2^8, 42739
bst, 2^9, 40023
avl, 2^6, 26420
avl, 2^7, 30785
avl, 2^8, 34633
avl, 2^9, 48364
splay, 2^6, 126659
splay, 2^7, 143407
splay, 2^8, 188841
splay, 2^9, 163791
veb, 2^6, 843061
veb, 2^7, 749052
veb, 2^8, 899252
veb, 2^9, 779993
bst, 2^6, 27244
bst, 2^7, 31567
bst, 2^8, 35933
bst, 2^9, 40495
avl, 2^6, 26416
avl, 2^7, 30282
avl, 2^8, 34223
avl, 2^9, 38545
splay, 2^6, 124619
splay, 2^7, 154361
splay, 2^8, 188744
splay, 2^9, 165652
veb, 2^6, 746578
veb, 2^7, 754446
veb, 2^8, 779802
veb, 2^9, 802197
bst, 2^6, 26970
bst, 2^7, 31305
bst, 2^8, 35461
bst, 2^9, 40165
avl, 2^6, 26225
avl, 2^7, 36534
avl, 2^8, 40270
avl, 2^9, 38899
splay, 2^6, 125350
splay, 2^7, 144684
splay, 2^8, 187069
splay, 2^9, 164119
veb, 2^6, 770320
veb, 2^7, 752030
veb, 2^8, 779320
veb, 2^9, 828105
bst, 2^6, 27435
bst, 2^7, 31715
bst, 2^8, 35768
bst, 2^9, 40894
avl, 2^6, 26338
avl, 2^7, 30691
avl, 2^8, 34656
avl, 2^9, 38410
splay, 2^6, 127932
splay, 2^7, 149458
splay, 2^8, 158624
splay, 2^9, 164318
veb, 2^6, 798890
veb, 2^7, 751929
veb, 2^8, 784174
veb, 2^9, 853488
bst, 2^6, 26921
bst, 2^7, 31862
bst, 2^8, 35904
bst, 2^9, 40449
avl, 2^6, 26229
avl, 2^7, 30815
avl, 2^8, 34533
avl, 2^9, 38669
splay, 2^6, 126365
splay, 2^7, 144794
splay, 2^8, 160435
splay, 2^9, 163260
veb, 2^6, 798420
veb, 2^7, 747532
veb, 2^8, 779702
veb, 2^9, 889880
bst, 2^6, 26879
bst, 2^7, 32128
bst, 2^8, 36576
bst, 2^9, 53570
avl, 2^6, 30845
avl, 2^7, 36520
avl, 2^8, 41003
avl, 2^9, 46623
splay, 2^6, 150319
splay, 2^7, 172734
splay, 2^8, 188051
splay, 2^9, 156249
veb, 2^6, 722557
veb, 2^7, 749031
veb, 2^8, 780070
veb, 2^9, 827124
bst, 2^6, 27235
bst, 2^7, 31096
bst, 2^8, 35171
bst, 2^9, 40093
avl, 2^6, 26331
avl, 2^7, 30859
avl, 2^8, 40496
avl, 2^9, 40620
splay, 2^6, 126830
splay, 2^7, 146832
splay, 2^8, 159898
splay, 2^9, 164321
veb, 2^6, 801405
veb, 2^7, 748350
veb, 2^8, 780050
veb, 2^9, 854111
bst, 2^6, 28396
bst, 2^7, 32753
bst, 2^8, 36550
bst, 2^9, 42281
avl, 2^6, 26172
avl, 2^7, 31055
avl, 2^8, 40460
avl, 2^9, 38300
splay, 2^6, 126663
splay, 2^7, 146226
splay, 2^8, 158771
splay, 2^9, 155524
veb, 2^6, 832242
veb, 2^7, 747667
veb, 2^8, 786546
veb, 2^9, 886318
bst, 2^6, 27339
bst, 2^7, 31908
bst, 2^8, 36335
bst, 2^9, 41086
avl, 2^6, 25810
avl, 2^7, 42331
avl, 2^8, 40088
avl, 2^9, 37933
splay, 2^6, 124732
splay, 2^7, 144954
splay, 2^8, 162632
splay, 2^9, 140039
veb, 2^6, 859603
veb, 2^7, 883032
veb, 2^8, 904919
veb, 2^9, 890817
bst, 2^6, 36470
bst, 2^7, 37776
bst, 2^8, 43233
bst, 2^9, 48168
avl, 2^6, 30359
avl, 2^7, 35959
avl, 2^8, 34492
avl, 2^9, 37785
splay, 2^6, 124605
splay, 2^7, 148263
splay, 2^8, 158951
splay, 2^9, 160109
veb, 2^6, 824636
veb, 2^7, 748467
veb, 2^8, 923523
veb, 2^9, 918226
bst, 2^6, 32253
bst, 2^7, 38094
bst, 2^8, 43207
bst, 2^9, 48791
avl, 2^6, 31011
avl, 2^7, 36576
avl, 2^8, 40898
avl, 2^9, 38609
splay, 2^6, 126875
splay, 2^7, 150365
splay, 2^8, 192058
splay, 2^9, 165435
veb, 2^6, 763430
veb, 2^7, 844061
veb, 2^8, 779444
veb, 2^9, 837550
bst, 2^6, 27708
bst, 2^7, 31803
bst, 2^8, 36141
bst, 2^9, 40638
avl, 2^6, 26332
avl, 2^7, 30705
avl, 2^8, 34291
avl, 2^9, 38960
splay, 2^6, 126536
splay, 2^7, 145032
splay, 2^8, 190588
splay, 2^9, 164848
veb, 2^6, 767055
veb, 2^7, 755354
veb, 2^8, 779484
veb, 2^9, 824414
bst, 2^6, 26800
bst, 2^7, 31656
bst, 2^8, 36449
bst, 2^9, 40689
avl, 2^6, 26218
avl, 2^7, 30706
avl, 2^8, 34362
avl, 2^9, 38672
splay, 2^6, 140686
splay, 2^7, 153486
splay, 2^8, 159024
splay, 2^9, 160128
veb, 2^6, 825513
veb, 2^7, 755274
veb, 2^8, 778969
veb, 2^9, 809062
bst, 2^6, 26973
bst, 2^7, 32067
bst, 2^8, 36820
bst, 2^9, 40652
avl, 2^6, 26054
avl, 2^7, 30910
avl, 2^8, 34111
avl, 2^9, 38510
splay, 2^6, 124898
splay, 2^7, 145477
splay, 2^8, 159627
splay, 2^9, 139116
veb, 2^6, 853295
veb, 2^7, 754418
veb, 2^8, 780345
veb, 2^9, 844301
bst, 2^6, 27085
bst, 2^7, 32219
bst, 2^8, 35609
bst, 2^9, 40601
avl, 2^6, 25991
avl, 2^7, 30935
avl, 2^8, 34626
avl, 2^9, 38910
splay, 2^6, 128011
splay, 2^7, 145572
splay, 2^8, 157036
splay, 2^9, 140606
veb, 2^6, 831725
veb, 2^7, 747947
veb, 2^8, 828693
veb, 2^9, 900220
bst, 2^6, 27341
bst, 2^7, 31561
bst, 2^8, 36569
bst, 2^9, 40726
avl, 2^6, 25778
avl, 2^7, 30600
avl, 2^8, 34848
avl, 2^9, 45713
splay, 2^6, 147044
splay, 2^7, 171375
splay, 2^8, 187094
splay, 2^9, 137949
veb, 2^6, 858727
veb, 2^7, 747363
veb, 2^8, 780127
veb, 2^9, 895895
bst, 2^6, 27182
bst, 2^7, 32096
bst, 2^8, 36451
bst, 2^9, 40210
avl, 2^6, 26159
avl, 2^7, 31288
avl, 2^8, 33961
avl, 2^9, 38246
splay, 2^6, 123762
splay, 2^7, 144161
splay, 2^8, 158578
splay, 2^9, 138159
veb, 2^6, 814537
veb, 2^7, 748450
veb, 2^8, 779918
veb, 2^9, 920070
bst, 2^6, 27474
bst, 2^7, 31650
bst, 2^8, 36751
bst, 2^9, 41335
avl, 2^6, 26038
avl, 2^7, 31015
avl, 2^8, 41183
avl, 2^9, 45586
splay, 2^6, 153452
splay, 2^7, 173213
splay, 2^8, 187317
splay, 2^9, 164182
veb, 2^6, 853817
veb, 2^7, 895127
veb, 2^8, 933438
veb, 2^9, 920631
bst, 2^6, 33812
bst, 2^7, 38816
bst, 2^8, 43762
bst, 2^9, 49152
avl, 2^6, 31153
avl, 2^7, 36834
avl, 2^8, 40958
avl, 2^9, 45415
splay, 2^6, 152029
splay, 2^7, 172544
splay, 2^8, 191151
splay, 2^9, 165646
veb, 2^6, 851808
veb, 2^7, 892354
veb, 2^8, 924343
veb, 2^9, 913259
bst, 2^6, 33542
bst, 2^7, 38777
bst, 2^8, 43669
bst, 2^9, 49711
avl, 2^6, 31336
avl, 2^7, 35947
avl, 2^8, 40714
avl, 2^9, 45532
splay, 2^6, 151476
splay, 2^7, 172287
splay, 2^8, 200140
splay, 2^9, 165574
veb, 2^6, 857339
veb, 2^7, 886289
veb, 2^8, 1006921
veb, 2^9, 953634
