structure, size, time(ns)
splay, 2^9, 166291
veb, 2^6, 828006
veb, 2^7, 831379
veb, 2^8, 779587
veb, 2^9, 829351
bst, 2^6, 33934
bst, 2^7, 38167
bst, 2^8, 43050
bst, 2^9, 48368
avl, 2^6, 30734
avl, 2^7, 30144
avl, 2^8, 33653
avl, 2^9, 37926
splay, 2^6, 131371
splay, 2^7, 146864
splay, 2^8, 156520
splay, 2^9, 140167
veb, 2^6, 799847
veb, 2^7, 834939
veb, 2^8, 780053
veb, 2^9, 882676
bst, 2^6, 32505
bst, 2^7, 37700
bst, 2^8, 44484
bst, 2^9, 40979
avl, 2^6, 26015
avl, 2^7, 31060
avl, 2^8, 34453
avl, 2^9, 38580
splay, 2^6, 128276
splay, 2^7, 145491
splay, 2^8, 157674
splay, 2^9, 140959
veb, 2^6, 862323
veb, 2^7, 852095
veb, 2^8, 782641
veb, 2^9, 846354
bst, 2^6, 26879
bst, 2^7, 31730
bst, 2^8, 36253
bst, 2^9, 41216
avl, 2^6, 26239
avl, 2^7, 30641
avl, 2^8, 34203
avl, 2^9, 38207
splay, 2^6, 126216
splay, 2^7, 146607
splay, 2^8, 158416
splay, 2^9, 175647
veb, 2^6, 797904
veb, 2^7, 748532
veb, 2^8, 784133
veb, 2^9, 783999
bst, 2^6, 27062
bst, 2^7, 31129
bst, 2^8, 35455
bst, 2^9, 40998
avl, 2^6, 26350
avl, 2^7, 30647
avl, 2^8, 34313
avl, 2^9, 38548
splay, 2^6, 124482
splay, 2^7, 144036
splay, 2^8, 161460
splay, 2^9, 165102
veb, 2^6, 780811
veb, 2^7, 747444
veb, 2^8, 780464
veb, 2^9, 920482
bst, 2^6, 31683
bst, 2^7, 37495
bst, 2^8, 43001
bst, 2^9, 47936
avl, 2^6, 33177
avl, 2^7, 42098
avl, 2^8, 41331
avl, 2^9, 48104
splay, 2^6, 155527
splay, 2^7, 172389
splay, 2^8, 190818
splay, 2^9, 163490
veb, 2^6, 861861
veb, 2^7, 892001
veb, 2^8, 869679
veb, 2^9, 770512
bst, 2^6, 27122
bst, 2^7, 31446
bst, 2^8, 35901
bst, 2^9, 40131
avl, 2^6, 37792
avl, 2^7, 36563
avl, 2^8, 41203
avl, 2^9, 38613
splay, 2^6, 128843
splay, 2^7, 145951
splay, 2^8, 158302
splay, 2^9, 141664
veb, 2^6, 852045
veb, 2^7, 831502
veb, 2^8, 783129
veb, 2^9, 770687
bst, 2^6, 27583
bst, 2^7, 31877
bst, 2^8, 36321
bst, 2^9, 40810
avl, 2^6, 26423
avl, 2^7, 31142
avl, 2^8, 34229
avl, 2^9, 38926
splay, 2^6, 126515
splay, 2^7, 175482
splay, 2^8, 187146
splay, 2^9, 165923
veb, 2^6, 719038
veb, 2^7, 888155
veb, 2^8, 779606
veb, 2^9, 777075
bst, 2^6, 26999
bst, 2^7, 31872
bst, 2^8, 35988
bst, 2^9, 40217
avl, 2^6, 25998
avl, 2^7, 31226
avl, 2^8, 42696
avl, 2^9, 38866
splay, 2^6, 126023
splay, 2^7, 146890
splay, 2^8, 158307
splay, 2^9, 139278
veb, 2^6, 745750
veb, 2^7, 896737
veb, 2^8, 884966
veb, 2^9, 770426
bst, 2^6, 26538
bst, 2^7, 31858
bst, 2^8, 35694
bst, 2^9, 40456
avl, 2^6, 26094
avl, 2^7, 36234
avl, 2^8, 42146
avl, 2^9, 38021
splay, 2^6, 125303
splay, 2^7, 144706
splay, 2^8, 158933
splay, 2^9, 138527
veb, 2^6, 852026
veb, 2^7, 892768
veb, 2^8, 932393
veb, 2^9, 872990
bst, 2^6, 26989
bst, 2^7, 31565
bst, 2^8, 35752
bst, 2^9, 41269
avl, 2^6, 26270
avl, 2^7, 30991
avl, 2^8, 34473
avl, 2^9, 46264
splay, 2^6, 151849
splay, 2^7, 171696
splay, 2^8, 201415
splay, 2^9, 137706
veb, 2^6, 852013
veb, 2^7, 749247
veb, 2^8, 924082
veb, 2^9, 911722
bst, 2^6, 31971
bst, 2^7, 37565
bst, 2^8, 44311
bst, 2^9, 40394
avl, 2^6, 26134
avl, 2^7, 31002
avl, 2^8, 41558
avl, 2^9, 38283
splay, 2^6, 151943
splay, 2^7, 171968
splay, 2^8, 190240
splay, 2^9, 163447
veb, 2^6, 721347
veb, 2^7, 757135
veb, 2^8, 779882
veb, 2^9, 854542
bst, 2^6, 32586
bst, 2^7, 37310
bst, 2^8, 42718
bst, 2^9, 47537
avl, 2^6, 31058
avl, 2^7, 36453
avl, 2^8, 41117
avl, 2^9, 45366
splay, 2^6, 150025
splay, 2^7, 179404
splay, 2^8, 156215
splay, 2^9, 139652
veb, 2^6, 726458
veb, 2^7, 748682
veb, 2^8, 916128
veb, 2^9, 863538
bst, 2^6, 31030
bst, 2^7, 35812
bst, 2^8, 40741
bst, 2^9, 46477
avl, 2^6, 34963
avl, 2^7, 40288
avl, 2^8, 41116
avl, 2^9, 37610
splay, 2^6, 132440
splay, 2^7, 161663
splay, 2^8, 159079
splay, 2^9, 137796
veb, 2^6, 721015
veb, 2^7, 749388
veb, 2^8, 931318
veb, 2^9, 857375
bst, 2^6, 34404
bst, 2^7, 37773
bst, 2^8, 43084
bst, 2^9, 48836
avl, 2^6, 30810
avl, 2^7, 29811
avl, 2^8, 33625
avl, 2^9, 37590
splay, 2^6, 127502
splay, 2^7, 146698
splay, 2^8, 159514
splay, 2^9, 138294
veb, 2^6, 719191
veb, 2^7, 773176
veb, 2^8, 923915
veb, 2^9, 886057
bst, 2^6, 28055
bst, 2^7, 32329
bst, 2^8, 36543
bst, 2^9, 40188
avl, 2^6, 25058
avl, 2^7, 30572
avl, 2^8, 40511
avl, 2^9, 38742
splay, 2^6, 128917
splay, 2^7, 180347
splay, 2^8, 194125
splay, 2^9, 185957
veb, 2^6, 867511
veb, 2^7, 894479
veb, 2^8, 779891
veb, 2^9, 771423
bst, 2^6, 29052
bst, 2^7, 32087
bst, 2^8, 36519
bst, 2^9, 48096
avl, 2^6, 30259
avl, 2^7, 35792
avl, 2^8, 33794
avl, 2^9, 38009
splay, 2^6, 131459
splay, 2^7, 147792
splay, 2^8, 158300
splay, 2^9, 144001
veb, 2^6, 719060
veb, 2^7, 862329
veb, 2^8, 853995
veb, 2^9, 797547
bst, 2^6, 32313
bst, 2^7, 46155
bst, 2^8, 43393
bst, 2^9, 48433
avl, 2^6, 30721
avl, 2^7, 35565
avl, 2^8, 40138
avl, 2^9, 41810
splay, 2^6, 128580
splay, 2^7, 156041
splay, 2^8, 188764
splay, 2^9, 164665
veb, 2^6, 829498
veb, 2^7, 751221
veb, 2^8, 851035
veb, 2^9, 917367
bst, 2^6, 28770
bst, 2^7, 32716
bst, 2^8, 36820
bst, 2^9, 41522
avl, 2^6, 25839
avl, 2^7, 35446
avl, 2^8, 33357
avl, 2^9, 37354
splay, 2^6, 127456
splay, 2^7, 145505
splay, 2^8, 189436
splay, 2^9, 165193
veb, 2^6, 752197
veb, 2^7, 890111
veb, 2^8, 780263
veb, 2^9, 769988
bst, 2^6, 28630
bst, 2^7, 32257
bst, 2^8, 37180
bst, 2^9, 41256
avl, 2^6, 25878
avl, 2^7, 30177
avl, 2^8, 33920
avl, 2^9, 37569
splay, 2^6, 146003
splay, 2^7, 172610
splay, 2^8, 190382
splay, 2^9, 166638
veb, 2^6, 743600
veb, 2^7, 813904
veb, 2^8, 925514
veb, 2^9, 770347
bst, 2^6, 28063
bst, 2^7, 32129
bst, 2^8, 36625
bst, 2^9, 39917
avl, 2^6, 25758
avl, 2^7, 30398
avl, 2^8, 33769
avl, 2^9, 44288
splay, 2^6, 149213
splay, 2^7, 184422
splay, 2^8, 160429
splay, 2^9, 139749
veb, 2^6, 859513
veb, 2^7, 748661
veb, 2^8, 879832
veb, 2^9, 773972
bst, 2^6, 28305
bst, 2^7, 32247
bst, 2^8, 36477
bst, 2^9, 41002
avl, 2^6, 25730
avl, 2^7, 30180
avl, 2^8, 40301
avl, 2^9, 38018
splay, 2^6, 127593
splay, 2^7, 146878
splay, 2^8, 186941
splay, 2^9, 166137
veb, 2^6, 741147
veb, 2^7, 754586
veb, 2^8, 924327
veb, 2^9, 769992
bst, 2^6, 27187
bst, 2^7, 32003
bst, 2^8, 36867
bst, 2^9, 48782
avl, 2^6, 30683
avl, 2^7, 35467
avl, 2^8, 33434
avl, 2^9, 44559
splay, 2^6, 148914
splay, 2^7, 171614
splay, 2^8, 186549
splay, 2^9, 139790
veb, 2^6, 726446
veb, 2^7, 747512
veb, 2^8, 851909
veb, 2^9, 769952
bst, 2^6, 29008
bst, 2^7, 32313
bst, 2^8, 37034
bst, 2^9, 41790
avl, 2^6, 25849
avl, 2^7, 30217
avl, 2^8, 33576
avl, 2^9, 38235
splay, 2^6, 128065
splay, 2^7, 145701
splay, 2^8, 159241
splay, 2^9, 143024
veb, 2^6, 719464
veb, 2^7, 748579
veb, 2^8, 892718
veb, 2^9, 855036
bst, 2^6, 33613
bst, 2^7, 42748
bst, 2^8, 43044
bst, 2^9, 48112
avl, 2^6, 25835
avl, 2^7, 30085
avl, 2^8, 39868
avl, 2^9, 39488
splay, 2^6, 160057
splay, 2^7, 173272
splay, 2^8, 189883
splay, 2^9, 145430
veb, 2^6, 718790
veb, 2^7, 858232
veb, 2^8, 779262
veb, 2^9, 777962
bst, 2^6, 28040
bst, 2^7, 31916
bst, 2^8, 36289
bst, 2^9, 40118
avl, 2^6, 25164
avl, 2^7, 36022
avl, 2^8, 40298
avl, 2^9, 39928
splay, 2^6, 150596
splay, 2^7, 171737
splay, 2^8, 188936
splay, 2^9, 155950
veb, 2^6, 718765
veb, 2^7, 860301
veb, 2^8, 780075
veb, 2^9, 770590
bst, 2^6, 29785
bst, 2^7, 38051
bst, 2^8, 42852
bst, 2^9, 48399
avl, 2^6, 30080
avl, 2^7, 35887
avl, 2^8, 33980
avl, 2^9, 38411
splay, 2^6, 126349
splay, 2^7, 145909
splay, 2^8, 158040
splay, 2^9, 138847
veb, 2^6, 719027
veb, 2^7, 842949
veb, 2^8, 779531
veb, 2^9, 783897
bst, 2^6, 33052
bst, 2^7, 38074
bst, 2^8, 43387
bst, 2^9, 47747
avl, 2^6, 29998
avl, 2^7, 35849
avl, 2^8, 33729
avl, 2^9, 45530
splay, 2^6, 149027
splay, 2^7, 171174
splay, 2^8, 188289
splay, 2^9, 140045
veb, 2^6, 765812
veb, 2^7, 794884
veb, 2^8, 782419
veb, 2^9, 871177
bst, 2^6, 32861
bst, 2^7, 37781
bst, 2^8, 44547
bst, 2^9, 40179
avl, 2^6, 25170
avl, 2^7, 30474
avl, 2^8, 33972
avl, 2^9, 38463
splay, 2^6, 126510
splay, 2^7, 145897
splay, 2^8, 158615
splay, 2^9, 180765
veb, 2^6, 721312
veb, 2^7, 843630
veb, 2^8, 845870
veb, 2^9, 770967
bst, 2^6, 28009
bst, 2^7, 31815
bst, 2^8, 37497
bst, 2^9, 48046
avl, 2^6, 31277
avl, 2^7, 35786
avl, 2^8, 39981
avl, 2^9, 45061
splay, 2^6, 162142
splay, 2^7, 147457
splay, 2^8, 158923
splay, 2^9, 141085
veb, 2^6, 867427
veb, 2^7, 888016
veb, 2^8, 934189
veb, 2^9, 920758
bst, 2^6, 33704
bst, 2^7, 38404
bst, 2^8, 43291
bst, 2^9, 48998
avl, 2^6, 31179
avl, 2^7, 35818
avl, 2^8, 40184
avl, 2^9, 46543
splay, 2^6, 154180
splay, 2^7, 173044
splay, 2^8, 187413
splay, 2^9, 164838
veb, 2^6, 855531
veb, 2^7, 886284
veb, 2^8, 923729
veb, 2^9, 913290
bst, 2^6, 33047
bst, 2^7, 38140
bst, 2^8, 43622
bst, 2^9, 48347
avl, 2^6, 30207
avl, 2^7, 35567
avl, 2^8, 41089
avl, 2^9, 45177
splay, 2^6, 152278
splay, 2^7, 173232
splay, 2^8, 189648
splay, 2^9, 166352
veb, 2^6, 852684
veb, 2^7, 891068
veb, 2^8, 936368
veb, 2^9, 881557
bst, 2^6, 28420
bst, 2^7, 32123
bst, 2^8, 36616
bst, 2^9, 41041
avl, 2^6, 25875
avl, 2^7, 30283
avl, 2^8, 33452
avl, 2^9, 37979
splay, 2^6, 129398
splay, 2^7, 145539
splay, 2^8, 160124
splay, 2^9, 139439
veb, 2^6, 719294
veb, 2^7, 889640
veb, 2^8, 923758
veb, 2^9, 942040
bst, 2^6, 32869
bst, 2^7, 38437
bst, 2^8, 43115
bst, 2^9, 48146
avl, 2^6, 30264
avl, 2^7, 50084
avl, 2^8, 41320
avl, 2^9, 46239
splay, 2^6, 155970
splay, 2^7, 174188
splay, 2^8, 187546
splay, 2^9, 164141
veb, 2^6, 857031
veb, 2^7, 899895
veb, 2^8, 981558
veb, 2^9, 915904
bst, 2^6, 32787
bst, 2^7, 37510
bst, 2^8, 42559
bst, 2^9, 48915
avl, 2^6, 31510
avl, 2^7, 36399
avl, 2^8, 40810
avl, 2^9, 38517
splay, 2^6, 131930
splay, 2^7, 146377
splay, 2^8, 158902
splay, 2^9, 138588
veb, 2^6, 804027
veb, 2^7, 789599
veb, 2^8, 852298
veb, 2^9, 923923
bst, 2^6, 37590
bst, 2^7, 43312
bst, 2^8, 47811
bst, 2^9, 53782
avl, 2^6, 34398
avl, 2^7, 43177
avl, 2^8, 46737
avl, 2^9, 46558
splay, 2^6, 156401
splay, 2^7, 173656
splay, 2^8, 190162
splay, 2^9, 166022
veb, 2^6, 859238
veb, 2^7, 900269
veb, 2^8, 780171
veb, 2^9, 770628
bst, 2^6, 28995
bst, 2^7, 32264
bst, 2^8, 37041
bst, 2^9, 49717
avl, 2^6, 33018
avl, 2^7, 35884
avl, 2^8, 33989
avl, 2^9, 44726
splay, 2^6, 151491
splay, 2^7, 157804
splay, 2^8, 159753
splay, 2^9, 139232
veb, 2^6, 870656
veb, 2^7, 747461
veb, 2^8, 857020
veb, 2^9, 914540
bst, 2^6, 32810
bst, 2^7, 38144
bst, 2^8, 42268
bst, 2^9, 47956
avl, 2^6, 30875
avl, 2^7, 30609
avl, 2^8, 34530
avl, 2^9, 45413
splay, 2^6, 151311
splay, 2^7, 171715
splay, 2^8, 187092
splay, 2^9, 164608
veb, 2^6, 742488
veb, 2^7, 779678
veb, 2^8, 923954
veb, 2^9, 915846
bst, 2^6, 34415
bst, 2^7, 31978
bst, 2^8, 35988
bst, 2^9, 41731
avl, 2^6, 26331
avl, 2^7, 30518
avl, 2^8, 40434
avl, 2^9, 38927
splay, 2^6, 131989
splay, 2^7, 149088
splay, 2^8, 163404
splay, 2^9, 138933
veb, 2^6, 872983
veb, 2^7, 858947
veb, 2^8, 846015
veb, 2^9, 787497
bst, 2^6, 32724
bst, 2^7, 38062
bst, 2^8, 42747
bst, 2^9, 47973
avl, 2^6, 31282
avl, 2^7, 36470
avl, 2^8, 46543
avl, 2^9, 38665
splay, 2^6, 130938
splay, 2^7, 148232
splay, 2^8, 165205
splay, 2^9, 139647
veb, 2^6, 791882
veb, 2^7, 861451
veb, 2^8, 958936
veb, 2^9, 973893
bst, 2^6, 35244
bst, 2^7, 39656
bst, 2^8, 46728
bst, 2^9, 51508
avl, 2^6, 35400
avl, 2^7, 41094
avl, 2^8, 45782
avl, 2^9, 47718
splay, 2^6, 179564
splay, 2^7, 207008
splay, 2^8, 224000
splay, 2^9, 191489
veb, 2^6, 855119
veb, 2^7, 909892
veb, 2^8, 955644
veb, 2^9, 923730
bst, 2^6, 33119
bst, 2^7, 37804
bst, 2^8, 42675
bst, 2^9, 48273
avl, 2^6, 31500
avl, 2^7, 40820
avl, 2^8, 46685
avl, 2^9, 48760
splay, 2^6, 195469
splay, 2^7, 237313
splay, 2^8, 294310
splay, 2^9, 214481
veb, 2^6, 859290
veb, 2^7, 903740
veb, 2^8, 936019
veb, 2^9, 917359
bst, 2^6, 33069
bst, 2^7, 37600
bst, 2^8, 47303
bst, 2^9, 52369
avl, 2^6, 36135
avl, 2^7, 36564
avl, 2^8, 40574
avl, 2^9, 45741
splay, 2^6, 160716
splay, 2^7, 173987
splay, 2^8, 192907
splay, 2^9, 165646
veb, 2^6, 867240
veb, 2^7, 887266
veb, 2^8, 809734
veb, 2^9, 770684
bst, 2^6, 27368
bst, 2^7, 31345
bst, 2^8, 35907
bst, 2^9, 40501
avl, 2^6, 26786
avl, 2^7, 31230
avl, 2^8, 40735
avl, 2^9, 38580
splay, 2^6, 127430
splay, 2^7, 145663
splay, 2^8, 159010
splay, 2^9, 137982
veb, 2^6, 771367
veb, 2^7, 901002
veb, 2^8, 934144
veb, 2^9, 785285
bst, 2^6, 30091
bst, 2^7, 37894
bst, 2^8, 42908
bst, 2^9, 48247
avl, 2^6, 31354
avl, 2^7, 36354
avl, 2^8, 40279
avl, 2^9, 37777
splay, 2^6, 140362
splay, 2^7, 144675
splay, 2^8, 159752
splay, 2^9, 139571
veb, 2^6, 718806
veb, 2^7, 886875
veb, 2^8, 779203
veb, 2^9, 777835
bst, 2^6, 27502
bst, 2^7, 32369
bst, 2^8, 36373
bst, 2^9, 42920
avl, 2^6, 30443
avl, 2^7, 36136
avl, 2^8, 40323
avl, 2^9, 41158
splay, 2^6, 126048
splay, 2^7, 145865
splay, 2^8, 165547
splay, 2^9, 139337
veb, 2^6, 814708
veb, 2^7, 887028
veb, 2^8, 825386
veb, 2^9, 800937
bst, 2^6, 31572
bst, 2^7, 37639
bst, 2^8, 42775
bst, 2^9, 47681
avl, 2^6, 31287
avl, 2^7, 36363
avl, 2^8, 34035
avl, 2^9, 37677
splay, 2^6, 127261
splay, 2^7, 147101
splay, 2^8, 159930
splay, 2^9, 140284
veb, 2^6, 718642
veb, 2^7, 901143
veb, 2^8, 883641
veb, 2^9, 851024
bst, 2^6, 33389
bst, 2^7, 38695
bst, 2^8, 42803
bst, 2^9, 48356
avl, 2^6, 30842
avl, 2^7, 30625
avl, 2^8, 40491
avl, 2^9, 38500
splay, 2^6, 129920
splay, 2^7, 144762
splay, 2^8, 158351
splay, 2^9, 139335
veb, 2^6, 742864
veb, 2^7, 820582
veb, 2^8, 780496
veb, 2^9, 839072
bst, 2^6, 34032
bst, 2^7, 38194
bst, 2^8, 43643
bst, 2^9, 48843
avl, 2^6, 30605
avl, 2^7, 38918
avl, 2^8, 33618
avl, 2^9, 38148
splay, 2^6, 130457
splay, 2^7, 145776
splay, 2^8, 161454
splay, 2^9, 139486
veb, 2^6, 844971
veb, 2^7, 747341
veb, 2^8, 935845
veb, 2^9, 913717
bst, 2^6, 33915
bst, 2^7, 40773
bst, 2^8, 37001
bst, 2^9, 41366
avl, 2^6, 27348
avl, 2^7, 30792
avl, 2^8, 34484
avl, 2^9, 45869
splay, 2^6, 153458
splay, 2^7, 171267
splay, 2^8, 158247
splay, 2^9, 140636
veb, 2^6, 857053
veb, 2^7, 748521
veb, 2^8, 920782
veb, 2^9, 926083
bst, 2^6, 33572
bst, 2^7, 38728
bst, 2^8, 47136
bst, 2^9, 51507
avl, 2^6, 31140
avl, 2^7, 36209
avl, 2^8, 43885
avl, 2^9, 39373
splay, 2^6, 127366
splay, 2^7, 146529
splay, 2^8, 186158
splay, 2^9, 164906
veb, 2^6, 780321
veb, 2^7, 748308
veb, 2^8, 903902
veb, 2^9, 889766
bst, 2^6, 27787
bst, 2^7, 31959
bst, 2^8, 35750
bst, 2^9, 40269
avl, 2^6, 26483
avl, 2^7, 30960
avl, 2^8, 33910
avl, 2^9, 38561
splay, 2^6, 127476
splay, 2^7, 154961
splay, 2^8, 188431
splay, 2^9, 164666
veb, 2^6, 780676
veb, 2^7, 756750
veb, 2^8, 824372
veb, 2^9, 868281
bst, 2^6, 27133
bst, 2^7, 31823
bst, 2^8, 35667
bst, 2^9, 39538
avl, 2^6, 26833
avl, 2^7, 30545
avl, 2^8, 34384
avl, 2^9, 38496
splay, 2^6, 153051
splay, 2^7, 173552
splay, 2^8, 187448
splay, 2^9, 166264
veb, 2^6, 718781
veb, 2^7, 748292
veb, 2^8, 810975
veb, 2^9, 864554
bst, 2^6, 26908
bst, 2^7, 31719
bst, 2^8, 36193
bst, 2^9, 40497
avl, 2^6, 26240
avl, 2^7, 30996
avl, 2^8, 34111
avl, 2^9, 40161
splay, 2^6, 148444
splay, 2^7, 171861
splay, 2^8, 188675
splay, 2^9, 167310
veb, 2^6, 726000
veb, 2^7, 748105
veb, 2^8, 854690
veb, 2^9, 864098
bst, 2^6, 27081
bst, 2^7, 31771
bst, 2^8, 36156
bst, 2^9, 40008
avl, 2^6, 26597
avl, 2^7, 33539
avl, 2^8, 46091
avl, 2^9, 45416
splay, 2^6, 151219
splay, 2^7, 171900
splay, 2^8, 189814
splay, 2^9, 165816
veb, 2^6, 857832
veb, 2^7, 886486
veb, 2^8, 952154
veb, 2^9, 936396
bst, 2^6, 32806
bst, 2^7, 37556
bst, 2^8, 42540
bst, 2^9, 47917
avl, 2^6, 31213
avl, 2^7, 36239
avl, 2^8, 40733
avl, 2^9, 47021
splay, 2^6, 172938
splay, 2^7, 172368
splay, 2^8, 192501
splay, 2^9, 165417
veb, 2^6, 862968
veb, 2^7, 914146
veb, 2^8, 937394
veb, 2^9, 888920
bst, 2^6, 27464
bst, 2^7, 32048
bst, 2^8, 36191
bst, 2^9, 40551
avl, 2^6, 26958
avl, 2^7, 30233
avl, 2^8, 40514
avl, 2^9, 38538
splay, 2^6, 131077
splay, 2^7, 144429
splay, 2^8, 158863
splay, 2^9, 137520
veb, 2^6, 839422
veb, 2^7, 785181
veb, 2^8, 947416
veb, 2^9, 912544
bst, 2^6, 31517
bst, 2^7, 37605
bst, 2^8, 42673
bst, 2^9, 46923
avl, 2^6, 31036
avl, 2^7, 36520
avl, 2^8, 41654
avl, 2^9, 40302
splay, 2^6, 145180
splay, 2^7, 174553
splay, 2^8, 187982
splay, 2^9, 165454
veb, 2^6, 719813
veb, 2^7, 885692
veb, 2^8, 834391
veb, 2^9, 921340
bst, 2^6, 33455
bst, 2^7, 38343
bst, 2^8, 43041
bst, 2^9, 41609
avl, 2^6, 26204
avl, 2^7, 35954
avl, 2^8, 40652
avl, 2^9, 45969
splay, 2^6, 146889
splay, 2^7, 176685
splay, 2^8, 178403
splay, 2^9, 163751
veb, 2^6, 851523
veb, 2^7, 849759
veb, 2^8, 780285
veb, 2^9, 852409
bst, 2^6, 28290
bst, 2^7, 32632
bst, 2^8, 46637
bst, 2^9, 48047
avl, 2^6, 32630
avl, 2^7, 36170
avl, 2^8, 34363
avl, 2^9, 39338
splay, 2^6, 127018
splay, 2^7, 144520
splay, 2^8, 158326
splay, 2^9, 139384
veb, 2^6, 807961
veb, 2^7, 747405
veb, 2^8, 779401
veb, 2^9, 899955
bst, 2^6, 31696
bst, 2^7, 37479
bst, 2^8, 42313
bst, 2^9, 47828
avl, 2^6, 31133
avl, 2^7, 30737
avl, 2^8, 34337
avl, 2^9, 38331
splay, 2^6, 127974
splay, 2^7, 146340
splay, 2^8, 157600
splay, 2^9, 138633
veb, 2^6, 819601
veb, 2^7, 793879
veb, 2^8, 779558
veb, 2^9, 917991
bst, 2^6, 28568
bst, 2^7, 32843
bst, 2^8, 37240
bst, 2^9, 41620
avl, 2^6, 26426
avl, 2^7, 33005
avl, 2^8, 34354
avl, 2^9, 38285
splay, 2^6, 126604
splay, 2^7, 145098
splay, 2^8, 159358
splay, 2^9, 137849
veb, 2^6, 846649
veb, 2^7, 747658
veb, 2^8, 818007
veb, 2^9, 930597
bst, 2^6, 28143
bst, 2^7, 32148
bst, 2^8, 36529
bst, 2^9, 40222
avl, 2^6, 26391
avl, 2^7, 31123
avl, 2^8, 33960
avl, 2^9, 38329
splay, 2^6, 126198
splay, 2^7, 165542
splay, 2^8, 185680
splay, 2^9, 166418
veb, 2^6, 856510
veb, 2^7, 885836
veb, 2^8, 923702
veb, 2^9, 899983
bst, 2^6, 28423
bst, 2^7, 32901
bst, 2^8, 36827
bst, 2^9, 42254
avl, 2^6, 26032
avl, 2^7, 30687
avl, 2^8, 40594
avl, 2^9, 38577
splay, 2^6, 127394
splay, 2^7, 175151
splay, 2^8, 191242
splay, 2^9, 164463
veb, 2^6, 798565
veb, 2^7, 756707
veb, 2^8, 779914
veb, 2^9, 895140
bst, 2^6, 32463
bst, 2^7, 37770
bst, 2^8, 48935
bst, 2^9, 47787
avl, 2^6, 30392
avl, 2^7, 35912
avl, 2^8, 40428
avl, 2^9, 45124
splay, 2^6, 148524
splay, 2^7, 170708
splay, 2^8, 187773
splay, 2^9, 154671
veb, 2^6, 719466
veb, 2^7, 747440
veb, 2^8, 885421
veb, 2^9, 927957
bst, 2^6, 37970
bst, 2^7, 43392
bst, 2^8, 49444
bst, 2^9, 53743
avl, 2^6, 36016
avl, 2^7, 35577
avl, 2^8, 43934
avl, 2^9, 45404
splay, 2^6, 146020
splay, 2^7, 145180
splay, 2^8, 158224
splay, 2^9, 139558
veb, 2^6, 856354
veb, 2^7, 749024
veb, 2^8, 860596
veb, 2^9, 867238
bst, 2^6, 28680
bst, 2^7, 32210
bst, 2^8, 36993
bst, 2^9, 41779
avl, 2^6, 25703
avl, 2^7, 30602
avl, 2^8, 33438
avl, 2^9, 45112
splay, 2^6, 146814
splay, 2^7, 144626
splay, 2^8, 158367
splay, 2^9, 138277
veb, 2^6, 719738
veb, 2^7, 749386
veb, 2^8, 816491
veb, 2^9, 861202
bst, 2^6, 27037
bst, 2^7, 32024
bst, 2^8, 36459
bst, 2^9, 39982
avl, 2^6, 25687
avl, 2^7, 34553
avl, 2^8, 34477
avl, 2^9, 44390
splay, 2^6, 151145
splay, 2^7, 179771
splay, 2^8, 241137
splay, 2^9, 209517
veb, 2^6, 871951
veb, 2^7, 748545
veb, 2^8, 877003
veb, 2^9, 817045
bst, 2^6, 33974
bst, 2^7, 38610
bst, 2^8, 43927
bst, 2^9, 50779
avl, 2^6, 30387
avl, 2^7, 35226
avl, 2^8, 40477
avl, 2^9, 45648
splay, 2^6, 154224
splay, 2^7, 175067
splay, 2^8, 189070
splay, 2^9, 140169
veb, 2^6, 719201
veb, 2^7, 758912
veb, 2^8, 907010
veb, 2^9, 770514
bst, 2^6, 27317
bst, 2^7, 31668
bst, 2^8, 36301
bst, 2^9, 40681
avl, 2^6, 26436
avl, 2^7, 31212
avl, 2^8, 34551
avl, 2^9, 38948
splay, 2^6, 128574
splay, 2^7, 172638
splay, 2^8, 187477
splay, 2^9, 164066
veb, 2^6, 719266
veb, 2^7, 747493
veb, 2^8, 923710
veb, 2^9, 924274
bst, 2^6, 32771
bst, 2^7, 38388
bst, 2^8, 44102
bst, 2^9, 49102
avl, 2^6, 31157
avl, 2^7, 36548
avl, 2^8, 34602
avl, 2^9, 38367
splay, 2^6, 125227
splay, 2^7, 145647
splay, 2^8, 159854
splay, 2^9, 138782
veb, 2^6, 723454
veb, 2^7, 747672
veb, 2^8, 936138
veb, 2^9, 804178
bst, 2^6, 33717
bst, 2^7, 38828
bst, 2^8, 44048
bst, 2^9, 49743
avl, 2^6, 30855
avl, 2^7, 36646
avl, 2^8, 34399
avl, 2^9, 39035
splay, 2^6, 138564
splay, 2^7, 154683
splay, 2^8, 159399
splay, 2^9, 138704
veb, 2^6, 722475
veb, 2^7, 748392
veb, 2^8, 893523
veb, 2^9, 770256
bst, 2^6, 28326
bst, 2^7, 32702
bst, 2^8, 36707
bst, 2^9, 42257
avl, 2^6, 26438
avl, 2^7, 31094
avl, 2^8, 34891
avl, 2^9, 38460
splay, 2^6, 127034
splay, 2^7, 146236
splay, 2^8, 175485
splay, 2^9, 164970
veb, 2^6, 780924
veb, 2^7, 747626
veb, 2^8, 906902
veb, 2^9, 910734
bst, 2^6, 28342
bst, 2^7, 32512
bst, 2^8, 37248
bst, 2^9, 41775
avl, 2^6, 37954
avl, 2^7, 36472
avl, 2^8, 40442
avl, 2^9, 38684
