structure, size, time(ns)
splay, 2^11, 482648
veb, 2^8, 1471361
veb, 2^9, 1684256
veb, 2^10, 1834805
veb, 2^11, 1706439
bst, 2^8, 77397
bst, 2^9, 112669
bst, 2^10, 126508
bst, 2^11, 145147
avl, 2^8, 80592
avl, 2^9, 99242
avl, 2^10, 95276
avl, 2^11, 128210
splay, 2^8, 394564
splay, 2^9, 431220
splay, 2^10, 558615
splay, 2^11, 479985
veb, 2^8, 1572537
veb, 2^9, 1525343
veb, 2^10, 1685005
veb, 2^11, 1849197
bst, 2^8, 92292
bst, 2^9, 105892
bst, 2^10, 125850
bst, 2^11, 146723
avl, 2^8, 81772
avl, 2^9, 98323
avl, 2^10, 114982
avl, 2^11, 106068
splay, 2^8, 362324
splay, 2^9, 421411
splay, 2^10, 480400
splay, 2^11, 534754
veb, 2^8, 1602381
veb, 2^9, 1645324
veb, 2^10, 1767241
veb, 2^11, 1706132
bst, 2^8, 77093
bst, 2^9, 114935
bst, 2^10, 126289
bst, 2^11, 147065
avl, 2^8, 68079
avl, 2^9, 95756
avl, 2^10, 114595
avl, 2^11, 129765
splay, 2^8, 400016
splay, 2^9, 417673
splay, 2^10, 539597
splay, 2^11, 481515
veb, 2^8, 1559341
veb, 2^9, 1608482
veb, 2^10, 1783693
veb, 2^11, 1867612
bst, 2^8, 90771
bst, 2^9, 107841
bst, 2^10, 128942
bst, 2^11, 135006
avl, 2^8, 70348
avl, 2^9, 97042
avl, 2^10, 112024
avl, 2^11, 105146
splay, 2^8, 419944
splay, 2^9, 482525
splay, 2^10, 475982
splay, 2^11, 490113
veb, 2^8, 1551762
veb, 2^9, 1498947
veb, 2^10, 1607063
veb, 2^11, 1870651
bst, 2^8, 77862
bst, 2^9, 89704
bst, 2^10, 106303
bst, 2^11, 123194
avl, 2^8, 67417
avl, 2^9, 96732
avl, 2^10, 113662
avl, 2^11, 106630
splay, 2^8, 352078
splay, 2^9, 423981
splay, 2^10, 561567
splay, 2^11, 478831
veb, 2^8, 1465207
veb, 2^9, 1584625
veb, 2^10, 1736128
veb, 2^11, 1780421
bst, 2^8, 91408
bst, 2^9, 108694
bst, 2^10, 126808
bst, 2^11, 124468
avl, 2^8, 79118
avl, 2^9, 95807
avl, 2^10, 113741
avl, 2^11, 136219
splay, 2^8, 418589
splay, 2^9, 501985
splay, 2^10, 474168
splay, 2^11, 560223
veb, 2^8, 1436438
veb, 2^9, 1649688
veb, 2^10, 1755578
veb, 2^11, 1903141
bst, 2^8, 76966
bst, 2^9, 90616
bst, 2^10, 107589
bst, 2^11, 144374
avl, 2^8, 82824
avl, 2^9, 80616
avl, 2^10, 94014
avl, 2^11, 126596
splay, 2^8, 427201
splay, 2^9, 503126
splay, 2^10, 570147
splay, 2^11, 612213
veb, 2^8, 1435866
veb, 2^9, 1592914
veb, 2^10, 1843436
veb, 2^11, 1909541
bst, 2^8, 97133
bst, 2^9, 104797
bst, 2^10, 125645
bst, 2^11, 140205
avl, 2^8, 68936
avl, 2^9, 97580
avl, 2^10, 98349
avl, 2^11, 121408
splay, 2^8, 351048
splay, 2^9, 420261
splay, 2^10, 563010
splay, 2^11, 480125
veb, 2^8, 1616718
veb, 2^9, 1702390
veb, 2^10, 1665933
veb, 2^11, 1861768
bst, 2^8, 91558
bst, 2^9, 103566
bst, 2^10, 124033
bst, 2^11, 143826
avl, 2^8, 82736
avl, 2^9, 81378
avl, 2^10, 122976
avl, 2^11, 108392
splay, 2^8, 350545
splay, 2^9, 494017
splay, 2^10, 481969
splay, 2^11, 536521
veb, 2^8, 1633634
veb, 2^9, 1659618
veb, 2^10, 1778668
veb, 2^11, 1875862
bst, 2^8, 74555
bst, 2^9, 88793
bst, 2^10, 105825
bst, 2^11, 118394
avl, 2^8, 81947
avl, 2^9, 94364
avl, 2^10, 95644
avl, 2^11, 128511
splay, 2^8, 457463
splay, 2^9, 461590
splay, 2^10, 478061
splay, 2^11, 485292
veb, 2^8, 1501877
veb, 2^9, 1687355
veb, 2^10, 1631015
veb, 2^11, 1878470
bst, 2^8, 78082
bst, 2^9, 89663
bst, 2^10, 107947
bst, 2^11, 123566
avl, 2^8, 73089
avl, 2^9, 105253
avl, 2^10, 112896
avl, 2^11, 124003
splay, 2^8, 348823
splay, 2^9, 421537
splay, 2^10, 476978
splay, 2^11, 560407
veb, 2^8, 1599536
veb, 2^9, 1667266
veb, 2^10, 1773428
veb, 2^11, 1788086
bst, 2^8, 77026
bst, 2^9, 91132
bst, 2^10, 125648
bst, 2^11, 152438
avl, 2^8, 67915
avl, 2^9, 97711
avl, 2^10, 97268
avl, 2^11, 135339
splay, 2^8, 413184
splay, 2^9, 458456
splay, 2^10, 488722
splay, 2^11, 577368
veb, 2^8, 1654794
veb, 2^9, 1692851
veb, 2^10, 1769723
veb, 2^11, 1989548
bst, 2^8, 77265
bst, 2^9, 90186
bst, 2^10, 128401
bst, 2^11, 145076
avl, 2^8, 70398
avl, 2^9, 105827
avl, 2^10, 98446
avl, 2^11, 128084
splay, 2^8, 419252
splay, 2^9, 421458
splay, 2^10, 490356
splay, 2^11, 528167
veb, 2^8, 1536817
veb, 2^9, 1665570
veb, 2^10, 1722192
veb, 2^11, 1878868
bst, 2^8, 78648
bst, 2^9, 88234
bst, 2^10, 104691
bst, 2^11, 120755
avl, 2^8, 81173
avl, 2^9, 82730
avl, 2^10, 95455
avl, 2^11, 108835
splay, 2^8, 356548
splay, 2^9, 422544
splay, 2^10, 568671
splay, 2^11, 484382
veb, 2^8, 1625340
veb, 2^9, 1710638
veb, 2^10, 1654387
veb, 2^11, 1792819
bst, 2^8, 89467
bst, 2^9, 106482
bst, 2^10, 105140
bst, 2^11, 124280
avl, 2^8, 69222
avl, 2^9, 82903
avl, 2^10, 114576
avl, 2^11, 108145
splay, 2^8, 350321
splay, 2^9, 495427
splay, 2^10, 515528
splay, 2^11, 483636
veb, 2^8, 1476611
veb, 2^9, 1558168
veb, 2^10, 1598693
veb, 2^11, 1916044
bst, 2^8, 84046
bst, 2^9, 88213
bst, 2^10, 106384
bst, 2^11, 119290
avl, 2^8, 68641
avl, 2^9, 83699
avl, 2^10, 96694
avl, 2^11, 108585
splay, 2^8, 351983
splay, 2^9, 443084
splay, 2^10, 559076
splay, 2^11, 574109
veb, 2^8, 1570260
veb, 2^9, 1673936
veb, 2^10, 1779345
veb, 2^11, 1869138
bst, 2^8, 74948
bst, 2^9, 88283
bst, 2^10, 106137
bst, 2^11, 118387
avl, 2^8, 68681
avl, 2^9, 82008
avl, 2^10, 115852
avl, 2^11, 107301
splay, 2^8, 371645
splay, 2^9, 418033
splay, 2^10, 492262
splay, 2^11, 532271
veb, 2^8, 1489187
veb, 2^9, 1648412
veb, 2^10, 1903727
veb, 2^11, 1758952
bst, 2^8, 88848
bst, 2^9, 103743
bst, 2^10, 123810
bst, 2^11, 142927
avl, 2^8, 81521
avl, 2^9, 82424
avl, 2^10, 114173
avl, 2^11, 109978
splay, 2^8, 350490
splay, 2^9, 466274
splay, 2^10, 560012
splay, 2^11, 481967
veb, 2^8, 1572445
veb, 2^9, 1694075
veb, 2^10, 1716461
veb, 2^11, 1869710
bst, 2^8, 74717
bst, 2^9, 89399
bst, 2^10, 104937
bst, 2^11, 119262
avl, 2^8, 68648
avl, 2^9, 82376
avl, 2^10, 118809
avl, 2^11, 125848
splay, 2^8, 392521
splay, 2^9, 420595
splay, 2^10, 506025
splay, 2^11, 593665
veb, 2^8, 1602832
veb, 2^9, 1503283
veb, 2^10, 1771303
veb, 2^11, 1815477
bst, 2^8, 88337
bst, 2^9, 104373
bst, 2^10, 125457
bst, 2^11, 118724
avl, 2^8, 81159
avl, 2^9, 82085
avl, 2^10, 119110
avl, 2^11, 132957
splay, 2^8, 359854
splay, 2^9, 417913
splay, 2^10, 472526
splay, 2^11, 548185
veb, 2^8, 1599516
veb, 2^9, 1653585
veb, 2^10, 1775054
veb, 2^11, 1785543
bst, 2^8, 91615
bst, 2^9, 105838
bst, 2^10, 125268
bst, 2^11, 146355
avl, 2^8, 80395
avl, 2^9, 95975
avl, 2^10, 117151
avl, 2^11, 112512
splay, 2^8, 355357
splay, 2^9, 493403
splay, 2^10, 520998
splay, 2^11, 543076
veb, 2^8, 1483123
veb, 2^9, 1626889
veb, 2^10, 1807967
veb, 2^11, 1921298
bst, 2^8, 91013
bst, 2^9, 107390
bst, 2^10, 126280
bst, 2^11, 150729
avl, 2^8, 79868
avl, 2^9, 80700
avl, 2^10, 96618
avl, 2^11, 105956
splay, 2^8, 350726
splay, 2^9, 515267
splay, 2^10, 512371
splay, 2^11, 479195
veb, 2^8, 1530841
veb, 2^9, 1574277
veb, 2^10, 1715474
veb, 2^11, 1873524
bst, 2^8, 80415
bst, 2^9, 89766
bst, 2^10, 107957
bst, 2^11, 138315
avl, 2^8, 68001
avl, 2^9, 80503
avl, 2^10, 112500
avl, 2^11, 104754
splay, 2^8, 352380
splay, 2^9, 420347
splay, 2^10, 514422
splay, 2^11, 481740
veb, 2^8, 1716729
veb, 2^9, 1597094
veb, 2^10, 1755716
veb, 2^11, 1907810
bst, 2^8, 77265
bst, 2^9, 94296
bst, 2^10, 105582
bst, 2^11, 122839
avl, 2^8, 68141
avl, 2^9, 81532
avl, 2^10, 113795
avl, 2^11, 127452
splay, 2^8, 413950
splay, 2^9, 421597
splay, 2^10, 562182
splay, 2^11, 480394
veb, 2^8, 1604346
veb, 2^9, 1727691
veb, 2^10, 1661866
veb, 2^11, 2020045
bst, 2^8, 98018
bst, 2^9, 107214
bst, 2^10, 128721
bst, 2^11, 145278
avl, 2^8, 67708
avl, 2^9, 97732
avl, 2^10, 94059
avl, 2^11, 105319
splay, 2^8, 414598
splay, 2^9, 495964
splay, 2^10, 478414
splay, 2^11, 482342
veb, 2^8, 1479895
veb, 2^9, 1604037
veb, 2^10, 1649707
veb, 2^11, 1911728
bst, 2^8, 83165
bst, 2^9, 89700
bst, 2^10, 106872
bst, 2^11, 126211
avl, 2^8, 80017
avl, 2^9, 80511
avl, 2^10, 94866
avl, 2^11, 105871
splay, 2^8, 354597
splay, 2^9, 474614
splay, 2^10, 540244
splay, 2^11, 482540
veb, 2^8, 1635968
veb, 2^9, 1595568
veb, 2^10, 1649776
veb, 2^11, 1860411
bst, 2^8, 84501
bst, 2^9, 98222
bst, 2^10, 106358
bst, 2^11, 145840
avl, 2^8, 80491
avl, 2^9, 81088
avl, 2^10, 94634
avl, 2^11, 108225
splay, 2^8, 360031
splay, 2^9, 488257
splay, 2^10, 530422
splay, 2^11, 482431
veb, 2^8, 1600789
veb, 2^9, 1525375
veb, 2^10, 1643669
veb, 2^11, 1916255
bst, 2^8, 77348
bst, 2^9, 90079
bst, 2^10, 109355
bst, 2^11, 129122
avl, 2^8, 67860
avl, 2^9, 80548
avl, 2^10, 115041
avl, 2^11, 110227
splay, 2^8, 420562
splay, 2^9, 507413
splay, 2^10, 510163
splay, 2^11, 582958
veb, 2^8, 1540359
veb, 2^9, 1679488
veb, 2^10, 1775460
veb, 2^11, 2016586
bst, 2^8, 92460
bst, 2^9, 106147
bst, 2^10, 125741
bst, 2^11, 149826
avl, 2^8, 81459
avl, 2^9, 95997
avl, 2^10, 111860
avl, 2^11, 126651
splay, 2^8, 415950
splay, 2^9, 430273
splay, 2^10, 476621
splay, 2^11, 483279
veb, 2^8, 1477757
veb, 2^9, 1691805
veb, 2^10, 1600939
veb, 2^11, 1707855
bst, 2^8, 77020
bst, 2^9, 91020
bst, 2^10, 105663
bst, 2^11, 122471
avl, 2^8, 68172
avl, 2^9, 97875
avl, 2^10, 111686
avl, 2^11, 106357
splay, 2^8, 353004
splay, 2^9, 419522
splay, 2^10, 476498
splay, 2^11, 502421
veb, 2^8, 1453323
veb, 2^9, 1595970
veb, 2^10, 1625510
veb, 2^11, 1871132
bst, 2^8, 76782
bst, 2^9, 89339
bst, 2^10, 106854
bst, 2^11, 119337
avl, 2^8, 67174
avl, 2^9, 80369
avl, 2^10, 115946
avl, 2^11, 106844
splay, 2^8, 353130
splay, 2^9, 420670
splay, 2^10, 526267
splay, 2^11, 569484
veb, 2^8, 1440097
veb, 2^9, 1617667
veb, 2^10, 1792194
veb, 2^11, 1872345
bst, 2^8, 92841
bst, 2^9, 105359
bst, 2^10, 107558
bst, 2^11, 150365
avl, 2^8, 85863
avl, 2^9, 81067
avl, 2^10, 111692
avl, 2^11, 124537
splay, 2^8, 416975
splay, 2^9, 498691
splay, 2^10, 566424
splay, 2^11, 575692
veb, 2^8, 1511227
veb, 2^9, 1686505
veb, 2^10, 1838325
veb, 2^11, 1884986
bst, 2^8, 91475
bst, 2^9, 107122
bst, 2^10, 134654
bst, 2^11, 122064
avl, 2^8, 81561
avl, 2^9, 99756
avl, 2^10, 94248
avl, 2^11, 105212
splay, 2^8, 398085
splay, 2^9, 501609
splay, 2^10, 567433
splay, 2^11, 490981
veb, 2^8, 1498508
veb, 2^9, 1498718
veb, 2^10, 1652266
veb, 2^11, 1867857
bst, 2^8, 78035
bst, 2^9, 89299
bst, 2^10, 106196
bst, 2^11, 132243
avl, 2^8, 81790
avl, 2^9, 81819
avl, 2^10, 95611
avl, 2^11, 126766
splay, 2^8, 417149
splay, 2^9, 498214
splay, 2^10, 559631
splay, 2^11, 574816
veb, 2^8, 1705813
veb, 2^9, 1791172
veb, 2^10, 1896610
veb, 2^11, 2015064
bst, 2^8, 91663
bst, 2^9, 108372
bst, 2^10, 124762
bst, 2^11, 141895
avl, 2^8, 81717
avl, 2^9, 82315
avl, 2^10, 95925
avl, 2^11, 125676
splay, 2^8, 413468
splay, 2^9, 497598
splay, 2^10, 564761
splay, 2^11, 532937
veb, 2^8, 1497231
veb, 2^9, 1501574
veb, 2^10, 1600485
veb, 2^11, 1712402
bst, 2^8, 74636
bst, 2^9, 88378
bst, 2^10, 105904
bst, 2^11, 118920
avl, 2^8, 68597
avl, 2^9, 82303
avl, 2^10, 115921
avl, 2^11, 106943
splay, 2^8, 357586
splay, 2^9, 423412
splay, 2^10, 478804
splay, 2^11, 573241
veb, 2^8, 1547628
veb, 2^9, 1547244
veb, 2^10, 1797942
veb, 2^11, 1702488
bst, 2^8, 75543
bst, 2^9, 87631
bst, 2^10, 104598
bst, 2^11, 143372
avl, 2^8, 86608
avl, 2^9, 81795
avl, 2^10, 112545
avl, 2^11, 107664
splay, 2^8, 348693
splay, 2^9, 458977
splay, 2^10, 552185
splay, 2^11, 518153
veb, 2^8, 1580158
veb, 2^9, 1598496
veb, 2^10, 1679050
veb, 2^11, 1870771
bst, 2^8, 89527
bst, 2^9, 102182
bst, 2^10, 109727
bst, 2^11, 120175
avl, 2^8, 70519
avl, 2^9, 83644
avl, 2^10, 103926
avl, 2^11, 108059
splay, 2^8, 351360
splay, 2^9, 416874
splay, 2^10, 473909
splay, 2^11, 579943
veb, 2^8, 1432253
veb, 2^9, 1668078
veb, 2^10, 1819688
veb, 2^11, 1701142
bst, 2^8, 75315
bst, 2^9, 87304
bst, 2^10, 104509
bst, 2^11, 142617
avl, 2^8, 68841
avl, 2^9, 83335
avl, 2^10, 96511
avl, 2^11, 107692
splay, 2^8, 349590
splay, 2^9, 415927
splay, 2^10, 560572
splay, 2^11, 488554
veb, 2^8, 1434598
veb, 2^9, 1629195
veb, 2^10, 1771988
veb, 2^11, 1700647
bst, 2^8, 77765
bst, 2^9, 91167
bst, 2^10, 106543
bst, 2^11, 133674
avl, 2^8, 81444
avl, 2^9, 81768
avl, 2^10, 95421
avl, 2^11, 105483
splay, 2^8, 353840
splay, 2^9, 425961
splay, 2^10, 473379
splay, 2^11, 574235
veb, 2^8, 1546979
veb, 2^9, 1675441
veb, 2^10, 1758346
veb, 2^11, 1704179
bst, 2^8, 76071
bst, 2^9, 89886
bst, 2^10, 107741
bst, 2^11, 121919
avl, 2^8, 81826
avl, 2^9, 81987
avl, 2^10, 95512
avl, 2^11, 107070
splay, 2^8, 351467
splay, 2^9, 428880
splay, 2^10, 549726
splay, 2^11, 482173
veb, 2^8, 1566785
veb, 2^9, 1600151
veb, 2^10, 1766963
veb, 2^11, 1703095
bst, 2^8, 78093
bst, 2^9, 88072
bst, 2^10, 120740
bst, 2^11, 143131
avl, 2^8, 71550
avl, 2^9, 83807
avl, 2^10, 114219
avl, 2^11, 108373
splay, 2^8, 419570
splay, 2^9, 499220
splay, 2^10, 474721
splay, 2^11, 482500
veb, 2^8, 1641879
veb, 2^9, 1653417
veb, 2^10, 1603684
veb, 2^11, 1870339
bst, 2^8, 76695
bst, 2^9, 91917
bst, 2^10, 106653
bst, 2^11, 124632
avl, 2^8, 67734
avl, 2^9, 81096
avl, 2^10, 93982
avl, 2^11, 124982
splay, 2^8, 414847
splay, 2^9, 451585
splay, 2^10, 479470
splay, 2^11, 484137
veb, 2^8, 1604460
veb, 2^9, 1504909
veb, 2^10, 1601623
veb, 2^11, 1980511
bst, 2^8, 94052
bst, 2^9, 108604
bst, 2^10, 106343
bst, 2^11, 124627
avl, 2^8, 68250
avl, 2^9, 81087
avl, 2^10, 95362
avl, 2^11, 104232
splay, 2^8, 356402
splay, 2^9, 454861
splay, 2^10, 552183
splay, 2^11, 479411
veb, 2^8, 1432874
veb, 2^9, 1529454
veb, 2^10, 1739557
veb, 2^11, 1769008
bst, 2^8, 91441
bst, 2^9, 129006
bst, 2^10, 129143
bst, 2^11, 122641
avl, 2^8, 80945
avl, 2^9, 86837
avl, 2^10, 95730
avl, 2^11, 119717
splay, 2^8, 416457
splay, 2^9, 472948
splay, 2^10, 514796
splay, 2^11, 573356
veb, 2^8, 1686242
veb, 2^9, 1669280
veb, 2^10, 1770663
veb, 2^11, 1816038
bst, 2^8, 77149
bst, 2^9, 90996
bst, 2^10, 107220
bst, 2^11, 120208
avl, 2^8, 67652
avl, 2^9, 95833
avl, 2^10, 111087
avl, 2^11, 128199
splay, 2^8, 352258
splay, 2^9, 420641
splay, 2^10, 475326
splay, 2^11, 532399
veb, 2^8, 1433558
veb, 2^9, 1665976
veb, 2^10, 1835618
veb, 2^11, 1701064
bst, 2^8, 83665
bst, 2^9, 89833
bst, 2^10, 107376
bst, 2^11, 153241
avl, 2^8, 77266
avl, 2^9, 82099
avl, 2^10, 116850
avl, 2^11, 123936
splay, 2^8, 425746
splay, 2^9, 453254
splay, 2^10, 554807
splay, 2^11, 568838
veb, 2^8, 1452440
veb, 2^9, 1666265
veb, 2^10, 1785066
veb, 2^11, 1838097
bst, 2^8, 94233
bst, 2^9, 93042
bst, 2^10, 105709
bst, 2^11, 143666
avl, 2^8, 82276
avl, 2^9, 81141
avl, 2^10, 95459
avl, 2^11, 127705
splay, 2^8, 417738
splay, 2^9, 496342
splay, 2^10, 560331
splay, 2^11, 570386
veb, 2^8, 1706767
veb, 2^9, 1786010
veb, 2^10, 1897332
veb, 2^11, 2020429
bst, 2^8, 90970
bst, 2^9, 106113
bst, 2^10, 128308
bst, 2^11, 143862
avl, 2^8, 80697
avl, 2^9, 81133
avl, 2^10, 98000
avl, 2^11, 106527
splay, 2^8, 355663
splay, 2^9, 421827
splay, 2^10, 562092
splay, 2^11, 568981
veb, 2^8, 1432178
veb, 2^9, 1663986
veb, 2^10, 1775122
veb, 2^11, 1700398
bst, 2^8, 77654
bst, 2^9, 89247
bst, 2^10, 105956
bst, 2^11, 147741
avl, 2^8, 80098
avl, 2^9, 80445
avl, 2^10, 93683
avl, 2^11, 113071
splay, 2^8, 354786
splay, 2^9, 423281
splay, 2^10, 563349
splay, 2^11, 578752
veb, 2^8, 1435456
veb, 2^9, 1649036
veb, 2^10, 1802199
veb, 2^11, 1763223
bst, 2^8, 91307
bst, 2^9, 107576
bst, 2^10, 125860
bst, 2^11, 125160
avl, 2^8, 80916
avl, 2^9, 81087
avl, 2^10, 95158
avl, 2^11, 124373
splay, 2^8, 352305
splay, 2^9, 420858
splay, 2^10, 474428
splay, 2^11, 562427
veb, 2^8, 1474302
veb, 2^9, 1665938
veb, 2^10, 1770237
veb, 2^11, 1897081
bst, 2^8, 76016
bst, 2^9, 88510
bst, 2^10, 108012
bst, 2^11, 120721
avl, 2^8, 69299
avl, 2^9, 87362
avl, 2^10, 97570
avl, 2^11, 108361
splay, 2^8, 361551
splay, 2^9, 422186
splay, 2^10, 474382
splay, 2^11, 480535
veb, 2^8, 1602074
veb, 2^9, 1499286
veb, 2^10, 1600677
veb, 2^11, 1780601
bst, 2^8, 77591
bst, 2^9, 88619
bst, 2^10, 111567
bst, 2^11, 121670
avl, 2^8, 68529
avl, 2^9, 83101
avl, 2^10, 112619
avl, 2^11, 106784
splay, 2^8, 356443
splay, 2^9, 422572
splay, 2^10, 543545
splay, 2^11, 512022
veb, 2^8, 1433408
veb, 2^9, 1645018
veb, 2^10, 1786251
veb, 2^11, 1723583
bst, 2^8, 91927
bst, 2^9, 117995
bst, 2^10, 127359
bst, 2^11, 125188
avl, 2^8, 67938
avl, 2^9, 81145
avl, 2^10, 114013
avl, 2^11, 125558
splay, 2^8, 388829
splay, 2^9, 420981
splay, 2^10, 476221
splay, 2^11, 572894
veb, 2^8, 1433453
veb, 2^9, 1642696
veb, 2^10, 1715837
veb, 2^11, 1794668
bst, 2^8, 77925
bst, 2^9, 89631
bst, 2^10, 106659
bst, 2^11, 147179
avl, 2^8, 80440
avl, 2^9, 80873
avl, 2^10, 94793
avl, 2^11, 104514
splay, 2^8, 352469
splay, 2^9, 457005
splay, 2^10, 555005
splay, 2^11, 545261
veb, 2^8, 1437048
veb, 2^9, 1672285
veb, 2^10, 1698255
veb, 2^11, 1706382
bst, 2^8, 77283
bst, 2^9, 98271
bst, 2^10, 106752
bst, 2^11, 146304
avl, 2^8, 81049
avl, 2^9, 80534
avl, 2^10, 94242
avl, 2^11, 124924
splay, 2^8, 416398
splay, 2^9, 452614
splay, 2^10, 483577
splay, 2^11, 576084
veb, 2^8, 1441190
veb, 2^9, 1652970
veb, 2^10, 1737342
veb, 2^11, 1872089
bst, 2^8, 77213
bst, 2^9, 90470
bst, 2^10, 113218
bst, 2^11, 145323
avl, 2^8, 88163
avl, 2^9, 81178
avl, 2^10, 112437
avl, 2^11, 105518
splay, 2^8, 350690
splay, 2^9, 416335
splay, 2^10, 510844
splay, 2^11, 499752
veb, 2^8, 1521813
veb, 2^9, 1643521
veb, 2^10, 1766792
veb, 2^11, 1704463
