structure, operation, time(ns)
bst, put, 16928045
bst, delete, 17993
avl, put, 23220106
avl, delete, 23413343
splay, put, 96696
splay, delete, 172616
veb, put, 4692800
veb, delete, 6588249
bst, put, 17937269
bst, delete, 26317
avl, put, 24049547
avl, delete, 23461274
splay, put, 82731
splay, delete, 179327
veb, put, 4875842
veb, delete, 6215627
bst, put, 17221819
bst, delete, 22489
avl, put, 23709264
avl, delete, 24906164
splay, put, 104106
splay, delete, 195596
veb, put, 4790102
veb, delete, 6318107
bst, put, 17534959
bst, delete, 24907
avl, put, 22911888
avl, delete, 22181847
splay, put, 83657
splay, delete, 145974
veb, put, 5574211
veb, delete, 6211942
bst, put, 16428289
bst, delete, 18883
avl, put, 23297985
avl, delete, 23277296
splay, put, 105958
splay, delete, 175520
veb, put, 4598079
veb, delete, 6218179
bst, put, 16794914
bst, delete, 18894
avl, put, 24111193
avl, delete, 23199493
splay, put, 88813
splay, delete, 147270
veb, put, 4495019
veb, delete, 6236154
bst, put, 17111241
bst, delete, 18881
avl, put, 23051471
avl, delete, 22310986
splay, put, 84190
splay, delete, 146092
veb, put, 4830862
veb, delete, 6257002
bst, put, 16806982
bst, delete, 22005
avl, put, 23072394
avl, delete, 22631682
splay, put, 85582
splay, delete, 147583
veb, put, 5464930
veb, delete, 6323240
bst, put, 16475295
bst, delete, 22224
avl, put, 23443116
avl, delete, 24050008
splay, put, 88588
splay, delete, 149090
veb, put, 4680308
veb, delete, 6392589
bst, put, 17283384
bst, delete, 21346
avl, put, 23820028
avl, delete, 23585773
splay, put, 83513
splay, delete, 146730
veb, put, 5014372
veb, delete, 6982971
bst, put, 18149678
bst, delete, 21499
avl, put, 23244440
avl, delete, 21911284
splay, put, 81552
splay, delete, 147497
veb, put, 4475434
veb, delete, 6068342
bst, put, 16580372
bst, delete, 21661
avl, put, 22974717
avl, delete, 22841960
splay, put, 101605
splay, delete, 172970
veb, put, 5190224
veb, delete, 6736845
bst, put, 17527957
bst, delete, 18629
avl, put, 23748388
avl, delete, 22173419
splay, put, 101103
splay, delete, 169371
veb, put, 4568086
veb, delete, 6322408
bst, put, 16549309
bst, delete, 21726
avl, put, 26487586
avl, delete, 24468153
splay, put, 88757
splay, delete, 152142
veb, put, 4878015
veb, delete, 6291528
bst, put, 17369757
bst, delete, 17503
avl, put, 23899351
avl, delete, 28136465
splay, put, 218934
splay, delete, 190397
veb, put, 5076065
veb, delete, 6242063
bst, put, 17543942
bst, delete, 17829
avl, put, 23642108
avl, delete, 25543034
splay, put, 142945
splay, delete, 185099
veb, put, 5698477
veb, delete, 8032126
bst, put, 21506693
bst, delete, 84270
avl, put, 25610382
avl, delete, 24241567
splay, put, 1121540
splay, delete, 185762
veb, put, 4695719
veb, delete, 6453915
bst, put, 17326215
bst, delete, 20920
avl, put, 25505906
avl, delete, 23230460
splay, put, 93656
splay, delete, 177680
veb, put, 4615834
veb, delete, 6407710
bst, put, 17841434
bst, delete, 18579
avl, put, 24027655
avl, delete, 23066153
splay, put, 87100
splay, delete, 146686
veb, put, 4665085
veb, delete, 6279436
bst, put, 17233049
bst, delete, 22144
avl, put, 24250023
avl, delete, 24062683
splay, put, 87268
splay, delete, 147631
veb, put, 4904499
veb, delete, 6965073
bst, put, 17800767
bst, delete, 22402
avl, put, 23429503
avl, delete, 23416558
splay, put, 100168
splay, delete, 172928
veb, put, 5576624
veb, delete, 6238600
bst, put, 18340973
bst, delete, 22275
avl, put, 24656481
avl, delete, 23561933
splay, put, 95556
splay, delete, 147869
veb, put, 5060963
veb, delete, 6413605
bst, put, 17762969
bst, delete, 17626
avl, put, 23995637
avl, delete, 25126457
splay, put, 102317
splay, delete, 175420
veb, put, 4820618
veb, delete, 6657155
bst, put, 17700033
bst, delete, 22166
avl, put, 23160866
avl, delete, 23741533
splay, put, 99277
splay, delete, 173281
veb, put, 5117457
veb, delete, 6963347
bst, put, 18729749
bst, delete, 63202
avl, put, 24355078
avl, delete, 22573324
splay, put, 99707
splay, delete, 162615
veb, put, 5068784
veb, delete, 6785590
bst, put, 18618937
bst, delete, 21780
avl, put, 24782492
avl, delete, 25145104
splay, put, 122906
splay, delete, 157849
veb, put, 4943584
veb, delete, 6440408
bst, put, 17417498
bst, delete, 17506
avl, put, 24929834
avl, delete, 23364606
splay, put, 98614
splay, delete, 173225
veb, put, 4866739
veb, delete, 6295710
bst, put, 17978366
bst, delete, 18126
avl, put, 24150905
avl, delete, 24710235
splay, put, 103331
splay, delete, 179374
veb, put, 5118313
veb, delete, 6535022
bst, put, 17517853
bst, delete, 18138
avl, put, 23916463
avl, delete, 24488865
splay, put, 102462
splay, delete, 171602
veb, put, 4762169
veb, delete, 6376533
bst, put, 18286185
bst, delete, 21502
avl, put, 26257666
avl, delete, 23520567
splay, put, 107298
splay, delete, 175386
veb, put, 5099145
veb, delete, 7005782
bst, put, 17924741
bst, delete, 20886
avl, put, 28564741
avl, delete, 23948744
splay, put, 45035
splay, delete, 167890
veb, put, 4644674
veb, delete, 6269016
bst, put, 17505915
bst, delete, 20295
avl, put, 24873798
avl, delete, 24024429
splay, put, 44086
splay, delete, 143477
veb, put, 4638676
veb, delete, 6046005
bst, put, 17104696
bst, delete, 21470
avl, put, 22914358
avl, delete, 22275859
splay, put, 81168
splay, delete, 144564
veb, put, 4687024
veb, delete, 6160013
bst, put, 19271558
bst, delete, 21314
avl, put, 24399372
avl, delete, 24184000
splay, put, 47545
splay, delete, 138000
veb, put, 4703855
veb, delete, 6550913
bst, put, 17700756
bst, delete, 17351
avl, put, 22880114
avl, delete, 22121878
splay, put, 43351
splay, delete, 146454
veb, put, 4544674
veb, delete, 6507320
bst, put, 16854402
bst, delete, 17099
avl, put, 27190062
avl, delete, 24656990
splay, put, 47939
splay, delete, 147677
veb, put, 4693309
veb, delete, 6725216
bst, put, 17834206
bst, delete, 20521
avl, put, 22153124
avl, delete, 22966801
splay, put, 41755
splay, delete, 159907
veb, put, 4341616
veb, delete, 6280437
bst, put, 17550654
bst, delete, 20051
avl, put, 22524007
avl, delete, 21884248
splay, put, 50658
splay, delete, 166289
veb, put, 4452375
veb, delete, 6370963
bst, put, 17014415
bst, delete, 17837
avl, put, 21961670
avl, delete, 22017941
splay, put, 43019
splay, delete, 183182
veb, put, 4688603
veb, delete, 6143636
bst, put, 16981886
bst, delete, 17014
avl, put, 22618915
avl, delete, 21510323
splay, put, 47809
splay, delete, 143684
veb, put, 4502456
veb, delete, 6362300
bst, put, 17171989
bst, delete, 17765
avl, put, 22625604
avl, delete, 21888036
splay, put, 42945
splay, delete, 144810
veb, put, 4744628
veb, delete, 6317108
bst, put, 17214572
bst, delete, 18088
avl, put, 23361019
avl, delete, 23555885
splay, put, 42572
splay, delete, 144179
veb, put, 4435404
veb, delete, 6210044
bst, put, 16431543
bst, delete, 18012
avl, put, 23577582
avl, delete, 24527638
splay, put, 49996
splay, delete, 168277
veb, put, 4985685
veb, delete, 6973677
bst, put, 17501630
bst, delete, 21356
avl, put, 23592549
avl, delete, 22656711
splay, put, 51944
splay, delete, 166727
veb, put, 4344828
veb, delete, 6215463
bst, put, 17111535
bst, delete, 17843
avl, put, 22855026
avl, delete, 22763591
splay, put, 49834
splay, delete, 168850
veb, put, 4263050
veb, delete, 6165556
bst, put, 17191746
bst, delete, 17836
avl, put, 22082887
avl, delete, 21877853
splay, put, 43193
splay, delete, 142392
veb, put, 4375034
veb, delete, 6477691
bst, put, 17085245
bst, delete, 21264
avl, put, 23084359
avl, delete, 23156237
splay, put, 45380
splay, delete, 143208
veb, put, 4551191
veb, delete, 6063004
bst, put, 16784491
bst, delete, 17991
avl, put, 23087954
avl, delete, 22445087
splay, put, 52316
splay, delete, 170850
veb, put, 4426707
veb, delete, 6508616
bst, put, 17570360
bst, delete, 17024
avl, put, 23361457
avl, delete, 23084923
splay, put, 54902
splay, delete, 171386
veb, put, 4480237
veb, delete, 6661097
bst, put, 18757269
bst, delete, 17718
avl, put, 23009870
avl, delete, 22285990
splay, put, 44310
splay, delete, 143522
veb, put, 4530012
veb, delete, 6041073
bst, put, 16956999
bst, delete, 17339
avl, put, 23877404
avl, delete, 23947552
splay, put, 54735
splay, delete, 163407
veb, put, 4211908
veb, delete, 6364202
bst, put, 16878335
bst, delete, 21533
avl, put, 25412114
avl, delete, 21779306
splay, put, 45211
splay, delete, 147306
veb, put, 4554812
veb, delete, 6036440
bst, put, 16890163
bst, delete, 17008
avl, put, 22564296
avl, delete, 22435281
splay, put, 53653
splay, delete, 150985
veb, put, 4560282
veb, delete, 6823800
bst, put, 16925374
bst, delete, 21476
avl, put, 22279133
avl, delete, 22652416
splay, put, 44561
splay, delete, 143992
veb, put, 4362428
veb, delete, 6393215
bst, put, 18370953
bst, delete, 21228
avl, put, 26829224
avl, delete, 24622854
splay, put, 56779
splay, delete, 179678
veb, put, 4491598
veb, delete, 6488075
bst, put, 17136280
bst, delete, 21458
avl, put, 24537650
avl, delete, 23434187
splay, put, 46237
splay, delete, 143125
veb, put, 4688484
veb, delete, 6400153
bst, put, 17600825
bst, delete, 17400
avl, put, 24955991
avl, delete, 24638308
splay, put, 44433
splay, delete, 155879
veb, put, 4871995
veb, delete, 6985027
bst, put, 17997081
bst, delete, 17326
avl, put, 25034987
avl, delete, 23419391
splay, put, 44784
splay, delete, 144732
veb, put, 4514069
veb, delete, 6316446
bst, put, 17470190
bst, delete, 17237
avl, put, 24391230
avl, delete, 26781709
splay, put, 46126
splay, delete, 153623
veb, put, 4369125
veb, delete, 6423981
bst, put, 16893646
bst, delete, 17604
avl, put, 23506819
avl, delete, 22400114
splay, put, 44742
splay, delete, 143747
veb, put, 4363900
veb, delete, 6395437
bst, put, 19641162
bst, delete, 20592
avl, put, 24783004
avl, delete, 22879073
splay, put, 48898
splay, delete, 144589
veb, put, 4371322
veb, delete, 6795152
bst, put, 18893442
bst, delete, 20769
avl, put, 26075681
avl, delete, 23929010
splay, put, 62434
splay, delete, 174035
veb, put, 4500763
veb, delete, 6954311
bst, put, 19098644
bst, delete, 21278
avl, put, 24935957
avl, delete, 23218821
splay, put, 45187
splay, delete, 143137
veb, put, 4564011
veb, delete, 6099498
bst, put, 16938214
bst, delete, 18305
avl, put, 22889170
avl, delete, 26488417
splay, put, 45666
splay, delete, 151810
veb, put, 4314975
veb, delete, 6092951
bst, put, 16678709
bst, delete, 17226
avl, put, 24609681
avl, delete, 24631974
splay, put, 45500
splay, delete, 148911
veb, put, 4645762
veb, delete, 6397976
bst, put, 18886299
bst, delete, 17290
avl, put, 23326660
avl, delete, 26017207
splay, put, 60614
splay, delete, 186155
veb, put, 4661212
veb, delete, 6373861
bst, put, 16841184
bst, delete, 17014
avl, put, 24814028
avl, delete, 23199309
splay, put, 53160
splay, delete, 179164
veb, put, 4431176
veb, delete, 6324676
bst, put, 17129235
bst, delete, 20544
avl, put, 22487790
avl, delete, 22457522
splay, put, 45997
splay, delete, 142989
veb, put, 4510925
veb, delete, 6064653
bst, put, 16982071
bst, delete, 17388
avl, put, 25565126
avl, delete, 24750065
splay, put, 45186
splay, delete, 150627
veb, put, 4367121
veb, delete, 6378725
bst, put, 17082290
bst, delete, 21943
avl, put, 24133274
avl, delete, 25486023
splay, put, 57024
splay, delete, 177817
veb, put, 5219261
veb, delete, 7295807
bst, put, 17477715
bst, delete, 17244
avl, put, 25501868
avl, delete, 23758985
splay, put, 64385
splay, delete, 179388
veb, put, 4495308
veb, delete, 6215448
bst, put, 17352937
bst, delete, 17081
avl, put, 26010716
avl, delete, 22933456
splay, put, 53621
splay, delete, 176684
veb, put, 4509669
veb, delete, 6213967
bst, put, 16884410
bst, delete, 17076
avl, put, 23518138
avl, delete, 24608523
splay, put, 60487
splay, delete, 171404
veb, put, 4439113
veb, delete, 6390405
bst, put, 17617408
bst, delete, 20247
avl, put, 23909207
avl, delete, 22772155
splay, put, 47597
splay, delete, 143381
veb, put, 4534719
veb, delete, 7116535
bst, put, 17615421
bst, delete, 20506
avl, put, 26145567
avl, delete, 24573640
splay, put, 54328
splay, delete, 170453
veb, put, 4982111
veb, delete, 7002396
bst, put, 19311235
bst, delete, 21052
avl, put, 24734786
avl, delete, 23271099
splay, put, 57290
splay, delete, 169149
veb, put, 4640418
veb, delete, 6294173
bst, put, 16729982
bst, delete, 18020
avl, put, 22713748
avl, delete, 23974891
splay, put, 52723
splay, delete, 169449
veb, put, 4983550
veb, delete, 6179639
bst, put, 17153732
bst, delete, 20288
avl, put, 24282161
avl, delete, 23057746
splay, put, 45601
splay, delete, 144569
veb, put, 4502241
veb, delete, 6618465
bst, put, 17068370
bst, delete, 17132
avl, put, 23909416
avl, delete, 23392762
splay, put, 44074
splay, delete, 143717
veb, put, 4534845
veb, delete, 6050025
bst, put, 19489402
bst, delete, 18030
avl, put, 22735469
avl, delete, 23069750
splay, put, 44953
splay, delete, 142009
veb, put, 4541879
veb, delete, 6705777
bst, put, 17424284
bst, delete, 21172
avl, put, 22434867
avl, delete, 22271051
splay, put, 46227
splay, delete, 144131
veb, put, 4503473
veb, delete, 6108583
bst, put, 17101198
bst, delete, 18085
avl, put, 22584390
avl, delete, 21992071
splay, put, 44614
splay, delete, 144354
veb, put, 4719248
veb, delete, 6049550
bst, put, 17194933
bst, delete, 25755
avl, put, 22059249
avl, delete, 21844380
splay, put, 44735
splay, delete, 144297
veb, put, 4377184
veb, delete, 6042220
bst, put, 17776370
bst, delete, 20472
avl, put, 25234790
avl, delete, 22937621
splay, put, 44626
splay, delete, 145612
veb, put, 4679760
veb, delete, 6543556
bst, put, 17180229
bst, delete, 20472
avl, put, 23037584
avl, delete, 22756185
splay, put, 46645
splay, delete, 145408
veb, put, 4526538
veb, delete, 6045687
bst, put, 16920031
bst, delete, 16677
avl, put, 22527911
avl, delete, 22040857
splay, put, 45018
splay, delete, 143335
veb, put, 4367603
veb, delete, 6381475
bst, put, 17413977
bst, delete, 17324
avl, put, 21878592
avl, delete, 21976729
splay, put, 44315
splay, delete, 174573
veb, put, 5022043
veb, delete, 7120427
bst, put, 17688007
bst, delete, 17929
avl, put, 24017790
avl, delete, 24141522
splay, put, 62286
splay, delete, 200823
veb, put, 5143592
veb, delete, 6469656
bst, put, 18843979
bst, delete, 21609
avl, put, 26323449
avl, delete, 24997110
splay, put, 45231
splay, delete, 144084
veb, put, 4650173
veb, delete, 6574203
bst, put, 17533773
bst, delete, 17448
avl, put, 23100331
avl, delete, 22861765
splay, put, 57874
splay, delete, 158776
veb, put, 4718547
veb, delete, 6464958
bst, put, 17475176
bst, delete, 22869
avl, put, 25874267
avl, delete, 25636486
splay, put, 57140
splay, delete, 173488
veb, put, 4973268
veb, delete, 7079529
bst, put, 17845936
bst, delete, 20932
avl, put, 24424267
avl, delete, 23046126
splay, put, 45280
splay, delete, 143505
veb, put, 4652793
veb, delete, 6312582
bst, put, 17103770
bst, delete, 17529
avl, put, 24095412
avl, delete, 24202039
splay, put, 54503
splay, delete, 172386
veb, put, 4314824
veb, delete, 6329872
bst, put, 17023366
bst, delete, 17394
avl, put, 22813766
avl, delete, 23102388
splay, put, 44455
splay, delete, 156778
veb, put, 8800886
veb, delete, 7091541
bst, put, 17745665
bst, delete, 20443
avl, put, 23999536
avl, delete, 23189915
splay, put, 53792
splay, delete, 196760
veb, put, 5163372
veb, delete, 6969652
bst, put, 18822681
bst, delete, 17681
avl, put, 25397397
avl, delete, 23109720
splay, put, 91731
splay, delete, 154061
veb, put, 4371847
veb, delete, 6209469
bst, put, 17328258
bst, delete, 20480
avl, put, 24257055
avl, delete, 25622289
splay, put, 55521
splay, delete, 182042
veb, put, 4665693
veb, delete, 6201564
bst, put, 17265709
bst, delete, 17920
avl, put, 22644394
avl, delete, 22912809
splay, put, 53113
splay, delete, 179467
veb, put, 4665880
veb, delete, 6104253
bst, put, 17170426
bst, delete, 17975
avl, put, 22778976
avl, delete, 23424036
splay, put, 48678
splay, delete, 169461
veb, put, 4631271
veb, delete, 6135716
bst, put, 18481243
bst, delete, 21296
avl, put, 23598573
avl, delete, 23619472
splay, put, 42355
splay, delete, 140847
veb, put, 4530393
veb, delete, 6522534
bst, put, 17608063
bst, delete, 21800
avl, put, 24343964
avl, delete, 22922694
splay, put, 51162
splay, delete, 167238
veb, put, 4312154
veb, delete, 6144203
bst, put, 18631238
bst, delete, 21270
avl, put, 27548795
avl, delete, 24204107
splay, put, 53279
splay, delete, 175503
veb, put, 4281369
veb, delete, 6199861
bst, put, 16658361
bst, delete, 17452
avl, put, 23476011
avl, delete, 21816114
splay, put, 59574
splay, delete, 174352
veb, put, 4493706
veb, delete, 6376639
bst, put, 16855236
bst, delete, 17336
avl, put, 23859604
avl, delete, 23360937
splay, put, 42576
splay, delete, 139262
veb, put, 4501263
veb, delete, 6114010
bst, put, 17359859
bst, delete, 20388
avl, put, 23093943
avl, delete, 22611233
splay, put, 49320
splay, delete, 162032
veb, put, 4366848
veb, delete, 6265332
bst, put, 17091048
bst, delete, 21431
avl, put, 23948195
avl, delete, 23278564
splay, put, 42987
splay, delete, 142551
veb, put, 4735212
veb, delete, 6448360
bst, put, 17122067
bst, delete, 20375
avl, put, 25037496
avl, delete, 22826796
splay, put, 43315
splay, delete, 150070
veb, put, 4462184
veb, delete, 6301085
bst, put, 18047542
bst, delete, 17441
avl, put, 23087435
avl, delete, 24742204
splay, put, 47054
splay, delete, 148746
veb, put, 4554156
veb, delete, 6476545
bst, put, 17407482
bst, delete, 17203
avl, put, 24600640
avl, delete, 22672485
splay, put, 43208
splay, delete, 154997
veb, put, 4709839
veb, delete, 6331706
bst, put, 17534378
bst, delete, 17078
avl, put, 24527300
avl, delete, 24231732
splay, put, 43334
splay, delete, 142346
veb, put, 4670371
veb, delete, 6430194
bst, put, 18885945
bst, delete, 21408
avl, put, 24996129
avl, delete, 23578855
splay, put, 44895
splay, delete, 168622
veb, put, 4522475
veb, delete, 6295638
bst, put, 17248074
bst, delete, 17026
avl, put, 23243372
avl, delete, 23149816
splay, put, 52213
splay, delete, 168967
veb, put, 4447773
veb, delete, 6848698
bst, put, 19066851
bst, delete, 21109
avl, put, 24421190
avl, delete, 23826284
splay, put, 49473
splay, delete, 143476
veb, put, 4623826
veb, delete, 6318416
bst, put, 18080869
bst, delete, 20748
avl, put, 24776674
avl, delete, 24538732
splay, put, 44979
splay, delete, 143076
veb, put, 4548547
veb, delete, 6260801
bst, put, 18826518
bst, delete, 21163
avl, put, 25539559
avl, delete, 24588552
splay, put, 44833
splay, delete, 151334
veb, put, 4514830
veb, delete, 6344703
bst, put, 17328764
bst, delete, 21330
avl, put, 23014028
avl, delete, 22902745
splay, put, 53925
splay, delete, 168876
veb, put, 5039241
veb, delete, 6379554
bst, put, 18258814
bst, delete, 27028
avl, put, 27914122
avl, delete, 25955681
splay, put, 63605
splay, delete, 187148
veb, put, 5141763
veb, delete, 6471162
bst, put, 17431103
bst, delete, 17033
avl, put, 23993823
avl, delete, 22272417
splay, put, 52239
splay, delete, 148071
veb, put, 4536451
veb, delete, 6377704
bst, put, 17252985
bst, delete, 20363
avl, put, 23591742
avl, delete, 23820762
splay, put, 55165
splay, delete, 155181
veb, put, 4643721
veb, delete, 6278588
bst, put, 17764415
bst, delete, 22972
avl, put, 26038734
avl, delete, 28171232
splay, put, 54064
splay, delete, 177636
veb, put, 4814419
veb, delete, 6542406
bst, put, 18152196
bst, delete, 20360
avl, put, 25627799
avl, delete, 23399183
splay, put, 53144
splay, delete, 174042
veb, put, 4545636
veb, delete, 6211544
bst, put, 18238516
bst, delete, 20754
avl, put, 23278272
avl, delete, 23089705
splay, put, 44821
splay, delete, 140578
veb, put, 4543627
veb, delete, 6211867
bst, put, 17051102
bst, delete, 20827
avl, put, 25838932
avl, delete, 23527676
splay, put, 45577
splay, delete, 153475
veb, put, 4725120
veb, delete, 6218027
bst, put, 19413029
bst, delete, 20777
avl, put, 24198807
avl, delete, 27116777
splay, put, 53770
splay, delete, 179044
veb, put, 4551729
veb, delete, 6406634
bst, put, 17205503
bst, delete, 16993
avl, put, 25052113
avl, delete, 25247635
splay, put, 56655
splay, delete, 177506
veb, put, 4678681
veb, delete, 6388663
bst, put, 17192755
bst, delete, 18026
avl, put, 23517821
avl, delete, 22767023
splay, put, 43417
splay, delete, 145163
veb, put, 4720574
veb, delete, 6344173
bst, put, 18882289
bst, delete, 20354
avl, put, 24991465
avl, delete, 23873358
splay, put, 53950
splay, delete, 174528
veb, put, 5079489
veb, delete, 6805139
bst, put, 17888261
bst, delete, 17170
avl, put, 24597951
avl, delete, 23031896
splay, put, 54616
splay, delete, 167658
veb, put, 4842673
veb, delete, 6369269
bst, put, 17590176
bst, delete, 17340
avl, put, 24075719
avl, delete, 26027090
splay, put, 45088
splay, delete, 149668
veb, put, 4474290
veb, delete, 6312139
bst, put, 17556203
bst, delete, 23400
avl, put, 28278702
avl, delete, 24439129
splay, put, 53647
splay, delete, 178621
veb, put, 4441131
veb, delete, 6391599
bst, put, 18537476
bst, delete, 20533
avl, put, 23556111
avl, delete, 22759043
splay, put, 56291
splay, delete, 174913
veb, put, 4330990
veb, delete, 6231899
bst, put, 17200510
bst, delete, 21194
avl, put, 24748225
avl, delete, 23244855
splay, put, 46610
splay, delete, 142752
veb, put, 4535052
veb, delete, 6547655
bst, put, 17823608
bst, delete, 17874
avl, put, 25260561
avl, delete, 24127244
splay, put, 52619
splay, delete, 176926
veb, put, 4408642
veb, delete, 6645211
bst, put, 17530695
bst, delete, 20281
avl, put, 26226405
avl, delete, 23484863
splay, put, 62844
splay, delete, 170594
veb, put, 4891416
veb, delete, 6369979
bst, put, 17364292
bst, delete, 17238
avl, put, 23194979
avl, delete, 22565034
splay, put, 44456
splay, delete, 142821
veb, put, 4361526
veb, delete, 6099828
bst, put, 16941400
bst, delete, 18027
avl, put, 23646650
avl, delete, 23517376
splay, put, 55072
splay, delete, 171081
veb, put, 4387297
veb, delete, 6222083
bst, put, 18946883
bst, delete, 20704
avl, put, 26096769
avl, delete, 25930430
splay, put, 58183
splay, delete, 179184
veb, put, 4860809
veb, delete, 6653741
bst, put, 17609292
bst, delete, 17060
avl, put, 24633706
avl, delete, 23214308
splay, put, 44642
splay, delete, 144094
veb, put, 4564947
veb, delete, 6310889
bst, put, 17757150
bst, delete, 17878
avl, put, 22555933
avl, delete, 22417167
splay, put, 55678
splay, delete, 174320
veb, put, 4430208
veb, delete, 6190382
bst, put, 17639575
bst, delete, 18048
avl, put, 23907530
avl, delete, 28665291
splay, put, 53701
splay, delete, 177299
veb, put, 4891189
veb, delete, 6679492
bst, put, 17556788
bst, delete, 17071
avl, put, 23325812
avl, delete, 23468632
splay, put, 45506
splay, delete, 148069
veb, put, 4546009
veb, delete, 6298953
bst, put, 16930770
bst, delete, 17002
avl, put, 22349931
avl, delete, 22595889
splay, put, 48068
splay, delete, 145928
veb, put, 4363155
veb, delete, 6214586
bst, put, 16929891
bst, delete, 20184
avl, put, 24546447
avl, delete, 22601265
splay, put, 44830
splay, delete, 178066
veb, put, 4538691
veb, delete, 6108287
bst, put, 19059873
bst, delete, 18416
