structure, size, time(ns)
veb, 2^9, 973201
bst, 2^6, 20881
bst, 2^7, 20825
bst, 2^8, 26816
bst, 2^9, 26894
avl, 2^6, 21248
avl, 2^7, 24662
avl, 2^8, 32240
avl, 2^9, 36714
splay, 2^6, 21840
splay, 2^7, 21801
splay, 2^8, 13074
splay, 2^9, 12629
veb, 2^6, 1614721
veb, 2^7, 1397519
veb, 2^8, 931037
veb, 2^9, 930906
bst, 2^6, 20919
bst, 2^7, 20966
bst, 2^8, 26837
bst, 2^9, 26753
avl, 2^6, 21258
avl, 2^7, 25271
avl, 2^8, 35544
avl, 2^9, 36643
splay, 2^6, 21261
splay, 2^7, 21334
splay, 2^8, 12758
splay, 2^9, 12684
veb, 2^6, 1435003
veb, 2^7, 1401156
veb, 2^8, 1030582
veb, 2^9, 930868
bst, 2^6, 21847
bst, 2^7, 21653
bst, 2^8, 26797
bst, 2^9, 26748
avl, 2^6, 21322
avl, 2^7, 24682
avl, 2^8, 32795
avl, 2^9, 38895
splay, 2^6, 18002
splay, 2^7, 17660
splay, 2^8, 10684
splay, 2^9, 10736
veb, 2^6, 1400229
veb, 2^7, 1394863
veb, 2^8, 1063521
veb, 2^9, 930855
bst, 2^6, 20952
bst, 2^7, 20915
bst, 2^8, 26826
bst, 2^9, 31560
avl, 2^6, 21287
avl, 2^7, 24696
avl, 2^8, 32212
avl, 2^9, 30877
splay, 2^6, 18344
splay, 2^7, 17766
splay, 2^8, 10760
splay, 2^9, 10736
veb, 2^6, 1398311
veb, 2^7, 1460636
veb, 2^8, 930971
veb, 2^9, 933500
bst, 2^6, 21550
bst, 2^7, 20929
bst, 2^8, 26769
bst, 2^9, 26767
avl, 2^6, 21246
avl, 2^7, 26669
avl, 2^8, 37628
avl, 2^9, 30940
splay, 2^6, 17944
splay, 2^7, 18136
splay, 2^8, 10769
splay, 2^9, 10690
veb, 2^6, 1394968
veb, 2^7, 1546648
veb, 2^8, 1109944
veb, 2^9, 1071896
bst, 2^6, 25772
bst, 2^7, 25660
bst, 2^8, 33770
bst, 2^9, 25836
avl, 2^6, 21230
avl, 2^7, 24676
avl, 2^8, 31719
avl, 2^9, 31010
splay, 2^6, 17950
splay, 2^7, 17755
splay, 2^8, 10797
splay, 2^9, 11955
veb, 2^6, 1420575
veb, 2^7, 1470096
veb, 2^8, 933834
veb, 2^9, 977144
bst, 2^6, 21200
bst, 2^7, 20803
bst, 2^8, 26754
bst, 2^9, 31096
avl, 2^6, 21296
avl, 2^7, 24661
avl, 2^8, 31733
avl, 2^9, 30928
splay, 2^6, 17958
splay, 2^7, 18044
splay, 2^8, 10697
splay, 2^9, 10823
veb, 2^6, 1526702
veb, 2^7, 1397607
veb, 2^8, 944385
veb, 2^9, 1057824
bst, 2^6, 21027
bst, 2^7, 20835
bst, 2^8, 26497
bst, 2^9, 26726
avl, 2^6, 21297
avl, 2^7, 24946
avl, 2^8, 31735
avl, 2^9, 30947
splay, 2^6, 18268
splay, 2^7, 17743
splay, 2^8, 10782
splay, 2^9, 10628
veb, 2^6, 1535145
veb, 2^7, 1397749
veb, 2^8, 1105753
veb, 2^9, 930890
bst, 2^6, 20887
bst, 2^7, 20804
bst, 2^8, 26465
bst, 2^9, 26751
avl, 2^6, 21247
avl, 2^7, 25273
avl, 2^8, 31750
avl, 2^9, 36636
splay, 2^6, 21232
splay, 2^7, 21165
splay, 2^8, 12758
splay, 2^9, 10666
veb, 2^6, 1397891
veb, 2^7, 1502079
veb, 2^8, 1058944
veb, 2^9, 936737
bst, 2^6, 20956
bst, 2^7, 21104
bst, 2^8, 26755
bst, 2^9, 26639
avl, 2^6, 21302
avl, 2^7, 24701
avl, 2^8, 31748
avl, 2^9, 30304
splay, 2^6, 18146
splay, 2^7, 19146
splay, 2^8, 10841
splay, 2^9, 12667
veb, 2^6, 1394957
veb, 2^7, 1580147
veb, 2^8, 934645
veb, 2^9, 930891
bst, 2^6, 21077
bst, 2^7, 20828
bst, 2^8, 26745
bst, 2^9, 26744
avl, 2^6, 22235
avl, 2^7, 25177
avl, 2^8, 37727
avl, 2^9, 31425
splay, 2^6, 18591
splay, 2^7, 18076
splay, 2^8, 11203
splay, 2^9, 10990
veb, 2^6, 1546844
veb, 2^7, 1561602
veb, 2^8, 1113491
veb, 2^9, 1112402
bst, 2^6, 24817
bst, 2^7, 24671
bst, 2^8, 31842
bst, 2^9, 31020
avl, 2^6, 25217
avl, 2^7, 29930
avl, 2^8, 37453
avl, 2^9, 37187
splay, 2^6, 21350
splay, 2^7, 21030
splay, 2^8, 13009
splay, 2^9, 12661
veb, 2^6, 1653288
veb, 2^7, 1416353
veb, 2^8, 930927
veb, 2^9, 930865
bst, 2^6, 20943
bst, 2^7, 20818
bst, 2^8, 26775
bst, 2^9, 26503
avl, 2^6, 22222
avl, 2^7, 24948
avl, 2^8, 38216
avl, 2^9, 37478
splay, 2^6, 21437
splay, 2^7, 21638
splay, 2^8, 12839
splay, 2^9, 12907
veb, 2^6, 1505094
veb, 2^7, 1438362
veb, 2^8, 1051972
veb, 2^9, 1016809
bst, 2^6, 24949
bst, 2^7, 24686
bst, 2^8, 30452
bst, 2^9, 29889
avl, 2^6, 25673
avl, 2^7, 30385
avl, 2^8, 33042
avl, 2^9, 33595
splay, 2^6, 18726
splay, 2^7, 17806
splay, 2^8, 11125
splay, 2^9, 11055
veb, 2^6, 1394943
veb, 2^7, 1483359
veb, 2^8, 930971
veb, 2^9, 1015535
bst, 2^6, 21034
bst, 2^7, 20817
bst, 2^8, 25964
bst, 2^9, 26557
avl, 2^6, 24093
avl, 2^7, 27472
avl, 2^8, 33435
avl, 2^9, 30795
splay, 2^6, 18109
splay, 2^7, 17935
splay, 2^8, 11068
splay, 2^9, 11084
veb, 2^6, 1394963
veb, 2^7, 1498033
veb, 2^8, 930617
veb, 2^9, 1044857
bst, 2^6, 30386
bst, 2^7, 25771
bst, 2^8, 31760
bst, 2^9, 30900
avl, 2^6, 25541
avl, 2^7, 31496
avl, 2^8, 33452
avl, 2^9, 30618
splay, 2^6, 18114
splay, 2^7, 17729
splay, 2^8, 10789
splay, 2^9, 10818
veb, 2^6, 1508944
veb, 2^7, 1457419
veb, 2^8, 1044254
veb, 2^9, 1105229
bst, 2^6, 19851
bst, 2^7, 19099
bst, 2^8, 25755
bst, 2^9, 26711
avl, 2^6, 21595
avl, 2^7, 25642
avl, 2^8, 32185
avl, 2^9, 30779
splay, 2^6, 18107
splay, 2^7, 17740
splay, 2^8, 10857
splay, 2^9, 10727
veb, 2^6, 1492118
veb, 2^7, 1488533
veb, 2^8, 1074252
veb, 2^9, 930907
bst, 2^6, 20976
bst, 2^7, 22183
bst, 2^8, 26812
bst, 2^9, 26942
avl, 2^6, 21573
avl, 2^7, 24973
avl, 2^8, 32289
avl, 2^9, 32287
splay, 2^6, 18158
splay, 2^7, 18483
splay, 2^8, 11191
splay, 2^9, 13100
veb, 2^6, 1661252
veb, 2^7, 1685804
veb, 2^8, 1093636
veb, 2^9, 1027251
bst, 2^6, 24552
bst, 2^7, 22641
bst, 2^8, 30834
bst, 2^9, 30588
avl, 2^6, 25613
avl, 2^7, 24996
avl, 2^8, 32238
avl, 2^9, 35468
splay, 2^6, 21621
splay, 2^7, 21345
splay, 2^8, 13278
splay, 2^9, 11020
veb, 2^6, 1530197
veb, 2^7, 1546692
veb, 2^8, 930955
veb, 2^9, 930892
bst, 2^6, 21495
bst, 2^7, 21138
bst, 2^8, 26570
bst, 2^9, 25847
avl, 2^6, 21269
avl, 2^7, 24981
avl, 2^8, 31619
avl, 2^9, 36127
splay, 2^6, 26172
splay, 2^7, 18204
splay, 2^8, 11135
splay, 2^9, 10992
veb, 2^6, 1401295
veb, 2^7, 1526443
veb, 2^8, 1033254
veb, 2^9, 930875
bst, 2^6, 21530
bst, 2^7, 21141
bst, 2^8, 35383
bst, 2^9, 34013
avl, 2^6, 25253
avl, 2^7, 28941
avl, 2^8, 36644
avl, 2^9, 30322
splay, 2^6, 18325
splay, 2^7, 18199
splay, 2^8, 11112
splay, 2^9, 10644
veb, 2^6, 1401117
veb, 2^7, 1559957
veb, 2^8, 946871
veb, 2^9, 1046399
bst, 2^6, 25236
bst, 2^7, 25063
bst, 2^8, 30724
bst, 2^9, 30597
avl, 2^6, 25673
avl, 2^7, 37477
avl, 2^8, 32181
avl, 2^9, 36096
splay, 2^6, 21490
splay, 2^7, 21086
splay, 2^8, 12942
splay, 2^9, 10652
veb, 2^6, 1598535
veb, 2^7, 1398004
veb, 2^8, 930946
veb, 2^9, 1002335
bst, 2^6, 21436
bst, 2^7, 21419
bst, 2^8, 26001
bst, 2^9, 25887
avl, 2^6, 21914
avl, 2^7, 25551
avl, 2^8, 31868
avl, 2^9, 30947
splay, 2^6, 24405
splay, 2^7, 20388
splay, 2^8, 10710
splay, 2^9, 10642
veb, 2^6, 1580354
veb, 2^7, 1394815
veb, 2^8, 1063977
veb, 2^9, 937125
bst, 2^6, 22569
bst, 2^7, 22700
bst, 2^8, 26515
bst, 2^9, 26576
avl, 2^6, 23333
avl, 2^7, 25018
avl, 2^8, 32328
avl, 2^9, 30632
splay, 2^6, 21420
splay, 2^7, 20928
splay, 2^8, 12701
splay, 2^9, 12591
veb, 2^6, 1466191
veb, 2^7, 1397235
veb, 2^8, 995738
veb, 2^9, 930895
bst, 2^6, 22074
bst, 2^7, 21869
bst, 2^8, 26038
bst, 2^9, 25827
avl, 2^6, 21573
avl, 2^7, 26601
avl, 2^8, 32175
avl, 2^9, 36029
splay, 2^6, 21539
splay, 2^7, 22962
splay, 2^8, 10877
splay, 2^9, 10390
veb, 2^6, 1395022
veb, 2^7, 1575773
veb, 2^8, 1019756
veb, 2^9, 930895
bst, 2^6, 21510
bst, 2^7, 21337
bst, 2^8, 25949
bst, 2^9, 25433
avl, 2^6, 21906
avl, 2^7, 25987
avl, 2^8, 32464
avl, 2^9, 32933
splay, 2^6, 17721
splay, 2^7, 17321
splay, 2^8, 11440
splay, 2^9, 10461
veb, 2^6, 1397688
veb, 2^7, 1476120
veb, 2^8, 1119173
veb, 2^9, 934939
bst, 2^6, 22051
bst, 2^7, 21614
bst, 2^8, 27086
bst, 2^9, 26774
avl, 2^6, 23282
avl, 2^7, 27622
avl, 2^8, 38331
avl, 2^9, 31923
splay, 2^6, 18151
splay, 2^7, 17589
splay, 2^8, 10770
splay, 2^9, 10681
veb, 2^6, 1394946
veb, 2^7, 1557258
veb, 2^8, 930955
veb, 2^9, 1096606
bst, 2^6, 20916
bst, 2^7, 20929
bst, 2^8, 26775
bst, 2^9, 25833
avl, 2^6, 24726
avl, 2^7, 26287
avl, 2^8, 32211
avl, 2^9, 31299
splay, 2^6, 18042
splay, 2^7, 17974
splay, 2^8, 10739
splay, 2^9, 10655
veb, 2^6, 1490554
veb, 2^7, 1401484
veb, 2^8, 930950
veb, 2^9, 1096645
bst, 2^6, 20987
bst, 2^7, 20805
bst, 2^8, 26850
bst, 2^9, 26965
avl, 2^6, 21898
avl, 2^7, 26228
avl, 2^8, 32158
avl, 2^9, 31958
splay, 2^6, 18531
splay, 2^7, 18016
splay, 2^8, 10677
splay, 2^9, 10661
veb, 2^6, 1593256
veb, 2^7, 1394888
veb, 2^8, 1090926
veb, 2^9, 941648
bst, 2^6, 21195
bst, 2^7, 21444
bst, 2^8, 25346
bst, 2^9, 26812
avl, 2^6, 21883
avl, 2^7, 25579
avl, 2^8, 32174
avl, 2^9, 40273
splay, 2^6, 21279
splay, 2^7, 20870
splay, 2^8, 12675
splay, 2^9, 12669
veb, 2^6, 1447802
veb, 2^7, 1397685
veb, 2^8, 930957
veb, 2^9, 930893
bst, 2^6, 21770
bst, 2^7, 21642
bst, 2^8, 26256
bst, 2^9, 25832
avl, 2^6, 24722
avl, 2^7, 26306
avl, 2^8, 32242
avl, 2^9, 38896
splay, 2^6, 21272
splay, 2^7, 21035
splay, 2^8, 12736
splay, 2^9, 12626
veb, 2^6, 1433880
veb, 2^7, 1521431
veb, 2^8, 930965
veb, 2^9, 1144731
bst, 2^6, 27701
bst, 2^7, 22511
bst, 2^8, 31920
bst, 2^9, 30597
avl, 2^6, 25256
avl, 2^7, 29532
avl, 2^8, 44355
avl, 2^9, 36770
splay, 2^6, 22573
splay, 2^7, 21521
splay, 2^8, 12770
splay, 2^9, 12751
veb, 2^6, 1653246
veb, 2^7, 1668416
veb, 2^8, 1116870
veb, 2^9, 1103255
bst, 2^6, 24176
bst, 2^7, 23955
bst, 2^8, 31865
bst, 2^9, 31672
avl, 2^6, 25598
avl, 2^7, 32200
avl, 2^8, 39312
avl, 2^9, 38119
splay, 2^6, 28581
splay, 2^7, 21287
splay, 2^8, 12767
splay, 2^9, 12647
veb, 2^6, 1653252
veb, 2^7, 1686821
veb, 2^8, 1103532
veb, 2^9, 1103352
bst, 2^6, 24472
bst, 2^7, 22475
bst, 2^8, 30863
bst, 2^9, 30576
avl, 2^6, 25658
avl, 2^7, 29709
avl, 2^8, 39041
avl, 2^9, 36890
splay, 2^6, 28121
splay, 2^7, 17721
splay, 2^8, 10737
splay, 2^9, 12455
veb, 2^6, 1583343
veb, 2^7, 1500070
veb, 2^8, 1078447
veb, 2^9, 1046688
bst, 2^6, 20955
bst, 2^7, 20842
bst, 2^8, 26943
bst, 2^9, 26433
avl, 2^6, 21609
avl, 2^7, 25952
avl, 2^8, 32130
avl, 2^9, 36620
splay, 2^6, 18054
splay, 2^7, 18381
splay, 2^8, 11086
splay, 2^9, 11037
veb, 2^6, 1598347
veb, 2^7, 1468164
veb, 2^8, 969762
veb, 2^9, 930883
bst, 2^6, 20942
bst, 2^7, 20793
bst, 2^8, 25935
bst, 2^9, 25965
avl, 2^6, 21602
avl, 2^7, 25085
avl, 2^8, 38995
avl, 2^9, 36700
splay, 2^6, 21294
splay, 2^7, 21596
splay, 2^8, 13040
splay, 2^9, 14787
veb, 2^6, 1603050
veb, 2^7, 1394832
veb, 2^8, 1028799
veb, 2^9, 1039921
bst, 2^6, 20920
bst, 2^7, 21124
bst, 2^8, 24927
bst, 2^9, 24897
avl, 2^6, 21939
avl, 2^7, 24783
avl, 2^8, 35357
avl, 2^9, 30365
splay, 2^6, 17941
splay, 2^7, 18620
splay, 2^8, 11926
splay, 2^9, 10983
veb, 2^6, 1394915
veb, 2^7, 1398096
veb, 2^8, 954275
veb, 2^9, 930909
bst, 2^6, 21093
bst, 2^7, 20877
bst, 2^8, 26817
bst, 2^9, 26742
avl, 2^6, 21622
avl, 2^7, 25649
avl, 2^8, 38088
avl, 2^9, 30790
splay, 2^6, 18534
splay, 2^7, 18396
splay, 2^8, 11028
splay, 2^9, 11076
veb, 2^6, 1506782
veb, 2^7, 1561997
veb, 2^8, 1001854
veb, 2^9, 980242
bst, 2^6, 24789
bst, 2^7, 29042
bst, 2^8, 31759
bst, 2^9, 31750
avl, 2^6, 25577
avl, 2^7, 30746
avl, 2^8, 32181
avl, 2^9, 31087
splay, 2^6, 18153
splay, 2^7, 18126
splay, 2^8, 11014
splay, 2^9, 11027
veb, 2^6, 1407488
veb, 2^7, 1640093
veb, 2^8, 963501
veb, 2^9, 1021791
bst, 2^6, 21128
bst, 2^7, 21108
bst, 2^8, 25148
bst, 2^9, 26754
avl, 2^6, 22188
avl, 2^7, 27487
avl, 2^8, 32795
avl, 2^9, 30971
splay, 2^6, 18745
splay, 2^7, 17825
splay, 2^8, 11022
splay, 2^9, 10989
veb, 2^6, 1569184
veb, 2^7, 1561722
veb, 2^8, 933826
veb, 2^9, 934468
bst, 2^6, 20972
bst, 2^7, 20813
bst, 2^8, 25348
bst, 2^9, 26025
avl, 2^6, 21301
avl, 2^7, 24969
avl, 2^8, 31805
avl, 2^9, 36654
splay, 2^6, 21422
splay, 2^7, 21505
splay, 2^8, 13105
splay, 2^9, 13018
veb, 2^6, 1584781
veb, 2^7, 1397823
veb, 2^8, 1055165
veb, 2^9, 930890
bst, 2^6, 20954
bst, 2^7, 20893
bst, 2^8, 26814
bst, 2^9, 26766
avl, 2^6, 22021
avl, 2^7, 26042
avl, 2^8, 31754
avl, 2^9, 30942
splay, 2^6, 18584
splay, 2^7, 18707
splay, 2^8, 11076
splay, 2^9, 11068
veb, 2^6, 1560690
veb, 2^7, 1398038
veb, 2^8, 1009548
veb, 2^9, 930888
bst, 2^6, 22110
bst, 2^7, 21636
bst, 2^8, 25375
bst, 2^9, 25311
avl, 2^6, 21221
avl, 2^7, 24954
avl, 2^8, 31524
avl, 2^9, 36657
splay, 2^6, 21817
splay, 2^7, 23108
splay, 2^8, 11052
splay, 2^9, 11009
veb, 2^6, 1398081
veb, 2^7, 1514846
veb, 2^8, 1067458
veb, 2^9, 1080279
bst, 2^6, 24840
bst, 2^7, 24670
bst, 2^8, 31382
bst, 2^9, 31710
avl, 2^6, 26292
avl, 2^7, 25286
avl, 2^8, 32783
avl, 2^9, 30354
splay, 2^6, 18504
splay, 2^7, 18081
splay, 2^8, 11042
splay, 2^9, 11148
veb, 2^6, 1495617
veb, 2^7, 1425959
veb, 2^8, 930976
veb, 2^9, 1084614
bst, 2^6, 25488
bst, 2^7, 25284
bst, 2^8, 30702
bst, 2^9, 30855
avl, 2^6, 27441
avl, 2^7, 24522
avl, 2^8, 35033
avl, 2^9, 38276
splay, 2^6, 23113
splay, 2^7, 21482
splay, 2^8, 13141
splay, 2^9, 13170
veb, 2^6, 1531344
veb, 2^7, 1561578
veb, 2^8, 1065916
veb, 2^9, 933678
bst, 2^6, 22549
bst, 2^7, 22360
bst, 2^8, 26554
bst, 2^9, 25860
avl, 2^6, 21356
avl, 2^7, 26329
avl, 2^8, 31777
avl, 2^9, 31602
splay, 2^6, 18360
splay, 2^7, 18006
splay, 2^8, 11036
splay, 2^9, 11029
veb, 2^6, 1518926
veb, 2^7, 1394879
veb, 2^8, 945272
veb, 2^9, 1008686
bst, 2^6, 22549
bst, 2^7, 22383
bst, 2^8, 25906
bst, 2^9, 47106
avl, 2^6, 21307
avl, 2^7, 24894
avl, 2^8, 31513
avl, 2^9, 35845
splay, 2^6, 21350
splay, 2^7, 21253
splay, 2^8, 12535
splay, 2^9, 12622
veb, 2^6, 1447615
veb, 2^7, 1447726
veb, 2^8, 1081715
veb, 2^9, 930889
bst, 2^6, 21593
bst, 2^7, 21387
bst, 2^8, 25929
bst, 2^9, 25816
avl, 2^6, 22765
avl, 2^7, 25868
avl, 2^8, 37649
avl, 2^9, 30761
splay, 2^6, 18087
splay, 2^7, 17562
splay, 2^8, 10648
splay, 2^9, 10749
veb, 2^6, 1571739
veb, 2^7, 1518661
veb, 2^8, 931031
veb, 2^9, 944535
bst, 2^6, 21612
bst, 2^7, 31321
bst, 2^8, 30622
bst, 2^9, 31436
avl, 2^6, 25226
avl, 2^7, 32207
avl, 2^8, 39293
avl, 2^9, 30926
splay, 2^6, 18292
splay, 2^7, 17811
splay, 2^8, 10764
splay, 2^9, 10660
veb, 2^6, 1394978
veb, 2^7, 1515693
veb, 2^8, 965959
veb, 2^9, 1097308
bst, 2^6, 20892
bst, 2^7, 21124
bst, 2^8, 27100
bst, 2^9, 26956
avl, 2^6, 21912
avl, 2^7, 25513
avl, 2^8, 45273
avl, 2^9, 31270
splay, 2^6, 18019
splay, 2^7, 18441
splay, 2^8, 12107
splay, 2^9, 11068
veb, 2^6, 1636369
veb, 2^7, 1403333
veb, 2^8, 1098849
veb, 2^9, 938117
bst, 2^6, 20998
bst, 2^7, 21014
bst, 2^8, 25326
bst, 2^9, 26757
avl, 2^6, 24377
avl, 2^7, 25846
avl, 2^8, 32114
avl, 2^9, 37075
splay, 2^6, 21181
splay, 2^7, 21441
splay, 2^8, 12826
splay, 2^9, 13066
veb, 2^6, 1394940
veb, 2^7, 1463544
veb, 2^8, 990496
veb, 2^9, 930879
bst, 2^6, 20924
bst, 2^7, 21656
bst, 2^8, 26825
bst, 2^9, 26735
avl, 2^6, 21908
avl, 2^7, 26245
avl, 2^8, 32834
avl, 2^9, 30913
splay, 2^6, 17867
splay, 2^7, 18092
splay, 2^8, 10744
splay, 2^9, 10401
veb, 2^6, 1394949
veb, 2^7, 1653165
veb, 2^8, 1119446
veb, 2^9, 1111969
bst, 2^6, 25335
bst, 2^7, 25385
bst, 2^8, 30270
bst, 2^9, 30131
avl, 2^6, 25277
avl, 2^7, 29327
avl, 2^8, 38479
avl, 2^9, 37617
splay, 2^6, 21123
splay, 2^7, 25673
splay, 2^8, 12524
splay, 2^9, 14466
veb, 2^6, 1658835
veb, 2^7, 1666427
veb, 2^8, 1103425
veb, 2^9, 1103278
bst, 2^6, 26633
bst, 2^7, 25243
bst, 2^8, 30708
bst, 2^9, 30604
avl, 2^6, 26355
avl, 2^7, 29214
avl, 2^8, 38334
avl, 2^9, 36797
splay, 2^6, 20843
splay, 2^7, 20779
splay, 2^8, 12680
splay, 2^9, 12320
veb, 2^6, 1661477
veb, 2^7, 1656998
veb, 2^8, 1103337
veb, 2^9, 1103279
bst, 2^6, 25421
bst, 2^7, 25312
bst, 2^8, 30297
bst, 2^9, 37265
avl, 2^6, 26737
avl, 2^7, 30099
avl, 2^8, 37687
avl, 2^9, 37951
splay, 2^6, 21237
splay, 2^7, 20695
splay, 2^8, 12547
splay, 2^9, 12415
veb, 2^6, 1662882
veb, 2^7, 1653176
veb, 2^8, 1104565
veb, 2^9, 1110523
bst, 2^6, 25484
bst, 2^7, 25583
bst, 2^8, 30667
bst, 2^9, 31462
avl, 2^6, 27770
avl, 2^7, 30121
avl, 2^8, 38859
avl, 2^9, 36667
splay, 2^6, 21351
splay, 2^7, 20789
splay, 2^8, 12920
splay, 2^9, 12352
veb, 2^6, 1661561
veb, 2^7, 1653191
veb, 2^8, 1103382
veb, 2^9, 1107340
bst, 2^6, 25393
bst, 2^7, 25175
bst, 2^8, 30828
bst, 2^9, 30623
avl, 2^6, 25221
avl, 2^7, 32421
avl, 2^8, 37622
avl, 2^9, 36639
splay, 2^6, 21411
splay, 2^7, 20887
splay, 2^8, 12655
splay, 2^9, 12389
veb, 2^6, 1664286
veb, 2^7, 1653727
veb, 2^8, 1107322
veb, 2^9, 1017281
bst, 2^6, 21467
bst, 2^7, 21427
bst, 2^8, 25915
bst, 2^9, 30693
avl, 2^6, 25229
avl, 2^7, 29582
avl, 2^8, 37606
avl, 2^9, 36704
splay, 2^6, 21336
splay, 2^7, 20800
splay, 2^8, 12682
splay, 2^9, 12352
veb, 2^6, 1561988
veb, 2^7, 1487905
veb, 2^8, 945146
veb, 2^9, 1020524
bst, 2^6, 25373
bst, 2^7, 25265
bst, 2^8, 30752
bst, 2^9, 30159
avl, 2^6, 25289
avl, 2^7, 31238
avl, 2^8, 31516
avl, 2^9, 36806
splay, 2^6, 21461
splay, 2^7, 20713
